hippocampus_comes ENSHCOG00000016574
otolemur_garnettii ENSOGAG00000011247
ovis_aries ENSOARG00000014943
bison_bison_bison ENSBBBG00000001996
tursiops_truncatus ENSTTRG00000016193
neovison_vison ENSNVIG00000007861
oryctolagus_cuniculus ENSOCUG00000014183
ailuropoda_melanoleuca ENSAMEG00000009520
choloepus_hoffmanni ENSCHOG00000010204
loxodonta_africana ENSLAFG00000012760
procavia_capensis ENSPCAG00000004188
echinops_telfairi ENSETEG00000008784
dasypus_novemcinctus ENSDNOG00000007320
canis_lupus_familiaris ENSCAFG00000012699
canis_lupus_dingo ENSCAFG00020015225
vulpes_vulpes ENSVVUG00000006525
ursus_americanus ENSUAMG00000007700
mustela_putorius_furo ENSMPUG00000002778
felis_catus ENSFCAG00000042782
panthera_pardus ENSPPRG00000014728
equus_asinus_asinus ENSEASG00005013494
equus_caballus ENSECAG00000012690
pteropus_vampyrus ENSPVAG00000015587
capra_hircus ENSCHIG00000026470
bos_taurus ENSBTAG00000017911
sus_scrofa ENSSSCG00000010725
erinaceus_europaeus ENSEEUG00000007340
xenopus_tropicalis ENSXETG00000027771
esox_lucius ENSELUG00000006349
esox_lucius ENSELUG00000015370
paramormyrops_kingsleyae ENSPKIG00000000925
danio_rerio ENSDARG00000070954
paramormyrops_kingsleyae ENSPKIG00000003134
lepisosteus_oculatus ENSLOCG00000008191
latimeria_chalumnae ENSLACG00000000874
