monopterus_albus ENSMALG00000018955
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022257
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023168
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033022
mus_spicilegus ENSMSIG00000003079
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018989
rattus_norvegicus ENSRNOG00000000158
meriones_unguiculatus ENSMUGG00000025908
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018903
cricetulus_griseus_crigri-picr ENSCGRG00015005305
cricetulus_griseus_crigri_1.0 ENSCGRG00000007036
mesocricetus_auratus ENSMAUG00000018459
microtus_ochrogaster ENSMOCG00000015413
peromyscus_maniculatus_bairdii ENSPEMG00000008331
nannospalax_galili ENSNGAG00000018935
castor_canadensis ENSCCNG00000005218
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002143
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019411
fukomys_damarensis ENSFDAG00000006702
chinchilla_lanigera ENSCLAG00000016289
octodon_degus ENSODEG00000002104
cavia_aperea ENSCAPG00000016634
cavia_porcellus ENSCPOG00000001347
oryctolagus_cuniculus ENSOCUG00000000148
ochotona_princeps ENSOPRG00000009151
jaculus_jaculus ENSJJAG00000010804
tupaia_belangeri ENSTBEG00000003937
sorex_araneus ENSSARG00000004092
dasypus_novemcinctus ENSDNOG00000009577
loxodonta_africana ENSLAFG00000015304
procavia_capensis ENSPCAG00000008230
notamacropus_eugenii ENSMEUG00000009802
phascolarctos_cinereus ENSPCIG00000013447
sarcophilus_harrisii ENSSHAG00000004721
monodelphis_domestica ENSMODG00000013657
ornithorhynchus_anatinus ENSOANG00000011621
pogona_vitticeps ENSPVIG00000010975
anolis_carolinensis ENSACAG00000008057
notechis_scutatus ENSNSUG00000013254
salvator_merianae ENSSMRG00000002915
sphenodon_punctatus ENSSPUG00000017401
anser_brachyrhynchus ENSABRG00000013856
anas_platyrhynchos_platyrhynchos ENSAPLG00000013485
gallus_gallus ENSGALG00000002358
meleagris_gallopavo ENSMGAG00000008903
numida_meleagris ENSNMEG00000014301
coturnix_japonica ENSCJPG00005005949
melopsittacus_undulatus ENSMUNG00000002704
lonchura_striata_domestica ENSLSDG00000011876
ficedula_albicollis ENSFALG00000001887
parus_major ENSPMJG00000005453
lepidothrix_coronata ENSLCOG00000005235
manacus_vitellinus ENSMVIG00005019632
calidris_pygmaea ENSCPGG00000011418
calidris_pugnax ENSCPUG00000004822
taeniopygia_guttata ENSTGUG00000017540
serinus_canaria ENSSCAG00000005413
cyanistes_caeruleus ENSCCEG00000011962
zonotrichia_albicollis ENSZALG00000006338
apteryx_haastii ENSAHAG00000007590
apteryx_owenii ENSAOWG00000014071
apteryx_rowi ENSARWG00000017135
dromaius_novaehollandiae ENSDNVG00000014135
nothoprocta_perdicaria ENSNPEG00000009230
crocodylus_porosus ENSCPRG00005015535
gopherus_agassizii ENSGAGG00000001132
chelonoidis_abingdonii ENSCABG00000015580
chrysemys_picta_bellii ENSCPBG00000001681
pelodiscus_sinensis ENSPSIG00000017239
xenopus_tropicalis ENSXETG00000018739
latimeria_chalumnae ENSLACG00000014020
hippocampus_comes ENSHCOG00000005004
eptatretus_burgeri ENSEBUG00000002785
petromyzon_marinus ENSPMAG00000003207
ciona_savignyi ENSCSAVG00000001448
ciona_intestinalis ENSCING00000012704
drosophila_melanogaster FBgn0034364
caenorhabditis_elegans_strain_n2 WBGene00018986
