poecilia_mexicana ENSPMEG00000012073
anas_platyrhynchos_platyrhynchos ENSAPLG00000016203
crocodylus_porosus ENSCPRG00005010120
gopherus_agassizii ENSGAGG00000020203
chelonoidis_abingdonii ENSCABG00000007914
chrysemys_picta_bellii ENSCPBG00000023450
pelodiscus_sinensis ENSPSIG00000007059
sphenodon_punctatus ENSSPUG00000001988
anolis_carolinensis ENSACAG00000014198
pogona_vitticeps ENSPVIG00000009045
notechis_scutatus ENSNSUG00000002457
salvator_merianae ENSSMRG00000023500
erinaceus_europaeus ENSEEUG00000006666
sorex_araneus ENSSARG00000012731
ursus_maritimus ENSUMAG00000024938
ursus_americanus ENSUAMG00000025580
ailuropoda_melanoleuca ENSAMEG00000005278
mustela_putorius_furo ENSMPUG00000001299
neovison_vison ENSNVIG00000014780
canis_lupus_dingo ENSCAFG00020027509
canis_lupus_familiaris ENSCAFG00000005454
vulpes_vulpes ENSVVUG00000013096
panthera_tigris_altaica ENSPTIG00000014403
panthera_pardus ENSPPRG00000005711
felis_catus ENSFCAG00000023195
sus_scrofa ENSSSCG00000007089
sus_scrofa ENSSSCG00000031189
bos_mutus ENSBMUG00000004754
bos_taurus ENSBTAG00000003425
bison_bison_bison ENSBBBG00000010208
capra_hircus ENSCHIG00000008100
ovis_aries ENSOARG00000018167
tursiops_truncatus ENSTTRG00000016431
vicugna_pacos ENSVPAG00000009260
equus_caballus ENSECAG00000012675
equus_asinus_asinus ENSEASG00005001985
pteropus_vampyrus ENSPVAG00000001139
myotis_lucifugus ENSMLUG00000017787
myotis_lucifugus ENSMLUG00000023314
prolemur_simus ENSPSMG00000002795
castor_canadensis ENSCCNG00000011223
dipodomys_ordii ENSDORG00000016696
mus_spicilegus ENSMSIG00000021371
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025299
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027424
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024380
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025824
rattus_norvegicus ENSRNOG00000028196
meriones_unguiculatus ENSMUGG00000010050
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019490
cricetulus_griseus_crigri-picr ENSCGRG00015007338
cricetulus_griseus_crigri_1.0 ENSCGRG00000005639
mesocricetus_auratus ENSMAUG00000021458
microtus_ochrogaster ENSMOCG00000022927
peromyscus_maniculatus_bairdii ENSPEMG00000004962
peromyscus_maniculatus_bairdii ENSPEMG00000014283
nannospalax_galili ENSNGAG00000000075
jaculus_jaculus ENSJJAG00000014663
urocitellus_parryii ENSUPAG00010003848
ictidomys_tridecemlineatus ENSSTOG00000019941
marmota_marmota_marmota ENSMMMG00000002827
spermophilus_dauricus ENSSDAG00000003618
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009814
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016736
fukomys_damarensis ENSFDAG00000018629
chinchilla_lanigera ENSCLAG00000011196
octodon_degus ENSODEG00000011889
cavia_porcellus ENSCPOG00000036436
cavia_aperea ENSCAPG00000011488
oryctolagus_cuniculus ENSOCUG00000017083
ochotona_princeps ENSOPRG00000010198
colobus_angolensis_palliatus ENSCANG00000031340
piliocolobus_tephrosceles ENSPTEG00000036305
rhinopithecus_roxellana ENSRROG00000037222
rhinopithecus_bieti ENSRBIG00000044626
mandrillus_leucophaeus ENSMLEG00000027531
cercocebus_atys ENSCATG00000031571
chlorocebus_sabaeus ENSCSAG00000011551
papio_anubis ENSPANG00000004880
macaca_nemestrina ENSMNEG00000035747
macaca_fascicularis ENSMFAG00000002938
theropithecus_gelada ENSTGEG00000018144
macaca_mulatta ENSMMUG00000011479
pan_paniscus ENSPPAG00000028989
pan_troglodytes ENSPTRG00000013279
homo_sapiens ENSG00000125871
gorilla_gorilla ENSGGOG00000008966
pongo_abelii ENSPPYG00000010731
nomascus_leucogenys ENSNLEG00000009736
saimiri_boliviensis_boliviensis ENSSBOG00000026817
cebus_capucinus_imitator ENSCCAG00000027597
callithrix_jacchus ENSCJAG00000005037
aotus_nancymaae ENSANAG00000032165
carlito_syrichta ENSTSYG00000010580
microcebus_murinus ENSMICG00000014350
microcebus_murinus ENSMICG00000032475
propithecus_coquereli ENSPCOG00000015171
prolemur_simus ENSPSMG00000020063
otolemur_garnettii ENSOGAG00000026572
otolemur_garnettii ENSOGAG00000025416
otolemur_garnettii ENSOGAG00000032137
tupaia_belangeri ENSTBEG00000016434
dasypus_novemcinctus ENSDNOG00000002646
choloepus_hoffmanni ENSCHOG00000010836
loxodonta_africana ENSLAFG00000010595
procavia_capensis ENSPCAG00000007248
echinops_telfairi ENSETEG00000001629
phascolarctos_cinereus ENSPCIG00000000777
notamacropus_eugenii ENSMEUG00000009135
sarcophilus_harrisii ENSSHAG00000018526
monodelphis_domestica ENSMODG00000005495
ornithorhynchus_anatinus ENSOANG00000032121
ornithorhynchus_anatinus ENSOANG00000001249
xenopus_tropicalis ENSXETG00000013803
latimeria_chalumnae ENSLACG00000011634
petromyzon_marinus ENSPMAG00000003389
ciona_savignyi ENSCSAVG00000005874
ciona_intestinalis ENSCING00000005329
caenorhabditis_elegans_strain_n2 WBGene00077500
