poecilia_latipinna ENSPLAG00000019122
bison_bison_bison ENSBBBG00000012246
ovis_aries ENSOARG00000020873
capra_hircus ENSCHIG00000010090
tursiops_truncatus ENSTTRG00000008989
sus_scrofa ENSSSCG00000025206
vicugna_pacos ENSVPAG00000010962
ursus_americanus ENSUAMG00000015184
ursus_maritimus ENSUMAG00000008289
ailuropoda_melanoleuca ENSAMEG00000007422
mustela_putorius_furo ENSMPUG00000015179
neovison_vison ENSNVIG00000017022
canis_lupus_familiaris ENSCAFG00000010404
canis_lupus_dingo ENSCAFG00020025391
vulpes_vulpes ENSVVUG00000015500
panthera_pardus ENSPPRG00000023130
panthera_tigris_altaica ENSPTIG00000018428
felis_catus ENSFCAG00000003581
equus_asinus_asinus ENSEASG00005011773
equus_caballus ENSECAG00000012263
sorex_araneus ENSSARG00000012698
erinaceus_europaeus ENSEEUG00000015739
choloepus_hoffmanni ENSCHOG00000006474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027488
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028793
mus_spicilegus ENSMSIG00000002730
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026508
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028839
rattus_norvegicus ENSRNOG00000000123
meriones_unguiculatus ENSMUGG00000004127
microtus_ochrogaster ENSMOCG00000015019
peromyscus_maniculatus_bairdii ENSPEMG00000015416
cricetulus_griseus_crigri-picr ENSCGRG00015008753
cricetulus_griseus_crigri_1.0 ENSCGRG00000008266
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001064
mesocricetus_auratus ENSMAUG00000012135
nannospalax_galili ENSNGAG00000021571
jaculus_jaculus ENSJJAG00000000381
castor_canadensis ENSCCNG00000006438
dipodomys_ordii ENSDORG00000000118
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013889
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001486
fukomys_damarensis ENSFDAG00000002172
cavia_porcellus ENSCPOG00000003347
cavia_aperea ENSCAPG00000007940
octodon_degus ENSODEG00000005150
chinchilla_lanigera ENSCLAG00000009186
urocitellus_parryii ENSUPAG00010005598
ictidomys_tridecemlineatus ENSSTOG00000004528
marmota_marmota_marmota ENSMMMG00000008563
spermophilus_dauricus ENSSDAG00000011930
oryctolagus_cuniculus ENSOCUG00000013695
ochotona_princeps ENSOPRG00000002528
piliocolobus_tephrosceles ENSPTEG00000022933
colobus_angolensis_palliatus ENSCANG00000043160
papio_anubis ENSPANG00000025214
theropithecus_gelada ENSTGEG00000016689
cercocebus_atys ENSCATG00000033356
macaca_fascicularis ENSMFAG00000044944
rhinopithecus_roxellana ENSRROG00000038677
rhinopithecus_bieti ENSRBIG00000027119
mandrillus_leucophaeus ENSMLEG00000041441
macaca_nemestrina ENSMNEG00000042794
gorilla_gorilla ENSGGOG00000015251
pan_troglodytes ENSPTRG00000000496
pan_paniscus ENSPPAG00000037509
homo_sapiens ENSG00000116514
pongo_abelii ENSPPYG00000001580
nomascus_leucogenys ENSNLEG00000003081
callithrix_jacchus ENSCJAG00000001085
cebus_capucinus_imitator ENSCCAG00000028042
saimiri_boliviensis_boliviensis ENSSBOG00000035445
aotus_nancymaae ENSANAG00000028027
carlito_syrichta ENSTSYG00000010331
propithecus_coquereli ENSPCOG00000026691
prolemur_simus ENSPSMG00000019029
microcebus_murinus ENSMICG00000008113
otolemur_garnettii ENSOGAG00000000815
tupaia_belangeri ENSTBEG00000015345
dasypus_novemcinctus ENSDNOG00000048838
chlorocebus_sabaeus ENSCSAG00000001067
ornithorhynchus_anatinus ENSOANG00000005874
xenopus_tropicalis ENSXETG00000031122
latimeria_chalumnae ENSLACG00000014481
calidris_pugnax ENSCPUG00000018213
lepidothrix_coronata ENSLCOG00000001734
ornithorhynchus_anatinus ENSOANG00000030204
hippocampus_comes ENSHCOG00000008811
ciona_intestinalis ENSCING00000018714
