crocodylus_porosus ENSCPRG00005012239
tupaia_belangeri ENSTBEG00000016587
propithecus_coquereli ENSPCOG00000023986
microcebus_murinus ENSMICG00000026652
prolemur_simus ENSPSMG00000011541
otolemur_garnettii ENSOGAG00000012684
vicugna_pacos ENSVPAG00000011489
pteropus_vampyrus ENSPVAG00000016895
erinaceus_europaeus ENSEEUG00000005005
canis_lupus_familiaris ENSCAFG00000031172
vulpes_vulpes ENSVVUG00000008752
ovis_aries ENSOARG00000008809
capra_hircus ENSCHIG00000022731
bos_taurus ENSBTAG00000015984
bos_mutus ENSBMUG00000018532
bison_bison_bison ENSBBBG00000016453
tursiops_truncatus ENSTTRG00000017064
sus_scrofa ENSSSCG00000003061
equus_caballus ENSECAG00000013952
equus_asinus_asinus ENSEASG00005013564
ursus_americanus ENSUAMG00000010575
ursus_maritimus ENSUMAG00000023023
ailuropoda_melanoleuca ENSAMEG00000004262
neovison_vison ENSNVIG00000024671
mustela_putorius_furo ENSMPUG00000006662
canis_lupus_dingo ENSCAFG00020013262
panthera_pardus ENSPPRG00000010570
panthera_tigris_altaica ENSPTIG00000013536
felis_catus ENSFCAG00000005229
myotis_lucifugus ENSMLUG00000013697
dasypus_novemcinctus ENSDNOG00000024446
jaculus_jaculus ENSJJAG00000022693
loxodonta_africana ENSLAFG00000012709
procavia_capensis ENSPCAG00000014223
echinops_telfairi ENSETEG00000020342
meriones_unguiculatus ENSMUGG00000001257
notamacropus_eugenii ENSMEUG00000005460
phascolarctos_cinereus ENSPCIG00000020845
sarcophilus_harrisii ENSSHAG00000001067
monodelphis_domestica ENSMODG00000020835
ornithorhynchus_anatinus ENSOANG00000011306
lonchura_striata_domestica ENSLSDG00000000235
lonchura_striata_domestica ENSLSDG00000003782
calidris_pugnax ENSCPUG00000004819
xenopus_tropicalis ENSXETG00000015112
latimeria_chalumnae ENSLACG00000014975
scleropages_formosus ENSSFOG00015019735
paramormyrops_kingsleyae ENSPKIG00000024459
labrus_bergylta ENSLBEG00000001268
mola_mola ENSMMOG00000006919
seriola_dumerili ENSSDUG00000009236
seriola_lalandi_dorsalis ENSSLDG00000002530
mastacembelus_armatus ENSMAMG00000006895
monopterus_albus ENSMALG00000013348
anabas_testudineus ENSATEG00000010846
poecilia_mexicana ENSPMEG00000012892
poecilia_formosa ENSPFOG00000014536
poecilia_latipinna ENSPLAG00000007728
poecilia_reticulata ENSPREG00000004856
xiphophorus_maculatus ENSXMAG00000014459
xiphophorus_couchianus ENSXCOG00000008394
gambusia_affinis ENSGAFG00000008136
cyprinodon_variegatus ENSCVAG00000016999
kryptolebias_marmoratus ENSKMAG00000012682
oryzias_latipes_asm223471v1 ENSORLG00020020407
oryzias_latipes_asm223467v1 ENSORLG00000014086
oryzias_latipes_asm223469v1 ENSORLG00015005282
oryzias_melastigma ENSOMEG00000000449
pundamilia_nyererei ENSPNYG00000014648
haplochromis_burtoni ENSHBUG00000018159
astatotilapia_calliptera ENSACLG00000027699
maylandia_zebra ENSMZEG00005003855
neolamprologus_brichardi ENSNBRG00000008577
oreochromis_niloticus ENSONIG00000016171
amphilophus_citrinellus ENSACIG00000016899
amphiprion_ocellaris ENSAOCG00000020889
amphiprion_percula ENSAPEG00000006791
acanthochromis_polyacanthus ENSAPOG00000023676
stegastes_partitus ENSSPAG00000012999
amphiprion_ocellaris ENSAOCG00000016854
fundulus_heteroclitus ENSFHEG00000011877
cynoglossus_semilaevis ENSCSEG00000014276
tetraodon_nigroviridis ENSTNIG00000004325
takifugu_rubripes ENSTRUG00000025935
periophthalmus_magnuspinnatus ENSPMGG00000001342
cynoglossus_semilaevis ENSCSEG00000014396
hippocampus_comes ENSHCOG00000007977
ictalurus_punctatus ENSIPUG00000002788
scophthalmus_maximus ENSSMAG00000006100
esox_lucius ENSELUG00000020849
astyanax_mexicanus ENSAMXG00000043817
pygocentrus_nattereri ENSPNAG00000026014
danio_rerio ENSDARG00000040291
hippocampus_comes ENSHCOG00000007989
lepisosteus_oculatus ENSLOCG00000004299
