poecilia_formosa ENSPFOG00000019010
saimiri_boliviensis_boliviensis ENSSBOG00000031758
callithrix_jacchus ENSCJAG00000016742
aotus_nancymaae ENSANAG00000036196
carlito_syrichta ENSTSYG00000033287
microcebus_murinus ENSMICG00000046595
prolemur_simus ENSPSMG00000025385
propithecus_coquereli ENSPCOG00000021122
otolemur_garnettii ENSOGAG00000002118
mus_spicilegus ENSMSIG00000002984
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033319
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023164
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022253
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018986
rattus_norvegicus ENSRNOG00000003578
meriones_unguiculatus ENSMUGG00000023334
peromyscus_maniculatus_bairdii ENSPEMG00000026058
microtus_ochrogaster ENSMOCG00000009368
cricetulus_griseus_crigri-picr ENSCGRG00015005210
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024497
cricetulus_griseus_crigri_1.0 ENSCGRG00000005838
mesocricetus_auratus ENSMAUG00000013678
nannospalax_galili ENSNGAG00000013116
jaculus_jaculus ENSJJAG00000017855
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019274
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013815
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006195
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005104
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005308
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017281
fukomys_damarensis ENSFDAG00000008917
chinchilla_lanigera ENSCLAG00000015118
octodon_degus ENSODEG00000002045
urocitellus_parryii ENSUPAG00010020828
marmota_marmota_marmota ENSMMMG00000006765
spermophilus_dauricus ENSSDAG00000006901
ictidomys_tridecemlineatus ENSSTOG00000027478
ursus_maritimus ENSUMAG00000023793
ursus_americanus ENSUAMG00000020487
ailuropoda_melanoleuca ENSAMEG00000000648
mustela_putorius_furo ENSMPUG00000000766
neovison_vison ENSNVIG00000015079
canis_lupus_dingo ENSCAFG00020004021
canis_lupus_familiaris ENSCAFG00000000210
vulpes_vulpes ENSVVUG00000019633
panthera_pardus ENSPPRG00000007481
panthera_tigris_altaica ENSPTIG00000013633
felis_catus ENSFCAG00000028594
myotis_lucifugus ENSMLUG00000024046
bos_taurus ENSBTAG00000008699
bos_mutus ENSBMUG00000014542
bison_bison_bison ENSBBBG00000020944
ovis_aries ENSOARG00000016378
capra_hircus ENSCHIG00000015254
tursiops_truncatus ENSTTRG00000003291
sus_scrofa ENSSSCG00000014217
vicugna_pacos ENSVPAG00000006985
equus_caballus ENSECAG00000014199
equus_asinus_asinus ENSEASG00005015099
loxodonta_africana ENSLAFG00000005712
procavia_capensis ENSPCAG00000003878
echinops_telfairi ENSETEG00000019514
dasypus_novemcinctus ENSDNOG00000049374
choloepus_hoffmanni ENSCHOG00000010457
phascolarctos_cinereus ENSPCIG00000004290
notamacropus_eugenii ENSMEUG00000000733
sarcophilus_harrisii ENSSHAG00000010808
monodelphis_domestica ENSMODG00000015719
dromaius_novaehollandiae ENSDNVG00000014159
nothoprocta_perdicaria ENSNPEG00000009233
apteryx_owenii ENSAOWG00000014063
apteryx_haastii ENSAHAG00000007607
apteryx_rowi ENSARWG00000017138
calidris_pygmaea ENSCPGG00000015500
calidris_pugnax ENSCPUG00000003248
melopsittacus_undulatus ENSMUNG00000005580
lonchura_striata_domestica ENSLSDG00000009555
taeniopygia_guttata ENSTGUG00000001335
serinus_canaria ENSSCAG00000005057
zonotrichia_albicollis ENSZALG00000013145
ficedula_albicollis ENSFALG00000002587
parus_major ENSPMJG00000005696
cyanistes_caeruleus ENSCCEG00000011691
lepidothrix_coronata ENSLCOG00000005508
manacus_vitellinus ENSMVIG00005019714
gallus_gallus ENSGALG00000008204
coturnix_japonica ENSCJPG00005006038
numida_meleagris ENSNMEG00000014351
anser_brachyrhynchus ENSABRG00000003786
anas_platyrhynchos_platyrhynchos ENSAPLG00000012870
serinus_canaria ENSSCAG00000004297
crocodylus_porosus ENSCPRG00005015542
chelonoidis_abingdonii ENSCABG00000015583
gopherus_agassizii ENSGAGG00000001117
chrysemys_picta_bellii ENSCPBG00000001666
pelodiscus_sinensis ENSPSIG00000016984
pogona_vitticeps ENSPVIG00000010970
anolis_carolinensis ENSACAG00000008023
notechis_scutatus ENSNSUG00000013249
salvator_merianae ENSSMRG00000002883
sphenodon_punctatus ENSSPUG00000017578
oryctolagus_cuniculus ENSOCUG00000014323
xenopus_tropicalis ENSXETG00000018747
latimeria_chalumnae ENSLACG00000012600
hippocampus_comes ENSHCOG00000010742
petromyzon_marinus ENSPMAG00000010260
