ursus_maritimus ENSUMAG00000009088
seriola_lalandi_dorsalis ENSSLDG00000016415
seriola_dumerili ENSSDUG00000016495
astatotilapia_calliptera ENSACLG00000021736
maylandia_zebra ENSMZEG00005027418
pundamilia_nyererei ENSPNYG00000002357
haplochromis_burtoni ENSHBUG00000015329
neolamprologus_brichardi ENSNBRG00000014593
oreochromis_niloticus ENSONIG00000000756
amphilophus_citrinellus ENSACIG00000007850
takifugu_rubripes ENSTRUG00000024648
tetraodon_nigroviridis ENSTNIG00000017016
mola_mola ENSMMOG00000008000
hippocampus_comes ENSHCOG00000017039
gadus_morhua ENSGMOG00000018992
paramormyrops_kingsleyae ENSPKIG00000002650
scleropages_formosus ENSSFOG00015009690
seriola_dumerili ENSSDUG00000015037
seriola_lalandi_dorsalis ENSSLDG00000021255
lepisosteus_oculatus ENSLOCG00000008452
eptatretus_burgeri ENSEBUG00000006435
eptatretus_burgeri ENSEBUG00000006114
eptatretus_burgeri ENSEBUG00000015592
petromyzon_marinus ENSPMAG00000006515
drosophila_melanogaster FBgn0037878
