tursiops_truncatus ENSTTRG00000010635
bison_bison_bison ENSBBBG00000017017
erinaceus_europaeus ENSEEUG00000000951
dipodomys_ordii ENSDORG00000016397
dasypus_novemcinctus ENSDNOG00000005131
ochotona_princeps ENSOPRG00000008988
prolemur_simus ENSPSMG00000010992
oryctolagus_cuniculus ENSOCUG00000014024
canis_lupus_familiaris ENSCAFG00000009679
canis_lupus_dingo ENSCAFG00020024431
vulpes_vulpes ENSVVUG00000020105
panthera_tigris_altaica ENSPTIG00000005477
notamacropus_eugenii ENSMEUG00000002147
phascolarctos_cinereus ENSPCIG00000001711
sarcophilus_harrisii ENSSHAG00000006971
monodelphis_domestica ENSMODG00000021006
ornithorhynchus_anatinus ENSOANG00000009769
latimeria_chalumnae ENSLACG00000011296
xenopus_tropicalis ENSXETG00000013019
calidris_pygmaea ENSCPGG00000012567
calidris_pugnax ENSCPUG00000012459
melopsittacus_undulatus ENSMUNG00000008438
anas_platyrhynchos_platyrhynchos ENSAPLG00000011573
anser_brachyrhynchus ENSABRG00000007223
coturnix_japonica ENSCJPG00005007818
gallus_gallus ENSGALG00000016043
numida_meleagris ENSNMEG00000012785
lonchura_striata_domestica ENSLSDG00000008213
taeniopygia_guttata ENSTGUG00000004853
serinus_canaria ENSSCAG00000010639
cyanistes_caeruleus ENSCCEG00000017190
parus_major ENSPMJG00000009452
zonotrichia_albicollis ENSZALG00000004217
junco_hyemalis ENSJHYG00000002372
lepidothrix_coronata ENSLCOG00000002864
manacus_vitellinus ENSMVIG00005015336
apteryx_owenii ENSAOWG00000018170
apteryx_haastii ENSAHAG00000009367
apteryx_rowi ENSARWG00000013111
dromaius_novaehollandiae ENSDNVG00000009821
nothoprocta_perdicaria ENSNPEG00000013141
crocodylus_porosus ENSCPRG00005015707
gopherus_agassizii ENSGAGG00000007713
chelonoidis_abingdonii ENSCABG00000005408
chrysemys_picta_bellii ENSCPBG00000005191
pelodiscus_sinensis ENSPSIG00000001979
anolis_carolinensis ENSACAG00000012761
pogona_vitticeps ENSPVIG00000023754
notechis_scutatus ENSNSUG00000017790
salvator_merianae ENSSMRG00000023006
paramormyrops_kingsleyae ENSPKIG00000021295
scleropages_formosus ENSSFOG00015023143
paramormyrops_kingsleyae ENSPKIG00000011929
scleropages_formosus ENSSFOG00015004073
poecilia_formosa ENSPFOG00000006712
poecilia_mexicana ENSPMEG00000014379
poecilia_latipinna ENSPLAG00000012213
poecilia_reticulata ENSPREG00000013088
gambusia_affinis ENSGAFG00000011058
xiphophorus_couchianus ENSXCOG00000000702
xiphophorus_maculatus ENSXMAG00000024329
cyprinodon_variegatus ENSCVAG00000016158
fundulus_heteroclitus ENSFHEG00000009598
oryzias_latipes_asm223467v1 ENSORLG00000027964
oryzias_latipes_asm223469v1 ENSORLG00015004761
oryzias_latipes_asm223471v1 ENSORLG00020003448
oryzias_melastigma ENSOMEG00000023116
cynoglossus_semilaevis ENSCSEG00000013181
gasterosteus_aculeatus ENSGACG00000006803
haplochromis_burtoni ENSHBUG00000002799
pundamilia_nyererei ENSPNYG00000016186
astatotilapia_calliptera ENSACLG00000020282
maylandia_zebra ENSMZEG00005010785
neolamprologus_brichardi ENSNBRG00000004421
oreochromis_niloticus ENSONIG00000004331
amphilophus_citrinellus ENSACIG00000001020
labrus_bergylta ENSLBEG00000027863
anabas_testudineus ENSATEG00000001572
amphiprion_ocellaris ENSAOCG00000008227
amphiprion_percula ENSAPEG00000012754
acanthochromis_polyacanthus ENSAPOG00000016973
stegastes_partitus ENSSPAG00000013960
kryptolebias_marmoratus ENSKMAG00000000905
mola_mola ENSMMOG00000005759
hippocampus_comes ENSHCOG00000019782
seriola_dumerili ENSSDUG00000013404
seriola_lalandi_dorsalis ENSSLDG00000023778
scophthalmus_maximus ENSSMAG00000007525
monopterus_albus ENSMALG00000004175
mastacembelus_armatus ENSMAMG00000018031
periophthalmus_magnuspinnatus ENSPMGG00000014538
gadus_morhua ENSGMOG00000007024
esox_lucius ENSELUG00000007635
pygocentrus_nattereri ENSPNAG00000026313
astyanax_mexicanus ENSAMXG00000026319
ictalurus_punctatus ENSIPUG00000019489
lepisosteus_oculatus ENSLOCG00000017416
