tursiops_truncatus ENSTTRG00000016441
salvator_merianae ENSSMRG00000020024
sphenodon_punctatus ENSSPUG00000004823
xenopus_tropicalis ENSXETG00000016727
latimeria_chalumnae ENSLACG00000005012
scleropages_formosus ENSSFOG00015017005
paramormyrops_kingsleyae ENSPKIG00000009541
astyanax_mexicanus ENSAMXG00000033295
astyanax_mexicanus ENSAMXG00000029595
ictalurus_punctatus ENSIPUG00000004241
danio_rerio ENSDARG00000026281
astatotilapia_calliptera ENSACLG00000012981
maylandia_zebra ENSMZEG00005011059
pundamilia_nyererei ENSPNYG00000018120
haplochromis_burtoni ENSHBUG00000004361
neolamprologus_brichardi ENSNBRG00000022283
amphilophus_citrinellus ENSACIG00000000669
gasterosteus_aculeatus ENSGACG00000008548
cynoglossus_semilaevis ENSCSEG00000012609
labrus_bergylta ENSLBEG00000015908
mola_mola ENSMMOG00000002511
scophthalmus_maximus ENSSMAG00000011749
seriola_dumerili ENSSDUG00000003216
seriola_lalandi_dorsalis ENSSLDG00000021614
takifugu_rubripes ENSTRUG00000020666
mastacembelus_armatus ENSMAMG00000008713
monopterus_albus ENSMALG00000002855
anabas_testudineus ENSATEG00000014820
amphiprion_ocellaris ENSAOCG00000022060
amphiprion_percula ENSAPEG00000005661
acanthochromis_polyacanthus ENSAPOG00000006768
stegastes_partitus ENSSPAG00000012096
hippocampus_comes ENSHCOG00000017993
poecilia_formosa ENSPFOG00000018405
poecilia_mexicana ENSPMEG00000020196
poecilia_latipinna ENSPLAG00000001360
poecilia_reticulata ENSPREG00000017318
xiphophorus_maculatus ENSXMAG00000018816
gambusia_affinis ENSGAFG00000020601
fundulus_heteroclitus ENSFHEG00000022563
cyprinodon_variegatus ENSCVAG00000022944
kryptolebias_marmoratus ENSKMAG00000010600
oryzias_latipes_asm223467v1 ENSORLG00000028918
oryzias_latipes_asm223471v1 ENSORLG00020009632
oryzias_latipes_asm223469v1 ENSORLG00015000229
oryzias_melastigma ENSOMEG00000015141
tetraodon_nigroviridis ENSTNIG00000012844
periophthalmus_magnuspinnatus ENSPMGG00000004322
gadus_morhua ENSGMOG00000002802
esox_lucius ENSELUG00000010828
lepisosteus_oculatus ENSLOCG00000007969
