oryzias_latipes_asm223469v1 ENSORLG00015004885
marmota_marmota_marmota ENSMMMG00000024497
spermophilus_dauricus ENSSDAG00000019092
prolemur_simus ENSPSMG00000003505
callithrix_jacchus ENSCJAG00000045019
tupaia_belangeri ENSTBEG00000010822
oryctolagus_cuniculus ENSOCUG00000003456
ochotona_princeps ENSOPRG00000000850
procavia_capensis ENSPCAG00000014127
echinops_telfairi ENSETEG00000001826
ornithorhynchus_anatinus ENSOANG00000015332
gallus_gallus ENSGALG00000003298
coturnix_japonica ENSCJPG00005019917
meleagris_gallopavo ENSMGAG00000003185
numida_meleagris ENSNMEG00000014574
anser_brachyrhynchus ENSABRG00000008757
anas_platyrhynchos_platyrhynchos ENSAPLG00000015032
lepidothrix_coronata ENSLCOG00000010333
manacus_vitellinus ENSMVIG00005002610
taeniopygia_guttata ENSTGUG00000013991
taeniopygia_guttata ENSTGUG00000005302
lonchura_striata_domestica ENSLSDG00000005409
serinus_canaria ENSSCAG00000009761
junco_hyemalis ENSJHYG00000011523
zonotrichia_albicollis ENSZALG00000014707
ficedula_albicollis ENSFALG00000009300
parus_major ENSPMJG00000002723
cyanistes_caeruleus ENSCCEG00000023510
melopsittacus_undulatus ENSMUNG00000015511
calidris_pygmaea ENSCPGG00000002509
calidris_pugnax ENSCPUG00000007641
apteryx_haastii ENSAHAG00000010905
apteryx_rowi ENSARWG00000003095
apteryx_owenii ENSAOWG00000015505
dromaius_novaehollandiae ENSDNVG00000015863
nothoprocta_perdicaria ENSNPEG00000012023
crocodylus_porosus ENSCPRG00005017774
gopherus_agassizii ENSGAGG00000014403
chelonoidis_abingdonii ENSCABG00000007682
chrysemys_picta_bellii ENSCPBG00000025960
pelodiscus_sinensis ENSPSIG00000012901
anolis_carolinensis ENSACAG00000015296
pogona_vitticeps ENSPVIG00000015480
notechis_scutatus ENSNSUG00000011627
salvator_merianae ENSSMRG00000018536
sphenodon_punctatus ENSSPUG00000012798
xenopus_tropicalis ENSXETG00000005825
latimeria_chalumnae ENSLACG00000017050
petromyzon_marinus ENSPMAG00000007486
eptatretus_burgeri ENSEBUG00000007071
ciona_intestinalis ENSCING00000009622
ciona_savignyi ENSCSAVG00000003375
piliocolobus_tephrosceles ENSPTEG00000014019
piliocolobus_tephrosceles ENSPTEG00000014060
piliocolobus_tephrosceles ENSPTEG00000038664
drosophila_melanogaster FBgn0037561
caenorhabditis_elegans_strain_n2 WBGene00013983
marmota_marmota_marmota ENSMMMG00000010240
saccharomyces_cerevisiae_strain_s288c YFL002C
