ursus_maritimus ENSUMAG00000016195
callithrix_jacchus ENSCJAG00000044632
dasypus_novemcinctus ENSDNOG00000024757
choloepus_hoffmanni ENSCHOG00000003984
loxodonta_africana ENSLAFG00000020654
procavia_capensis ENSPCAG00000002214
cavia_porcellus ENSCPOG00000009161
cavia_porcellus ENSCPOG00000015679
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007928
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016563
spermophilus_dauricus ENSSDAG00000018845
urocitellus_parryii ENSUPAG00010005702
marmota_marmota_marmota ENSMMMG00000020842
spermophilus_dauricus ENSSDAG00000018871
urocitellus_parryii ENSUPAG00010005624
marmota_marmota_marmota ENSMMMG00000020909
spermophilus_dauricus ENSSDAG00000018784
microtus_ochrogaster ENSMOCG00000021176
peromyscus_maniculatus_bairdii ENSPEMG00000026226
cricetulus_griseus_crigri_1.0 ENSCGRG00000018170
cricetulus_griseus_crigri-picr ENSCGRG00015015785
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022373
mesocricetus_auratus ENSMAUG00000015846
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014828
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014025
mus_spicilegus ENSMSIG00000017037
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037529
rattus_norvegicus ENSRNOG00000014001
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027269
nannospalax_galili ENSNGAG00000017075
meriones_unguiculatus ENSMUGG00000011393
ictidomys_tridecemlineatus ENSSTOG00000024486
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013621
cricetulus_griseus_crigri-picr ENSCGRG00015015802
cricetulus_griseus_crigri_1.0 ENSCGRG00000017778
peromyscus_maniculatus_bairdii ENSPEMG00000020077
microtus_ochrogaster ENSMOCG00000002974
mus_spicilegus ENSMSIG00000031193
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026125
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014023
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014830
rattus_norvegicus ENSRNOG00000023858
meriones_unguiculatus ENSMUGG00000007461
nannospalax_galili ENSNGAG00000020089
castor_canadensis ENSCCNG00000023959
ochotona_princeps ENSOPRG00000008978
ochotona_princeps ENSOPRG00000009246
oryctolagus_cuniculus ENSOCUG00000008295
oryctolagus_cuniculus ENSOCUG00000006394
ochotona_princeps ENSOPRG00000000191
tupaia_belangeri ENSTBEG00000002387
colobus_angolensis_palliatus ENSCANG00000042411
piliocolobus_tephrosceles ENSPTEG00000001528
rhinopithecus_bieti ENSRBIG00000037993
macaca_nemestrina ENSMNEG00000032101
macaca_fascicularis ENSMFAG00000035224
macaca_mulatta ENSMMUG00000021623
pan_paniscus ENSPPAG00000027795
pan_troglodytes ENSPTRG00000012456
nomascus_leucogenys ENSNLEG00000015978
cercocebus_atys ENSCATG00000038672
papio_anubis ENSPANG00000033524
mandrillus_leucophaeus ENSMLEG00000035809
rhinopithecus_roxellana ENSRROG00000042814
cebus_capucinus_imitator ENSCCAG00000022990
saimiri_boliviensis_boliviensis ENSSBOG00000029770
aotus_nancymaae ENSANAG00000024871
gorilla_gorilla ENSGGOG00000014452
chlorocebus_sabaeus ENSCSAG00000017716
propithecus_coquereli ENSPCOG00000012843
microcebus_murinus ENSMICG00000042668
dasypus_novemcinctus ENSDNOG00000041673
procavia_capensis ENSPCAG00000011370
loxodonta_africana ENSLAFG00000031058
phascolarctos_cinereus ENSPCIG00000001298
phascolarctos_cinereus ENSPCIG00000001277
sarcophilus_harrisii ENSSHAG00000010389
