lepidothrix_coronata ENSLCOG00000001785
tupaia_belangeri ENSTBEG00000015850
castor_canadensis ENSCCNG00000015736
dipodomys_ordii ENSDORG00000002087
marmota_marmota_marmota ENSMMMG00000024581
urocitellus_parryii ENSUPAG00010004124
ictidomys_tridecemlineatus ENSSTOG00000033904
spermophilus_dauricus ENSSDAG00000001647
mus_spicilegus ENSMSIG00000023567
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023949
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022556
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021644
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020636
rattus_norvegicus ENSRNOG00000019961
meriones_unguiculatus ENSMUGG00000000581
cricetulus_griseus_crigri-picr ENSCGRG00015005021
cricetulus_griseus_crigri_1.0 ENSCGRG00000016039
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023961
mesocricetus_auratus ENSMAUG00000007852
microtus_ochrogaster ENSMOCG00000015670
peromyscus_maniculatus_bairdii ENSPEMG00000016228
nannospalax_galili ENSNGAG00000017387
jaculus_jaculus ENSJJAG00000019641
chinchilla_lanigera ENSCLAG00000013096
octodon_degus ENSODEG00000015122
cavia_aperea ENSCAPG00000007253
cavia_porcellus ENSCPOG00000003889
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012364
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012480
fukomys_damarensis ENSFDAG00000011223
oryctolagus_cuniculus ENSOCUG00000017899
ochotona_princeps ENSOPRG00000007679
ursus_americanus ENSUAMG00000016671
ailuropoda_melanoleuca ENSAMEG00000011776
mustela_putorius_furo ENSMPUG00000012568
neovison_vison ENSNVIG00000009393
canis_lupus_dingo ENSCAFG00020012228
canis_lupus_familiaris ENSCAFG00000001987
vulpes_vulpes ENSVVUG00000029227
panthera_pardus ENSPPRG00000018087
panthera_tigris_altaica ENSPTIG00000011851
felis_catus ENSFCAG00000009772
tursiops_truncatus ENSTTRG00000006936
sus_scrofa ENSSSCG00000001705
capra_hircus ENSCHIG00000011244
ovis_aries ENSOARG00000009601
bos_taurus ENSBTAG00000050049
bos_mutus ENSBMUG00000011580
bison_bison_bison ENSBBBG00000005019
equus_asinus_asinus ENSEASG00005003726
equus_caballus ENSECAG00000022928
myotis_lucifugus ENSMLUG00000005273
pteropus_vampyrus ENSPVAG00000016838
sorex_araneus ENSSARG00000013715
dasypus_novemcinctus ENSDNOG00000019297
erinaceus_europaeus ENSEEUG00000009771
notamacropus_eugenii ENSMEUG00000014009
phascolarctos_cinereus ENSPCIG00000024050
monodelphis_domestica ENSMODG00000023532
sarcophilus_harrisii ENSSHAG00000017492
ornithorhynchus_anatinus ENSOANG00000009454
xenopus_tropicalis ENSXETG00000010891
latimeria_chalumnae ENSLACG00000004331
tetraodon_nigroviridis ENSTNIG00000016394
takifugu_rubripes ENSTRUG00000005784
mola_mola ENSMMOG00000000155
cynoglossus_semilaevis ENSCSEG00000001107
fundulus_heteroclitus ENSFHEG00000023120
cyprinodon_variegatus ENSCVAG00000003543
xiphophorus_couchianus ENSXCOG00000002248
xiphophorus_maculatus ENSXMAG00000017355
gambusia_affinis ENSGAFG00000000965
poecilia_formosa ENSPFOG00000018861
poecilia_mexicana ENSPMEG00000018974
poecilia_latipinna ENSPLAG00000020314
poecilia_reticulata ENSPREG00000008367
kryptolebias_marmoratus ENSKMAG00000018521
oryzias_latipes_asm223469v1 ENSORLG00015011102
oryzias_latipes_asm223471v1 ENSORLG00020016177
oryzias_latipes_asm223467v1 ENSORLG00000011934
oryzias_melastigma ENSOMEG00000023249
monopterus_albus ENSMALG00000020332
mastacembelus_armatus ENSMAMG00000004743
anabas_testudineus ENSATEG00000017200
seriola_dumerili ENSSDUG00000003743
seriola_lalandi_dorsalis ENSSLDG00000024649
scophthalmus_maximus ENSSMAG00000019219
cynoglossus_semilaevis ENSCSEG00000020760
labrus_bergylta ENSLBEG00000010384
gasterosteus_aculeatus ENSGACG00000013498
amphiprion_percula ENSAPEG00000009901
amphiprion_ocellaris ENSAOCG00000019131
acanthochromis_polyacanthus ENSAPOG00000015125
stegastes_partitus ENSSPAG00000016352
neolamprologus_brichardi ENSNBRG00000022091
oreochromis_niloticus ENSONIG00000005947
maylandia_zebra ENSMZEG00005001360
astatotilapia_calliptera ENSACLG00000024187
pundamilia_nyererei ENSPNYG00000023274
haplochromis_burtoni ENSHBUG00000018297
amphilophus_citrinellus ENSACIG00000014070
periophthalmus_magnuspinnatus ENSPMGG00000020839
hippocampus_comes ENSHCOG00000005269
gadus_morhua ENSGMOG00000013985
esox_lucius ENSELUG00000013188
pygocentrus_nattereri ENSPNAG00000002103
astyanax_mexicanus ENSAMXG00000024529
ictalurus_punctatus ENSIPUG00000021758
danio_rerio ENSDARG00000077387
scleropages_formosus ENSSFOG00015007792
paramormyrops_kingsleyae ENSPKIG00000002579
lepisosteus_oculatus ENSLOCG00000016401
eptatretus_burgeri ENSEBUG00000003832
drosophila_melanogaster FBgn0038531
