xiphophorus_couchianus ENSXCOG00000009548
ursus_maritimus ENSUMAG00000011693
ailuropoda_melanoleuca ENSAMEG00000004629
neovison_vison ENSNVIG00000016765
mustela_putorius_furo ENSMPUG00000014154
canis_lupus_dingo ENSCAFG00020011725
canis_lupus_familiaris ENSCAFG00000018800
vulpes_vulpes ENSVVUG00000017642
panthera_pardus ENSPPRG00000004863
panthera_tigris_altaica ENSPTIG00000010580
felis_catus ENSFCAG00000004024
sorex_araneus ENSSARG00000010765
ovis_aries ENSOARG00000004112
capra_hircus ENSCHIG00000018798
bos_mutus ENSBMUG00000008026
bos_taurus ENSBTAG00000038990
bison_bison_bison ENSBBBG00000004931
tursiops_truncatus ENSTTRG00000004105
sus_scrofa ENSSSCG00000032658
equus_caballus ENSECAG00000011568
myotis_lucifugus ENSMLUG00000013462
pteropus_vampyrus ENSPVAG00000002925
erinaceus_europaeus ENSEEUG00000015619
equus_asinus_asinus ENSEASG00005009867
saimiri_boliviensis_boliviensis ENSSBOG00000023500
cebus_capucinus_imitator ENSCCAG00000025060
callithrix_jacchus ENSCJAG00000013161
aotus_nancymaae ENSANAG00000036255
pan_troglodytes ENSPTRG00000008936
pan_paniscus ENSPPAG00000027932
homo_sapiens ENSG00000076604
gorilla_gorilla ENSGGOG00000016756
pongo_abelii ENSPPYG00000008111
nomascus_leucogenys ENSNLEG00000029561
rhinopithecus_roxellana ENSRROG00000029209
rhinopithecus_bieti ENSRBIG00000033159
colobus_angolensis_palliatus ENSCANG00000042676
piliocolobus_tephrosceles ENSPTEG00000031723
mandrillus_leucophaeus ENSMLEG00000038562
papio_anubis ENSPANG00000023415
macaca_mulatta ENSMMUG00000021407
macaca_nemestrina ENSMNEG00000038534
macaca_fascicularis ENSMFAG00000036809
theropithecus_gelada ENSTGEG00000006174
chlorocebus_sabaeus ENSCSAG00000007116
cercocebus_atys ENSCATG00000045175
carlito_syrichta ENSTSYG00000036982
microcebus_murinus ENSMICG00000005338
propithecus_coquereli ENSPCOG00000004124
prolemur_simus ENSPSMG00000024933
otolemur_garnettii ENSOGAG00000012111
theropithecus_gelada ENSTGEG00000027876
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007589
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019292
fukomys_damarensis ENSFDAG00000015295
chinchilla_lanigera ENSCLAG00000009205
octodon_degus ENSODEG00000011454
cavia_porcellus ENSCPOG00000025062
cavia_aperea ENSCAPG00000002321
ictidomys_tridecemlineatus ENSSTOG00000005085
urocitellus_parryii ENSUPAG00010022209
spermophilus_dauricus ENSSDAG00000009812
ictidomys_tridecemlineatus ENSSTOG00000032790
marmota_marmota_marmota ENSMMMG00000011849
dipodomys_ordii ENSDORG00000000984
dipodomys_ordii ENSDORG00000028385
castor_canadensis ENSCCNG00000002227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014759
cricetulus_griseus_crigri_1.0 ENSCGRG00000006750
cricetulus_griseus_crigri-picr ENSCGRG00015015931
mesocricetus_auratus ENSMAUG00000010149
microtus_ochrogaster ENSMOCG00000022716
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000017386
mus_spicilegus ENSMSIG00000010813
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017633
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016790
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017927
rattus_norvegicus ENSRNOG00000013169
meriones_unguiculatus ENSMUGG00000023549
peromyscus_maniculatus_bairdii ENSPEMG00000004328
nannospalax_galili ENSNGAG00000000917
jaculus_jaculus ENSJJAG00000021651
oryctolagus_cuniculus ENSOCUG00000000859
ochotona_princeps ENSOPRG00000014458
loxodonta_africana ENSLAFG00000013400
procavia_capensis ENSPCAG00000017021
echinops_telfairi ENSETEG00000010610
dasypus_novemcinctus ENSDNOG00000024159
choloepus_hoffmanni ENSCHOG00000012976
ornithorhynchus_anatinus ENSOANG00000030096
ornithorhynchus_anatinus ENSOANG00000012277
xenopus_tropicalis ENSXETG00000027014
latimeria_chalumnae ENSLACG00000009636
scleropages_formosus ENSSFOG00015005116
paramormyrops_kingsleyae ENSPKIG00000013217
astyanax_mexicanus ENSAMXG00000037790
pygocentrus_nattereri ENSPNAG00000006127
ictalurus_punctatus ENSIPUG00000008591
danio_rerio ENSDARG00000038964
ciona_savignyi ENSCSAVG00000005303
ciona_intestinalis ENSCING00000004316
drosophila_melanogaster FBgn0026319
