sphenodon_punctatus ENSSPUG00000007953
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027570
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024152
rattus_norvegicus ENSRNOG00000059456
meriones_unguiculatus ENSMUGG00000015520
cricetulus_griseus_crigri-picr ENSCGRG00015022714
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023951
cricetulus_griseus_crigri_1.0 ENSCGRG00000010417
mesocricetus_auratus ENSMAUG00000013030
microtus_ochrogaster ENSMOCG00000022564
peromyscus_maniculatus_bairdii ENSPEMG00000010368
nannospalax_galili ENSNGAG00000019871
ictidomys_tridecemlineatus ENSSTOG00000001094
urocitellus_parryii ENSUPAG00010007032
marmota_marmota_marmota ENSMMMG00000018097
pan_troglodytes ENSPTRG00000014187
pan_paniscus ENSPPAG00000028956
homo_sapiens ENSG00000100077
pongo_abelii ENSPPYG00000011659
theropithecus_gelada ENSTGEG00000027382
papio_anubis ENSPANG00000011721
cercocebus_atys ENSCATG00000036335
macaca_nemestrina ENSMNEG00000029806
macaca_mulatta ENSMMUG00000023790
chlorocebus_sabaeus ENSCSAG00000010177
rhinopithecus_bieti ENSRBIG00000040159
rhinopithecus_roxellana ENSRROG00000031069
piliocolobus_tephrosceles ENSPTEG00000036569
colobus_angolensis_palliatus ENSCANG00000035404
gorilla_gorilla ENSGGOG00000004757
macaca_fascicularis ENSMFAG00000042105
mandrillus_leucophaeus ENSMLEG00000035729
nomascus_leucogenys ENSNLEG00000007720
cebus_capucinus_imitator ENSCCAG00000034123
saimiri_boliviensis_boliviensis ENSSBOG00000035399
callithrix_jacchus ENSCJAG00000009283
aotus_nancymaae ENSANAG00000037553
cavia_porcellus ENSCPOG00000009793
cavia_aperea ENSCAPG00000005828
octodon_degus ENSODEG00000016797
chinchilla_lanigera ENSCLAG00000016492
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015175
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013289
fukomys_damarensis ENSFDAG00000015699
tupaia_belangeri ENSTBEG00000016905
oryctolagus_cuniculus ENSOCUG00000006729
ochotona_princeps ENSOPRG00000014637
jaculus_jaculus ENSJJAG00000017760
dipodomys_ordii ENSDORG00000000748
loxodonta_africana ENSLAFG00000014476
echinops_telfairi ENSETEG00000005436
castor_canadensis ENSCCNG00000002809
choloepus_hoffmanni ENSCHOG00000007144
dasypus_novemcinctus ENSDNOG00000017638
notamacropus_eugenii ENSMEUG00000007944
phascolarctos_cinereus ENSPCIG00000009941
sarcophilus_harrisii ENSSHAG00000008279
monodelphis_domestica ENSMODG00000010516
ornithorhynchus_anatinus ENSOANG00000032090
ornithorhynchus_anatinus ENSOANG00000021691
ornithorhynchus_anatinus ENSOANG00000031456
eptatretus_burgeri ENSEBUG00000004282
anolis_carolinensis ENSACAG00000011236
eptatretus_burgeri ENSEBUG00000006695
