xenopus_tropicalis ENSXETG00000003631
canis_lupus_familiaris ENSCAFG00000015750
canis_lupus_dingo ENSCAFG00020014638
vulpes_vulpes ENSVVUG00000018404
pteropus_vampyrus ENSPVAG00000004762
myotis_lucifugus ENSMLUG00000000416
equus_asinus_asinus ENSEASG00005017292
equus_caballus ENSECAG00000013807
chelonoidis_abingdonii ENSCABG00000021524
gopherus_agassizii ENSGAGG00000000879
chrysemys_picta_bellii ENSCPBG00000027300
pelodiscus_sinensis ENSPSIG00000018055
crocodylus_porosus ENSCPRG00005017394
sphenodon_punctatus ENSSPUG00000013051
pogona_vitticeps ENSPVIG00000011905
anolis_carolinensis ENSACAG00000000037
notechis_scutatus ENSNSUG00000015107
salvator_merianae ENSSMRG00000000412
meleagris_gallopavo ENSMGAG00000013376
coturnix_japonica ENSCJPG00005020204
gallus_gallus ENSGALG00000012975
numida_meleagris ENSNMEG00000002094
anser_brachyrhynchus ENSABRG00000017105
anas_platyrhynchos_platyrhynchos ENSAPLG00000015024
manacus_vitellinus ENSMVIG00005016169
lepidothrix_coronata ENSLCOG00000010419
lonchura_striata_domestica ENSLSDG00000017765
taeniopygia_guttata ENSTGUG00000012662
serinus_canaria ENSSCAG00000003179
zonotrichia_albicollis ENSZALG00000014751
junco_hyemalis ENSJHYG00000009204
ficedula_albicollis ENSFALG00000003830
cyanistes_caeruleus ENSCCEG00000011268
parus_major ENSPMJG00000000819
melopsittacus_undulatus ENSMUNG00000006746
calidris_pygmaea ENSCPGG00000009414
calidris_pugnax ENSCPUG00000019608
apteryx_rowi ENSARWG00000013347
apteryx_haastii ENSAHAG00000008766
apteryx_owenii ENSAOWG00000015307
dromaius_novaehollandiae ENSDNVG00000004278
nothoprocta_perdicaria ENSNPEG00000015700
pygocentrus_nattereri ENSPNAG00000005177
ictalurus_punctatus ENSIPUG00000008364
piliocolobus_tephrosceles ENSPTEG00000033026
theropithecus_gelada ENSTGEG00000012568
anas_platyrhynchos_platyrhynchos ENSAPLG00000030922
maylandia_zebra ENSMZEG00005020140
monopterus_albus ENSMALG00000013376
labrus_bergylta ENSLBEG00000018378
poecilia_mexicana ENSPMEG00000016741
xiphophorus_couchianus ENSXCOG00000013449
gambusia_affinis ENSGAFG00000008960
acanthochromis_polyacanthus ENSAPOG00000017499
maylandia_zebra ENSMZEG00005006505
pundamilia_nyererei ENSPNYG00000000366
amphilophus_citrinellus ENSACIG00000004347
seriola_lalandi_dorsalis ENSSLDG00000023348
seriola_dumerili ENSSDUG00000003377
stegastes_partitus ENSSPAG00000004653
mola_mola ENSMMOG00000001982
poecilia_formosa ENSPFOG00000024680
scleropages_formosus ENSSFOG00015019921
lepisosteus_oculatus ENSLOCG00000016866
salvator_merianae ENSSMRG00000000385
sphenodon_punctatus ENSSPUG00000013086
apteryx_haastii ENSAHAG00000008759
junco_hyemalis ENSJHYG00000009198
gopherus_agassizii ENSGAGG00000000872
sus_scrofa ENSSSCG00000040587
ursus_americanus ENSUAMG00000007736
astyanax_mexicanus ENSAMXG00000003755
pygocentrus_nattereri ENSPNAG00000008462
ictalurus_punctatus ENSIPUG00000008306
danio_rerio ENSDARG00000093091
gasterosteus_aculeatus ENSGACG00000013060
labrus_bergylta ENSLBEG00000019952
takifugu_rubripes ENSTRUG00000015173
tetraodon_nigroviridis ENSTNIG00000019218
mola_mola ENSMMOG00000008274
poecilia_mexicana ENSPMEG00000003639
poecilia_formosa ENSPFOG00000018979
gambusia_affinis ENSGAFG00000003565
xiphophorus_maculatus ENSXMAG00000003890
poecilia_reticulata ENSPREG00000005664
xiphophorus_couchianus ENSXCOG00000020309
cyprinodon_variegatus ENSCVAG00000004857
fundulus_heteroclitus ENSFHEG00000003986
kryptolebias_marmoratus ENSKMAG00000014557
oryzias_latipes_asm223469v1 ENSORLG00015016706
oryzias_latipes_asm223471v1 ENSORLG00020003233
oryzias_latipes_asm223467v1 ENSORLG00000008881
oryzias_melastigma ENSOMEG00000006565
haplochromis_burtoni ENSHBUG00000000485
astatotilapia_calliptera ENSACLG00000022970
maylandia_zebra ENSMZEG00005020145
neolamprologus_brichardi ENSNBRG00000021848
oreochromis_niloticus ENSONIG00000015064
amphilophus_citrinellus ENSACIG00000022824
amphiprion_ocellaris ENSAOCG00000008658
amphiprion_percula ENSAPEG00000014760
acanthochromis_polyacanthus ENSAPOG00000014510
stegastes_partitus ENSSPAG00000011550
scophthalmus_maximus ENSSMAG00000002634
cynoglossus_semilaevis ENSCSEG00000003939
seriola_lalandi_dorsalis ENSSLDG00000018370
seriola_dumerili ENSSDUG00000012824
mastacembelus_armatus ENSMAMG00000010526
monopterus_albus ENSMALG00000008753
anabas_testudineus ENSATEG00000003360
hippocampus_comes ENSHCOG00000016692
ovis_aries ENSOARG00000002529
gadus_morhua ENSGMOG00000002825
esox_lucius ENSELUG00000021137
ornithorhynchus_anatinus ENSOANG00000000416
petromyzon_marinus ENSPMAG00000001328
