erinaceus_europaeus ENSEEUG00000013633
oryzias_latipes_asm223469v1 ENSORLG00015005492
oryzias_melastigma ENSOMEG00000009780
astatotilapia_calliptera ENSACLG00000025834
pundamilia_nyererei ENSPNYG00000000365
maylandia_zebra ENSMZEG00005009551
oreochromis_niloticus ENSONIG00000019545
haplochromis_burtoni ENSHBUG00000012678
neolamprologus_brichardi ENSNBRG00000011279
amphilophus_citrinellus ENSACIG00000010936
amphiprion_percula ENSAPEG00000023335
amphiprion_ocellaris ENSAOCG00000012568
acanthochromis_polyacanthus ENSAPOG00000021990
stegastes_partitus ENSSPAG00000013733
periophthalmus_magnuspinnatus ENSPMGG00000005854
gadus_morhua ENSGMOG00000001925
esox_lucius ENSELUG00000015105
astyanax_mexicanus ENSAMXG00000011841
pygocentrus_nattereri ENSPNAG00000001721
ictalurus_punctatus ENSIPUG00000010333
danio_rerio ENSDARG00000034160
paramormyrops_kingsleyae ENSPKIG00000022736
scleropages_formosus ENSSFOG00015004571
lepisosteus_oculatus ENSLOCG00000017161
poecilia_reticulata ENSPREG00000005952
cyprinodon_variegatus ENSCVAG00000017689
oryzias_melastigma ENSOMEG00000019541
gasterosteus_aculeatus ENSGACG00000013718
cynoglossus_semilaevis ENSCSEG00000020310
danio_rerio ENSDARG00000087528
eptatretus_burgeri ENSEBUG00000005927
ciona_savignyi ENSCSAVG00000004694
ciona_intestinalis ENSCING00000003156
caenorhabditis_elegans_strain_n2 WBGene00014011
