geneTreeID,nbLeaves,NbSharedLeaves,AU_TreeBest,AU_Ensembl,AU_ReconstructEnsembl,AU_Isosel,TreeBestPassTest,EnsemblTreePassTest,ReconstructEnsemblTreePassTest,au_isosel_pass_test,TreeBestBetter,EnsemblBetter,ReconstructEnsemblBetter,REC_TreeBest,REC_Ensembl,REC_ReconstructEnsembl,RecIsosel,Treebest_REC_is_best,Ensembl_REC_is_best,Ensembl_REC_reconstruct_is_best,Isosel_REC_is_best
ENSGT00900000143393,17,-10.0,0.186,0.06,0.847,0.262,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00520000055567,3,66.67,0.499,0.499,0.499,0.499,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000001511,3,66.67,0.333,0.222,0.222,0.333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162164,9,100.0,0.514,0.486,0.514,0.514,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000068397,5,60.0,0.024,0.987,0.029,0.024,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000161331,3,100.0,0.511,0.508,0.511,0.511,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159007,6,100.0,0.209,0.805,0.209,0.209,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155347,7,42.86,0.989,0.001,1E-95,0.022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156265,4,50.0,0.402,0.404,0.598,0.402,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000171070,6,66.67,0.494,0.472,0.477,0.522,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000164045,5,0.0,0.348,0.781,0.342,0.348,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000190054,4,100.0,0.706,0.706,0.706,0.706,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154925,3,100.0,0.458,0.453,0.458,0.458,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158220,9,88.89,0.139,0.864,;0,000005;,0.139,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000175733,4,75.0,0.501,0.504,0.501,0.501,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00440000034259,3,100.0,0.488,0.49,0.488,0.488,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000158809,6,100.0,0.961,2E-63,0.961,0.961,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148595,6,100.0,0.482,0.557,0.482,0.482,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155294,16,0.0,0.523,0.09,2E-36,0.644,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147430,6,100.0,0.0,0.029,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177095,18,100.0,0.022,0.084,0.001,0.97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154633,3,66.67,0.696,0.304,0.696,0.696,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013322,25,100.0,0.687,0.399,0.011,0.011,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158387,17,88.24,;0,000007;,5E-71,2E-68,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000004456,9,88.89,0.959,0.035,0.959,0.035,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000172611,3,-10.0,0.482,0.451,0.482,0.482,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157685,4,75.0,0.238,0.505,0.238,0.238,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177259,7,100.0,0.564,0.018,0.538,0.564,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170176,5,100.0,0.57,0.454,0.57,0.57,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00490000043356,3,100.0,0.236,0.874,0.236,0.236,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159695,5,100.0,0.88,0.88,0.88,0.88,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000173382,3,100.0,0.465,0.465,0.465,0.465,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148590,5,100.0,0.0004,0.449,0.0004,0.0004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000162567,3,100.0,0.369,0.696,0.369,0.369,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000063632,4,50.0,0.501,0.47,0.516,0.501,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000170905,5,80.0,0.525,0.475,0.525,0.525,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161156,5,100.0,0.588,0.485,0.588,0.588,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177078,3,100.0,0.352,0.506,0.352,0.352,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177118,5,100.0,0.326,0.473,0.326,0.326,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000179368,3,100.0,0.747,0.203,0.747,0.747,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178591,4,75.0,;0,000001;,0.55,0.004,;0,000001;,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00900000143818,9,100.0,0.511,0.489,0.511,0.511,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178526,13,100.0,0.0001,0.508,0.504,0.0001,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000163213,12,100.0,0.511,0.489,0.511,0.511,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161638,6,83.33,0.51,0.714,0.51,0.51,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000001153,3,66.67,0.495,0.481,0.481,0.481,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157805,7,100.0,0.243,0.757,0.243,0.243,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159374,6,83.33,0.496,0.541,0.001,0.496,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000159363,4,50.0,0.354,0.493,0.354,0.354,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000148174,3,100.0,0.483,0.517,0.483,0.483,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000003680,5,100.0,0.64,0.607,0.64,0.64,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159800,11,63.64,0.487,0.513,0.0002,0.487,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000006303,6,33.33,0.99,0.99,0.99,0.99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157751,3,100.0,0.502,0.453,0.502,0.502,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165381,5,100.0,0.53,0.475,0.53,0.53,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158046,15,73.33,0.255,0.745,2E-46,0.255,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000177470,3,100.0,0.466,0.534,0.466,0.466,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000158467,3,100.0,0.002,0.046,0.002,0.002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00510000049510,10,100.0,0.079,0.117,0.917,0.079,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000155754,4,100.0,0.595,0.405,0.595,0.595,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000159362,4,50.0,0.516,0.467,;0,0000003;,0.516,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162882,12,83.33,0.504,0.502,0.0001,0.504,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000016644,4,75.0,0.901,;0,00002;,0.901,0.901,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148592,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160474,17,94.12,0.0,2E-42,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155651,4,100.0,0.0002,0.504,0.0002,0.0002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000006227,8,87.5,0.0001,0.153,0.0001,0.866,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161971,4,100.0,0.408,0.601,0.408,0.408,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000157964,4,0.0,0.923,0.077,0.923,0.923,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000005708,6,83.33,0.679,0.238,0.602,0.679,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00960000190642,3,100.0,0.512,0.512,0.512,0.512,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163356,3,100.0,0.938,0.938,0.938,0.938,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000015038,9,100.0,0.161,0.161,0.839,0.161,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00910000147087,10,100.0,0.295,0.705,0.295,0.295,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000155727,10,70.0,0.458,0.542,;0,000007;,0.458,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000148088,6,100.0,0.308,0.996,0.308,0.308,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000014105,3,66.67,0.545,0.545,0.545,0.545,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165652,9,100.0,0.214,0.786,0.214,0.214,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00730000111086,4,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162075,15,100.0,0.995,0.009,0.001,0.995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169686,3,66.67,0.502,0.113,0.502,0.502,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148642,3,100.0,0.19,0.81,0.19,0.19,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156549,8,100.0,0.308,0.564,0.587,0.587,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00860000135092,17,94.12,0.975,0.012,0.975,0.975,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000001810,4,75.0,0.996,0.996,0.996,0.996,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000065266,6,66.67,0.842,0.842,0.23,0.842,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157195,4,75.0,0.062,0.062,0.935,0.935,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147247,13,100.0,0.01,0.969,0.032,0.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000146651,4,100.0,0.56,0.494,0.56,0.56,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147528,7,100.0,0.127,0.881,0.368,0.127,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000176300,3,100.0,0.505,0.175,0.701,0.505,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000169173,6,100.0,0.564,0.453,0.564,0.564,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000000292,5,100.0,0.619,0.381,0.619,0.619,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157491,4,100.0,0.895,0.153,0.895,0.895,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000002204,3,100.0,0.503,0.503,0.503,0.503,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178375,3,100.0,0.72,0.511,0.422,0.72,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000160160,5,100.0,0.587,0.637,0.587,0.587,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00510000048991,3,33.33,0.975,0.024,0.975,0.975,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000166868,4,100.0,0.493,0.508,0.493,0.493,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169832,8,62.5,0.497,0.52,0.001,0.497,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00920000149145,14,85.71,0.679,0.539,0.203,0.679,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00530000065031,15,80.0,0.1,0.9,6E-14,0.1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000156022,3,100.0,0.395,0.662,0.395,0.395,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000014270,3,66.67,0.512,0.517,0.512,0.512,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000168285,3,66.67,0.494,0.364,0.575,0.494,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00900000142807,6,100.0,0.12,0.916,0.12,0.12,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000170207,3,66.67,0.481,0.481,0.466,0.481,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000017410,10,100.0,0.316,0.687,0.316,0.316,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00960000190976,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161807,13,46.15,0.833,0.438,;0,000002;,0.011,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155070,10,70.0,0.709,0.478,;0,00006;,0.157,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169631,8,100.0,;0,00006;,0.001,0.0001,3E-34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000178817,3,100.0,0.303,5E-57,0.303,0.303,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00730000112478,3,66.67,0.405,0.424,0.405,0.405,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000163116,7,57.14,0.02,0.987,0.02,0.02,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000007235,18,94.44,0.838,0.227,0.231,0.838,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000006370,7,85.71,0.446,0.447,0.558,0.446,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00930000152993,3,100.0,0.45,0.518,0.45,0.45,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000008796,11,81.82,0.547,0.454,;0,00002;,0.547,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148469,3,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170465,3,66.67,0.369,0.059,0.369,0.369,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000156489,7,57.14,0.024,0.377,0.027,0.74,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00950000183533,9,100.0,0.586,0.628,0.586,0.586,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000154634,7,85.71,0.012,0.992,0.012,0.012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00530000064411,3,100.0,0.707,0.422,0.707,0.707,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000177556,5,100.0,0.507,0.52,0.507,0.507,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00910000147352,6,100.0,0.787,0.59,0.787,0.787,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000161809,8,100.0,0.022,0.978,0.022,0.022,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000160763,4,100.0,0.433,0.531,0.433,0.433,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000164262,4,100.0,0.52,0.486,0.52,0.52,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000178658,3,100.0,0.518,0.518,0.518,0.518,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157071,5,80.0,0.668,0.404,0.004,0.668,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000166937,10,70.0,0.172,0.828,0.172,0.172,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00950000186428,4,100.0,0.495,0.471,0.512,0.495,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
ENSGT00940000160099,4,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000017668,4,100.0,0.509,0.479,0.509,0.509,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000148173,3,100.0,0.504,0.504,0.504,0.504,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158156,3,33.33,0.517,0.421,0.517,0.517,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154956,19,78.95,3E-23,1E-44,0.0001,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000165675,5,60.0,0.463,0.545,0.0001,0.445,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00390000006939,3,66.67,0.903,0.133,0.903,0.903,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000170385,3,100.0,0.475,0.496,0.475,0.475,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00950000183203,15,22.22,0.995,0.006,2E-10,0.008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSGT00940000154628,3,66.67,0.575,0.541,0.575,0.575,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000013249,4,25.0,0.537,0.535,0.537,0.537,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000168619,4,50.0,0.491,0.47,0.491,0.491,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155890,5,100.0,0.499,0.501,0.499,0.499,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00920000150635,4,75.0,0.671,0.589,0.671,0.671,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000001660,4,100.0,0.001,0.988,0.001,0.001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000169019,4,100.0,0.263,0.263,0.263,0.263,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000162525,4,100.0,0.137,0.011,0.137,0.137,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000155758,3,100.0,0.46,0.545,0.46,0.46,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00950000186005,3,100.0,0.584,0.386,0.584,0.584,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00690000103118,14,100.0,0.088,0.911,0.088,0.088,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000178784,3,100.0,0.578,0.148,0.578,0.578,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000169009,3,100.0,0.314,0.489,0.314,0.314,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000154635,5,80.0,0.182,0.823,0.182,0.182,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00730000111057,5,40.0,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00390000012174,3,33.33,0.346,0.582,0.53,0.346,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
ENSGT00730000112044,3,100.0,0.554,0.141,0.554,0.554,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000144335,11,100.0,0.01,0.99,0.01,0.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSGT00940000165132,4,100.0,0.454,0.454,0.454,0.454,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00910000147034,10,100.0,0.55,0.452,0.55,0.55,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000163331,3,100.0,0.602,0.602,0.602,0.602,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSGT00650000094838,3,100.0,0.481,0.447,0.481,0.481,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
