geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest  , AU_Ensembl , AU_ReconstructEnsembl , TreeBestPassTest   , EnsemblTreePassTest , ReconstructEnsemblTreePassTest , TreeBestBetter   , EnsemblBetter , ReconstructEnsemblBetter , REC_TreeBest  ,  REC_Ensembl , REC_ReconstructEnsembl  , Treebest_REC_is_best     , Ensembl_REC_is_best ,Ensembl_REC_reconstruct_is_best 
ENSGT00940000159129,8,87.5,"0,000007","0,00005",0.001,0,0,0,0,0,1,5,3,4,0,1,0
ENSGT00940000169756,3,66.67,0.481,0.476,0.49,1,1,1,0,0,1,2,2,2,0,0,0
ENSGT00390000003308,6,33.33,0.693,0.33,0.32,1,1,1,1,0,0,4,4,4,0,0,0
ENSGT00530000063787,10,100.0,0.181,0.183,0.181,1,1,1,0,1,0,8,8,8,0,0,0
ENSGT00940000155347,7,28.57,0.67,0.49,"0,000002",1,1,0,1,0,0,4,3,3,0,0,0
ENSGT00940000167924,8,100.0,0.494,0.495,0.494,1,1,1,0,1,0,0,0,2,0,0,0
ENSGT00720000108834,11,63.64,0.441,0.608,0.008,1,1,0,0,1,0,4,4,4,0,0,0
ENSGT00940000164532,14,71.43,1.0,2E-95,4E-49,1,0,0,1,0,0,10,10,10,0,0,0
ENSGT00690000103118,14,100.0,0.758,0.242,0.758,1,1,1,0,0,0,0,0,2,0,0,0
ENSGT00940000154956,19,78.95,0.305,1E-15,0.0003,1,0,0,1,0,0,15,16,16,1,0,0
ENSGT00940000163213,12,91.67,0.541,0.459,0.541,1,1,1,0,0,0,10,10,10,0,0,0
ENSGT00940000178277,4,100.0,0.481,0.506,0.481,1,1,1,0,1,0,2,2,2,0,0,0
ENSGT00390000003337,10,60.0,0.703,0.167,0.194,1,1,1,1,0,0,6,6,4,0,0,1
ENSGT00940000161450,15,40.0,0.792,0.225,0.792,1,1,1,0,0,0,1,1,3,0,0,0
ENSGT00940000167355,6,66.67,0.063,0.626,0.063,1,1,1,0,1,0,3,3,4,0,0,0
ENSGT00940000168688,7,100.0,0.126,0.879,0.126,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00940000160474,17,94.12,0.234,0.801,0.234,1,1,1,0,1,0,3,3,6,0,0,0
ENSGT00940000178375,3,100.0,0.711,0.462,0.534,1,1,1,1,0,0,2,2,2,0,0,0
ENSGT00940000178042,9,55.56,0.806,0.316,0.152,1,1,1,1,0,0,1,0,2,0,1,0
ENSGT00960000186606,7,57.14,0.176,0.873,0.028,1,1,0,0,1,0,0,1,1,1,0,0
ENSGT00940000163885,13,69.23,0.617,0.383,0.0003,1,1,0,1,0,0,11,10,10,0,0,0
ENSGT00940000166522,9,33.33,0.487,0.488,1E-69,1,1,0,0,1,0,1,2,2,1,0,0
ENSGT00940000177785,5,100.0,0.201,0.572,0.201,1,1,1,0,1,0,0,0,1,0,0,0
ENSGT00940000177296,3,100.0,0.507,0.727,0.507,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00940000177143,3,100.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2,2,0,0,0
ENSGT00910000146517,7,100.0,0.035,0.965,0.035,0,1,0,0,1,0,5,5,5,0,0,0
ENSGT00940000178325,6,100.0,0.651,0.507,0.651,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00940000167576,6,50.0,0.324,0.869,0.045,1,1,0,0,1,0,3,3,3,0,0,0
ENSGT00390000008931,10,80.0,0.543,0.651,0.544,1,1,1,0,1,0,8,8,8,0,0,0
ENSGT00390000016470,11,63.64,0.623,0.384,"0,00007",1,1,0,1,0,0,9,8,9,0,1,0
ENSGT00940000167593,8,100.0,0.0,0.0,0.0,0,0,0,0,0,0,5,1,0,0,0,1
ENSGT00940000167230,5,40.0,0.538,0.515,2E-65,1,1,0,1,0,0,3,2,2,0,0,0
ENSGT00940000178526,13,100.0,0.029,0.989,0.023,0,1,0,0,1,0,7,6,8,0,1,0
ENSGT00940000159656,7,85.71,0.955,0.089,0.955,1,1,1,0,0,0,4,4,5,0,0,0
ENSGT00940000155474,14,85.71,4E-15,0.994,"0,000001",0,1,0,0,1,0,2,3,4,1,0,0
ENSGT00940000178658,3,100.0,0.504,0.5,0.504,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00940000168285,3,100.0,0.484,0.505,0.484,1,1,1,0,1,0,1,1,0,0,0,1
ENSGT00640000091497,4,75.0,0.5,0.458,0.5,1,1,1,0,0,0,1,1,0,0,0,1
ENSGT00390000003246,4,75.0,0.498,0.474,0.498,1,1,1,0,0,0,1,1,0,0,0,1
ENSGT00940000163053,9,55.56,0.129,0.19,5E-10,1,1,0,0,1,0,5,5,4,0,0,1
ENSGT00390000012605,10,80.0,0.52,0.52,0.52,1,1,1,0,0,0,7,7,7,0,0,0
ENSGT00950000183132,25,96.0,0.176,0.003,0.842,1,0,1,0,0,1,7,5,9,0,1,0
,,,,,,93,84,69,24,38,8,395,394,414,10,6,19
,,,,,,"87,7358490566","79,2452830189","65,0943396226","22,641509434","35,8490566038","7,5471698113","372,641509434","371,6981132075","390,5660377358","9,4339622642","5,6603773585","17,9245283019"
