geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest  , AU_Ensembl , AU_ReconstructEnsembl , TreeBestPassTest   , EnsemblTreePassTest , ReconstructEnsemblTreePassTest , TreeBestBetter   , EnsemblBetter , ReconstructEnsemblBetter , REC_TreeBest  ,  REC_Ensembl , REC_ReconstructEnsembl  , Treebest_REC_is_best     , Ensembl_REC_is_best ,Ensembl_REC_reconstruct_is_best 
ENSGT00940000157805,7,100.0,0.524,0.538,0.524,1,1,1,0,1,0,5,5,5,0,0,0
ENSGT00390000007890,6,50.0,0.493,0.466,0.493,1,1,1,0,0,0,3,3,3,0,0,0
ENSGT00940000162075,15,-10.0,0.984,0.016,0.984,1,0,1,0,0,0,2,2,4,0,0,0
ENSGT00940000160970,4,100.0,0.506,0.425,0.506,1,1,1,0,0,0,1,1,1,0,0,0
ENSGT00940000174692,11,100.0,0.462,0.591,0.462,1,1,1,0,1,0,2,2,3,0,0,0
ENSGT00940000171677,5,0.0,0.496,0.494,0.0004,1,1,0,1,0,0,2,3,1,0,0,1
ENSGT00940000166658,16,54.55,0.112,0.888,3E-57,1,1,0,0,1,0,3,5,4,1,0,0
ENSGT00910000146899,10,50.0,1.0,"0,000006",7E-10,1,0,0,1,0,0,8,8,7,0,0,1
ENSGT00940000178224,4,-10.0,0.492,0.478,0.492,1,1,1,0,0,0,1,1,2,0,0,0
ENSGT00950000183312,11,-10.0,0.766,0.325,0.766,1,1,1,0,0,0,8,8,9,0,0,0
ENSGT00940000176078,13,-10.0,0.79,0.243,0.303,1,1,1,1,0,0,3,3,2,0,0,1
ENSGT00940000157459,19,60.0,0.919,0.081,0.919,1,1,1,0,0,0,16,16,16,0,0,0
ENSGT00390000010512,10,50.0,0.045,0.743,0.426,0,1,1,0,1,0,6,6,5,0,0,1
ENSGT00940000159129,8,0.0,1E-76,1E-58,1E-123,0,0,0,0,1,0,4,3,4,0,1,0
ENSGT00940000169756,3,100.0,0.469,0.451,0.496,1,1,1,0,0,1,2,2,2,0,0,0
ENSGT00390000003308,6,0.0,0.71,0.32,0.319,1,1,1,1,0,0,4,4,4,0,0,0
ENSGT00530000063787,10,50.0,0.405,0.408,0.405,1,1,1,0,1,0,8,8,8,0,0,0
ENSGT00940000155347,7,16.67,0.803,0.147,"0,00005",1,1,0,1,0,0,4,4,3,0,0,1
ENSGT00940000167924,8,-10.0,0.617,0.632,0.617,1,1,1,0,1,0,0,0,2,0,0,0
ENSGT00720000108834,11,40.0,0.438,0.6,0.015,1,1,0,0,1,0,4,4,4,0,0,0
ENSGT00940000164532,14,60.0,0.001,0.999,"0,00002",0,1,0,0,1,0,10,10,10,0,0,0
ENSGT00690000103118,14,-10.0,0.754,0.246,0.754,1,1,1,0,0,0,0,0,2,0,0,0
ENSGT00940000154956,19,18.18,0.007,2E-93,6E-12,0,0,0,1,0,0,14,14,16,0,0,0
ENSGT00940000163213,12,75.0,0.503,0.497,0.503,1,1,1,0,0,0,10,10,10,0,0,0
ENSGT00940000178277,4,-10.0,0.5,0.529,0.5,1,1,1,0,1,0,2,2,2,0,0,0
ENSGT00390000003337,10,50.0,0.876,0.142,0.876,1,1,1,0,0,0,6,6,4,0,0,1
ENSGT00940000161450,15,60.0,0.666,0.334,0.666,1,1,1,0,0,0,1,1,3,0,0,0
ENSGT00940000168688,7,-10.0,0.027,0.89,0.164,0,1,1,0,1,0,0,1,1,1,0,0
ENSGT00940000160474,17,100.0,0.384,0.616,0.384,1,1,1,0,1,0,3,3,6,0,0,0
ENSGT00940000178375,3,-10.0,0.443,0.554,0.524,1,1,1,0,1,0,2,2,2,0,0,0
ENSGT00940000178042,9,16.67,0.391,0.612,0.391,1,1,1,0,1,0,0,0,2,0,0,0
ENSGT00960000186606,7,-10.0,0.206,0.902,0.04,1,1,0,0,1,0,0,1,1,1,0,0
ENSGT00940000163885,13,20.0,0.284,0.716,0.0005,1,1,0,0,1,0,11,10,10,0,0,0
ENSGT00940000166522,9,33.33,0.626,0.61,0.583,1,1,1,1,0,0,1,2,2,1,0,0
ENSGT00940000177785,5,-10.0,0.208,0.599,0.208,1,1,1,0,1,0,0,0,1,0,0,0
ENSGT00940000177296,3,-10.0,0.503,0.744,0.503,1,1,1,0,1,0,1,1,1,0,0,0
ENSGT00910000146517,7,-10.0,0.036,0.964,0.036,0,1,0,0,1,0,5,5,5,0,0,0
ENSGT00940000178325,6,-10.0,0.069,0.069,0.069,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00940000167576,6,100.0,0.386,0.789,0.789,1,1,1,0,0,0,4,3,3,0,0,0
ENSGT00390000008931,10,0.0,0.606,0.632,0.292,1,1,1,0,1,0,8,8,8,0,0,0
ENSGT00390000016470,11,50.0,0.604,0.403,"0,000000002",1,1,0,1,0,0,9,8,9,0,1,0
ENSGT00940000167593,8,-10.0,0.0,0.0,0.0,0,0,0,0,0,0,5,1,0,0,0,1
ENSGT00940000167230,5,0.0,0.504,0.496,3E-57,1,1,0,1,0,0,3,2,2,0,0,0
ENSGT00940000159656,7,0.0,0.963,0.083,0.963,1,1,1,0,0,0,4,4,5,0,0,0
ENSGT00940000155474,14,66.67,0.013,0.989,"0,00002",0,1,0,0,1,0,4,2,4,0,1,0
ENSGT00940000178658,3,-10.0,0.493,0.484,0.493,1,1,1,0,0,0,0,0,1,0,0,0
ENSGT00940000168285,3,0.0,0.476,0.446,0.498,1,1,1,0,0,1,1,1,0,0,0,1
ENSGT00640000091497,4,0.0,0.52,0.469,0.52,1,1,1,0,0,0,1,1,0,0,0,1
ENSGT00390000003246,4,0.0,0.486,0.473,0.486,1,1,1,0,0,0,1,1,0,0,0,1
ENSGT00940000163053,9,100.0,0.159,0.21,"0,0000002",1,1,0,0,1,0,5,5,4,0,0,1
ENSGT00390000012605,10,33.33,0.527,0.533,0.527,1,1,1,0,1,0,7,7,7,0,0,0
ENSGT00950000183132,25,75.0,0.291,0.007,0.771,1,0,1,0,0,1,7,6,9,0,1,0
,,,,,,90,86,73,,,,,,,9,6,19
,,,,,,"88,2352941176","84,3137254902","71,568627451",,,,,,,"26,4705882353","17,6470588235","55,8823529412"
