ovis_aries ENSOARG00000011394
mus_spretus MGP_SPRETEiJ_G0017925
mus_caroli MGP_CAROLIEiJ_G0017079
mus_pahari MGP_PahariEiJ_G0018208
rattus_norvegicus ENSRNOG00000028404
meriones_unguiculatus ENSMUGG00000003521
jaculus_jaculus ENSJJAG00000004573
castor_canadensis ENSCCNG00000004358
ictidomys_tridecemlineatus ENSSTOG00000000701
spermophilus_dauricus ENSSDAG00000004431
urocitellus_parryii ENSUPAG00010007566
marmota_marmota ENSMMMG00000019589
heterocephalus_glaber ENSHGLG00100001432
heterocephalus_glaber ENSHGLG00000014729
fukomys_damarensis ENSFDAG00000013247
chinchilla_lanigera ENSCLAG00000016104
cavia_porcellus ENSCPOG00000009051
cavia_aperea ENSCAPG00000000044
octodon_degus ENSODEG00000017789
tupaia_belangeri ENSTBEG00000012136
oryctolagus_cuniculus ENSOCUG00000021711
ochotona_princeps ENSOPRG00000013291
dipodomys_ordii ENSDORG00000014266
nannospalax_galili ENSNGAG00000013892
myotis_lucifugus ENSMLUG00000014973
capra_hircus ENSCHIG00000000236
procavia_capensis ENSPCAG00000013902
loxodonta_africana ENSLAFG00000016037
dasypus_novemcinctus ENSDNOG00000048289
phascolarctos_cinereus ENSPCIG00000036699
notamacropus_eugenii ENSMEUG00000010210
sarcophilus_harrisii ENSSHAG00000015416
monodelphis_domestica ENSMODG00000012788
echinops_telfairi ENSETEG00000019500
pogona_vitticeps ENSPVIG00000015592
notechis_scutatus ENSNSUG00000016997
salvator_merianae ENSSMRG00000005857
chrysemys_picta ENSCPBG00000004270
crocodylus_porosus ENSCPRG00005002706
sphenodon_punctatus ENSSPUG00000007278
parus_major ENSPMJG00000017909
lepidothrix_coronata ENSLCOG00000005149
ficedula_albicollis ENSFALG00000000551
coturnix_japonica ENSCJPG00005002362
numida_meleagris ENSNMEG00000006753
nothoprocta_perdicaria ENSNPEG00000011815
anser_brachyrhynchus ENSABRG00000012511
gallus_gallus ENSGALG00000044406
lonchura_striata ENSLSDG00000007606
apteryx_rowi ENSARWG00000001258
chelonoidis_abingdonii ENSCABG00000022211
meleagris_gallopavo ENSMGAG00000008558
latimeria_chalumnae ENSLACG00000016105
xenopus_tropicalis ENSXETG00000032146
scleropages_formosus ENSSFOG00015011760
paramormyrops_kingsleyae ENSPKIG00000021172
mastacembelus_armatus ENSMAMG00000022259
monopterus_albus ENSMALG00000007573
anabas_testudineus ENSATEG00000001091
amphiprion_percula ENSAPEG00000004011
acanthochromis_polyacanthus ENSAPOG00000020083
stegastes_partitus ENSSPAG00000016001
maylandia_zebra ENSMZEG00005022816
pundamilia_nyererei ENSPNYG00000011742
astatotilapia_calliptera ENSACLG00000001919
haplochromis_burtoni ENSHBUG00000001739
oreochromis_niloticus ENSONIG00000001014
neolamprologus_brichardi ENSNBRG00000019612
seriola_dumerili ENSSDUG00000022828
seriola_lalandi ENSSLDG00000002278
scophthalmus_maximus ENSSMAG00000009550
amphiprion_ocellaris ENSAOCG00000012547
takifugu_rubripes ENSTRUG00000019677
xiphophorus_maculatus ENSXMAG00000025000
xiphophorus_couchianus ENSXCOG00000017227
poecilia_mexicana ENSPMEG00000002463
poecilia_latipinna ENSPLAG00000022100
poecilia_formosa ENSPFOG00000010154
poecilia_reticulata ENSPREG00000010982
gambusia_affinis ENSGAFG00000001672
cyprinodon_variegatus ENSCVAG00000016231
fundulus_heteroclitus ENSFHEG00000012935
kryptolebias_marmoratus ENSKMAG00000020592
oryzias_latipes ENSORLG00020000209
oryzias_latipes ENSORLG00000027495
oryzias_latipes ENSORLG00015001981
oryzias_melastigma ENSOMEG00000022622
amphilophus_citrinellus ENSACIG00000009891
tetraodon_nigroviridis ENSTNIG00000011719
mola_mola ENSMMOG00000020771
periophthalmus_magnuspinnatus ENSPMGG00000002320
labrus_bergylta ENSLBEG00000005008
esox_lucius ENSELUG00000017909
pygocentrus_nattereri ENSPNAG00000008190
astyanax_mexicanus ENSAMXG00000036905
ictalurus_punctatus ENSIPUG00000012103
danio_rerio ENSDARG00000076280
scleropages_formosus ENSSFOG00015023433
lepisosteus_oculatus ENSLOCG00000012752
gasterosteus_aculeatus ENSGACG00000006026
labrus_bergylta ENSLBEG00000009979
seriola_dumerili ENSSDUG00000021130
oryzias_melastigma ENSOMEG00000014902
seriola_lalandi ENSSLDG00000019571
anabas_testudineus ENSATEG00000022533
monopterus_albus ENSMALG00000022389
scophthalmus_maximus ENSSMAG00000020177
poecilia_formosa ENSPFOG00000001758
poecilia_mexicana ENSPMEG00000008435
poecilia_latipinna ENSPLAG00000016670
poecilia_reticulata ENSPREG00000023208
xiphophorus_maculatus ENSXMAG00000009945
gambusia_affinis ENSGAFG00000003785
fundulus_heteroclitus ENSFHEG00000015651
cyprinodon_variegatus ENSCVAG00000007736
kryptolebias_marmoratus ENSKMAG00000017109
maylandia_zebra ENSMZEG00005015762
astatotilapia_calliptera ENSACLG00000007957
haplochromis_burtoni ENSHBUG00000000468
neolamprologus_brichardi ENSNBRG00000016289
pundamilia_nyererei ENSPNYG00000019269
oreochromis_niloticus ENSONIG00000016256
amphiprion_ocellaris ENSAOCG00000022820
mastacembelus_armatus ENSMAMG00000016479
acanthochromis_polyacanthus ENSAPOG00000019902
mola_mola ENSMMOG00000013952
hippocampus_comes ENSHCOG00000016007
esox_lucius ENSELUG00000006714
pygocentrus_nattereri ENSPNAG00000021303
astyanax_mexicanus ENSAMXG00000039740
ictalurus_punctatus ENSIPUG00000020817
