erinaceus_europaeus ENSEEUG00000001651
equus_asinus_asinus ENSEASG00005018783
equus_caballus ENSECAG00000024657
myotis_lucifugus ENSMLUG00000006951
pteropus_vampyrus ENSPVAG00000009831
procavia_capensis ENSPCAG00000009791
loxodonta_africana ENSLAFG00000006100
echinops_telfairi ENSETEG00000001143
dasypus_novemcinctus ENSDNOG00000042658
choloepus_hoffmanni ENSCHOG00000009749
phascolarctos_cinereus ENSPCIG00000014479
monodelphis_domestica ENSMODG00000009093
notamacropus_eugenii ENSMEUG00000004267
sarcophilus_harrisii ENSSHAG00000005112
ornithorhynchus_anatinus ENSOANG00000013876
manacus_vitellinus ENSMVIG00005019278
manacus_vitellinus ENSMVIG00005003961
lepidothrix_coronata ENSLCOG00000002532
taeniopygia_guttata ENSTGUG00000017288
lonchura_striata_domestica ENSLSDG00000000557
parus_major ENSPMJG00000017745
cyanistes_caeruleus ENSCCEG00000006539
ficedula_albicollis ENSFALG00000001638
serinus_canaria ENSSCAG00000004938
junco_hyemalis ENSJHYG00000005036
anas_platyrhynchos_platyrhynchos ENSAPLG00000019994
melopsittacus_undulatus ENSMUNG00000008593
anser_brachyrhynchus ENSABRG00000018090
calidris_pygmaea ENSCPGG00000016851
calidris_pugnax ENSCPUG00000001078
apteryx_rowi ENSARWG00000011708
apteryx_owenii ENSAOWG00000014898
dromaius_novaehollandiae ENSDNVG00000008566
apteryx_haastii ENSAHAG00000005346
nothoprocta_perdicaria ENSNPEG00000010232
meleagris_gallopavo ENSMGAG00000001375
coturnix_japonica ENSCJPG00005015121
gallus_gallus ENSGALG00000000409
numida_meleagris ENSNMEG00000019524
crocodylus_porosus ENSCPRG00005014499
gopherus_agassizii ENSGAGG00000012166
chelonoidis_abingdonii ENSCABG00000017747
chrysemys_picta_bellii ENSCPBG00000002458
pelodiscus_sinensis ENSPSIG00000017737
pogona_vitticeps ENSPVIG00000020213
anolis_carolinensis ENSACAG00000016634
notechis_scutatus ENSNSUG00000008563
salvator_merianae ENSSMRG00000017225
sphenodon_punctatus ENSSPUG00000012487
latimeria_chalumnae ENSLACG00000015137
takifugu_rubripes ENSTRUG00000016602
tetraodon_nigroviridis ENSTNIG00000018852
mola_mola ENSMMOG00000012575
cynoglossus_semilaevis ENSCSEG00000018311
amphiprion_percula ENSAPEG00000008363
amphiprion_ocellaris ENSAOCG00000016958
acanthochromis_polyacanthus ENSAPOG00000002667
stegastes_partitus ENSSPAG00000015498
astatotilapia_calliptera ENSACLG00000016059
maylandia_zebra ENSMZEG00005007698
pundamilia_nyererei ENSPNYG00000000685
haplochromis_burtoni ENSHBUG00000013540
oreochromis_niloticus ENSONIG00000011006
neolamprologus_brichardi ENSNBRG00000009539
amphilophus_citrinellus ENSACIG00000020105
seriola_dumerili ENSSDUG00000022825
seriola_lalandi_dorsalis ENSSLDG00000015037
scophthalmus_maximus ENSSMAG00000002398
mastacembelus_armatus ENSMAMG00000004807
monopterus_albus ENSMALG00000018906
anabas_testudineus ENSATEG00000018951
labrus_bergylta ENSLBEG00000007216
gasterosteus_aculeatus ENSGACG00000012376
hippocampus_comes ENSHCOG00000013587
periophthalmus_magnuspinnatus ENSPMGG00000024016
fundulus_heteroclitus ENSFHEG00000001240
cyprinodon_variegatus ENSCVAG00000014736
poecilia_formosa ENSPFOG00000017718
poecilia_mexicana ENSPMEG00000019135
poecilia_formosa ENSPFOG00000022332
poecilia_latipinna ENSPLAG00000012965
gambusia_affinis ENSGAFG00000004750
xiphophorus_maculatus ENSXMAG00000003589
xiphophorus_maculatus ENSXMAG00000028982
xiphophorus_couchianus ENSXCOG00000015309
poecilia_reticulata ENSPREG00000000814
kryptolebias_marmoratus ENSKMAG00000019749
oryzias_latipes ENSORLG00020001761
oryzias_latipes_asm223469v1 ENSORLG00015015158
oryzias_latipes ENSORLG00000014047
gadus_morhua ENSGMOG00000009514
esox_lucius ENSELUG00000017987
pygocentrus_nattereri ENSPNAG00000005145
astyanax_mexicanus ENSAMXG00000015495
ictalurus_punctatus ENSIPUG00000007955
danio_rerio ENSDARG00000041362
scleropages_formosus ENSSFOG00015012230
paramormyrops_kingsleyae ENSPKIG00000024747
lepisosteus_oculatus ENSLOCG00000015005
xenopus_tropicalis ENSXETG00000016810
eptatretus_burgeri ENSEBUG00000001556
ciona_intestinalis ENSCING00000013325
