anabas_testudineus ENSATEG00000013124
vulpes_vulpes ENSVVUG00000016207
canis_lupus_familiaris ENSCAFG00000002308
panthera_pardus ENSPPRG00000022687
panthera_tigris_altaica ENSPTIG00000019509
felis_catus ENSFCAG00000024923
sorex_araneus ENSSARG00000002276
equus_caballus ENSECAG00000021577
dasypus_novemcinctus ENSDNOG00000007033
echinops_telfairi ENSETEG00000016129
procavia_capensis ENSPCAG00000013039
notamacropus_eugenii ENSMEUG00000004700
xenopus_tropicalis ENSXETG00000011332
latimeria_chalumnae ENSLACG00000006818
gasterosteus_aculeatus ENSGACG00000015657
tetraodon_nigroviridis ENSTNIG00000017172
labrus_bergylta ENSLBEG00000010969
acanthochromis_polyacanthus ENSAPOG00000001102
stegastes_partitus ENSSPAG00000002938
maylandia_zebra ENSMZEG00005015796
pundamilia_nyererei ENSPNYG00000022153
neolamprologus_brichardi ENSNBRG00000015054
oreochromis_niloticus ENSONIG00000012262
amphilophus_citrinellus ENSACIG00000024416
fundulus_heteroclitus ENSFHEG00000013246
gambusia_affinis ENSGAFG00000000211
kryptolebias_marmoratus ENSKMAG00000003990
oryzias_melastigma ENSOMEG00000020038
oryzias_latipes ENSORLG00000000115
seriola_dumerili ENSSDUG00000013357
hippocampus_comes ENSHCOG00000008091
gadus_morhua ENSGMOG00000003595
astyanax_mexicanus ENSAMXG00000002864
scleropages_formosus ENSSFOG00015019073
taeniopygia_guttata ENSTGUG00000011843
taeniopygia_guttata ENSTGUG00000018165
manacus_vitellinus ENSMVIG00005008128
calidris_pygmaea ENSCPGG00000013875
melopsittacus_undulatus ENSMUNG00000000505
nothoprocta_perdicaria ENSNPEG00000013490
anolis_carolinensis ENSACAG00000025623
notechis_scutatus ENSNSUG00000010372
latimeria_chalumnae ENSLACG00000003158
petromyzon_marinus ENSPMAG00000008394
petromyzon_marinus ENSPMAG00000000995
eptatretus_burgeri ENSEBUG00000005714
monodelphis_domestica ENSMODG00000014182
poecilia_formosa ENSPFOG00000023247
