geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest 	 au_nj  	 AU_Ensembl 	 TreeBestPassTest 	 NJPassTest 	 orthoGroupPassTest 	 EnsemblTreePassTest	 TreeBestBetter 	 NJBetter  	 orthoGroupBetter 	 EnsemblBetter 	 REC_TreeBest  	  REC_NJ  	  REC_Ensembl  	 Treebest_REC_is_best  	  NJ_REC_is_better  	  ortho_REC_is_best  	 Ensembl_REC_is_best 
ENSGT00940000170036	3	66.67	0.503	0.477	0.481	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166522	9	55.56	0.567	0.02	0.606	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000016298	4	100.0	0.496	0.504	0.496	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00910000147055	6	100.0	0.488	0.003	0.588	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00530000063255	4	100.0	0.481	0.477	0.5	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00510000051622	3	100.0	0.516	0.484	0.516	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000177785	5	100.0	0.219	0.635	0.584	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162816	3	100.0	0.391	0.391	0.609	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000177296	3	100.0	0.511	0.48	0.46	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000146517	7	100.0	0.039	0.039	0.961	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000147156	8	100.0	0.658	0.05	0.773	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178325	6	100.0	0.071	0.942	0.072	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162542	4	100.0	0.503	2e-58	0.497	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167576	6	66.67	0.372	0.221	0.787	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000008931	10	70.0	0.559	0.286	0.581	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00700000106116	4	75.0	5e-08	1.0	5e-08	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000016470	11	63.64	0.6	6e-05	0.406	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167355	6	83.33	0.592	0.05	0.609	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160004	6	66.67	0.491	0.501	0.461	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000014792	7	85.71	0.516	0.516	0.484	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSGT00940000175713	11	100.0	0.11	0.892	0.11	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000002871	6	100.0	0.518	0.482	0.518	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000178526	13	100.0	0.548	0.001	0.49	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159656	7	85.71	0.963	0.02	0.082	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00860000135092	17	94.12	0.502	1e-57	0.498	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000162197	3	100.0	0.477	0.484	0.496	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158467	3	100.0	0.678	0.481	0.341	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155474	14	85.71	0.012	2e-06	0.99	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178658	3	100.0	0.487	0.483	0.492	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000168285	3	66.67	0.467	0.524	0.461	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000180465	3	100.0	0.487	0.513	0.487	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00930000152993	3	100.0	0.483	0.44	0.523	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00640000091497	4	25.0	0.492	0.493	0.472	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000003246	4	75.0	0.491	0.492	0.474	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00960000189633	5	100.0	0.514	0.002	0.559	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00530000067998	3	100.0	0.474	0.477	0.506	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156489	7	57.14	0.622	0.425	0.003	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000176078	13	100.0	0.805	0.001	0.208	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163053	9	55.56	0.155	0.864	0.203	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000158754	7	71.43	0.512	3e-41	0.488	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161737	4	75.0	0.231	0.771	0.232	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178467	4	100.0	0.51	0.49	0.51	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000167593	8	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00390000012605	10	60.0	0.538	0.003	0.518	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167230	5	40.0	0.503	3e-09	0.497	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157815	8	87.5	0.509	0.0002	0.491	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183132	25	96.0	0.832	0.242	0.014	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158642	3	66.67	0.499	0.499	0.501	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000157624	4	100.0	0.476	0.478	0.505	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000168688	7	100.0	0.045	0.0001	0.96	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00960000192520	3	100.0	0.502	0.486	0.467	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000181606	3	100.0	0.491	0.492	0.474	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00530000063787	10	90.0	0.403	0.605	0.404	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000157050	9	100.0	0.528	3e-118	0.472	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160546	4	100.0	0.541	4e-13	0.461	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00930000151070	5	100.0	0.518	0.023	0.617	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162992	4	100.0	0.459	0.502	0.494	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000177899	3	100.0	0.547	0.453	0.547	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00390000014331	3	100.0	0.471	0.533	0.386	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000006370	7	85.71	0.598	0.276	0.576	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000147567	3	100.0	0.497	0.497	0.503	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000004541	6	100.0	0.503	0.484	0.474	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
