geneTreeID ,  nbLeaves  ,  NbSharedLeaves , AU_TreeBest , au_nj  , AU_Ensembl , TreeBestPassTest , NJPassTest , orthoGroupPassTest , EnsemblTreePassTest, TreeBestBetter , NJBetter  , orthoGroupBetter , EnsemblBetter , REC_TreeBest  ,  REC_Ensembl  , Treebest_REC_is_best     , Ensembl_REC_is_best 
ENSGT00950000183203,15,60,"0,513","0,0001","0,489",1,0,1,1,1,0,1,0,11,11,0,0
ENSGT00940000178120,5,100,"0,477","0,492","0,493",1,1,1,1,0,0,0,1,0,1,1,0
ENSGT00390000010017,13,"76,92","0,157","0,0001","0,844",1,0,1,1,0,0,0,1,1,2,1,0
ENSGT00390000003628,9,"66,67","0,024","0,0004","0,981",0,0,0,1,0,0,0,1,1,1,0,0
ENSGT00510000048991,3,"33,33","0,57","0,506","0,549",1,1,1,1,1,0,1,0,2,2,0,0
ENSGT00400000024336,3,100,"0,48","0,52","0,48",1,1,1,1,0,1,1,0,0,0,0,0
ENSGT00510000048509,3,100,"0,02","0,486","0,521",0,1,1,1,0,0,0,1,2,2,0,0
ENSGT00940000166277,4,75,"0,526","0,474","0,463",1,1,1,1,1,0,1,0,1,1,0,0
ENSGT00390000001810,4,75,"0,981","0,008","0,981",1,0,1,1,1,0,1,1,3,3,0,0
ENSGT00420000029792,3,"66,67","0,494","0,463","0,504",1,1,1,1,0,0,0,1,1,0,0,1
ENSGT00960000189321,3,100,"0,466","0,49","0,506",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00940000156370,6,100,"0,587","0,225","0,626",1,1,1,1,0,0,0,1,4,4,0,0
ENSGT00940000172014,3,100,"0,462","0,471","0,519",1,1,1,1,0,0,0,1,1,0,0,1
ENSGT00940000161512,6,100,"0,828",3E-72,"0,172",1,0,1,1,1,0,1,0,2,2,0,0
ENSGT00530000069601,3,100,"0,498","0,493","0,483",1,1,1,1,1,0,1,0,2,2,0,0
ENSGT00940000167505,5,100,"0,325","0,718","0,328",1,1,1,1,0,1,1,0,2,0,0,1
ENSGT00390000008744,16,75,"0,338","0,0001","0,662",1,0,1,1,0,0,0,1,1,3,1,0
ENSGT00940000178791,3,100,"0,783","0,389","0,974",1,1,1,1,0,0,0,1,2,2,0,0
ENSGT00940000156549,8,100,"0,109","0,002","0,902",1,0,1,1,0,0,0,1,4,5,1,0
ENSGT00940000164208,4,100,"0,603","0,124","0,634",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00390000006227,8,"87,5","0,626","0,009","0,464",1,0,1,1,1,0,1,0,5,5,0,0
ENSGT00860000135889,3,100,"0,376","0,04","0,728",1,0,1,1,0,0,0,1,1,1,0,0
ENSGT00940000153472,9,100,"0,963","0,032","0,099",1,0,1,1,1,0,1,0,4,2,0,1
ENSGT00940000158027,8,"62,5","0,487","0,513","0,469",1,1,1,1,0,1,1,0,6,6,0,0
ENSGT00510000049503,6,"83,33","0,625","0,005","0,471",1,0,1,1,1,0,1,0,5,5,0,0
ENSGT00910000147528,7,100,"0,667","0,15","0,566",1,1,1,1,1,0,1,0,5,5,0,0
ENSGT00390000005412,3,"33,33","0,496","0,496","0,504",1,1,1,1,0,0,0,1,0,0,0,0
ENSGT00940000155167,7,100,"0,588","0,021","0,559",1,0,1,1,1,0,1,0,2,2,0,0
ENSGT00950000185451,3,100,"0,466","0,513","0,474",1,1,1,1,0,1,1,0,0,0,0,0
ENSGT00950000185306,4,100,"0,496","0,504","0,496",1,1,1,1,0,1,1,0,1,1,0,0
ENSGT00940000155807,6,100,"0,391","0,05","0,787",1,1,1,1,0,0,0,1,2,2,0,0
ENSGT00950000183776,4,100,"0,713","0,125","0,62",1,1,1,1,1,0,1,0,1,1,0,0
ENSGT00950000183248,6,100,"0,422","0,723","0,125",1,1,1,1,0,1,1,0,1,1,0,0
ENSGT00940000172611,3,100,"0,462","0,538","0,462",1,1,1,1,0,1,1,0,0,0,0,0
ENSGT00940000157805,7,"57,14",1,"0,000000002",4E-63,1,0,1,0,1,0,1,0,5,5,0,0
ENSGT00940000161903,3,100,"0,507","0,493","0,507",1,1,1,1,1,0,1,1,2,2,0,0
ENSGT00940000159007,6,100,"0,792","0,318","0,145",1,1,1,1,1,0,1,0,2,2,0,0
ENSGT00740000117107,3,"66,67","0,494","0,506","0,494",1,1,1,1,0,1,1,0,0,0,0,0
ENSGT00390000018351,6,"83,33","0,457","0,549","0,459",1,1,1,1,0,1,1,0,3,3,0,0
ENSGT00940000156453,3,100,"0,455","0,455","0,545",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00940000169009,3,100,"0,468","0,483","0,507",1,1,1,1,0,0,0,1,0,0,0,0
ENSGT00390000007890,6,"83,33","0,489","0,483","0,487",1,1,1,1,1,0,1,0,3,3,0,0
ENSGT00390000014476,8,"87,5","0,586","0,155","0,664",1,1,1,1,0,0,0,1,4,4,0,0
ENSGT00940000161331,3,100,"0,504","0,436","0,528",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00910000147183,5,100,"0,431","0,51","0,499",1,1,1,1,0,1,1,0,4,4,0,0
ENSGT00940000177245,3,100,"0,508","0,471","0,479",1,1,1,1,1,0,1,0,0,0,0,0
ENSGT00940000164058,3,"66,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000158046,15,80,"0,613","0,0003","0,393",1,0,1,1,1,0,1,0,0,3,1,0
ENSGT00940000162075,15,100,"0,993","0,004","0,013",1,0,1,0,1,0,1,0,2,4,1,0
ENSGT00940000160970,4,50,"0,473","0,515","0,473",1,1,1,1,0,1,1,0,1,1,0,0
ENSGT00940000160730,5,40,"0,481","0,481","0,497",1,1,1,1,0,0,0,1,3,3,0,0
ENSGT00940000174692,11,"90,91","0,488","0,445","0,524",1,1,1,1,0,0,0,1,2,3,1,0
ENSGT00940000171677,5,80,"0,377","0,541","0,555",1,1,1,1,0,0,0,1,2,1,0,1
ENSGT00940000163940,3,100,"0,59","0,405","0,59",1,1,1,1,1,0,1,1,1,1,0,0
ENSGT00940000166658,16,50,"0,13",1E-48,"0,87",1,0,1,1,0,0,0,1,4,4,0,0
ENSGT00910000146899,10,90,"0,576","0,0003","0,43",1,0,1,1,1,0,1,0,8,7,0,1
ENSGT00940000171073,4,100,"0,497","0,504","0,497",1,1,1,1,0,1,1,0,2,2,0,0
ENSGT00940000178224,4,100,"0,487","0,44","0,514",1,1,1,1,0,0,0,1,1,2,1,0
ENSGT00940000157459,19,"94,74","0,919",1E-48,"0,081",1,0,1,1,1,0,1,0,16,16,0,0
ENSGT00940000155862,8,"87,5","0,509","0,503","0,438",1,1,1,1,1,0,1,0,6,6,0,0
ENSGT00390000013286,9,"55,56","0,471","0,005","0,606",1,0,1,1,0,0,0,1,3,3,0,0
ENSGT00390000010512,10,90,"0,042",8E-69,"0,958",0,0,0,1,0,0,0,1,6,5,0,1
ENSGT00930000152750,3,"33,33","0,443","0,493","0,504",1,1,1,1,0,0,0,1,2,2,0,0
ENSGT00900000143393,17,100,"0,815","0,0000001","0,188",1,0,1,1,1,0,1,0,4,4,0,0
ENSGT00940000178817,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSGT00940000157071,5,40,"0,054","0,946","0,054",1,1,1,1,0,1,1,0,4,4,0,0
ENSGT00940000159129,8,"87,5","0,0002",1,3E-11,0,1,1,0,0,1,1,0,5,4,0,1
ENSGT00940000161652,6,100,"0,554","0,441","0,454",1,1,1,1,1,0,1,0,4,4,0,0
ENSGT00940000163480,6,100,"0,524","0,008","0,568",1,0,1,1,0,0,0,1,0,0,0,0
ENSGT00940000154628,3,"66,67","0,479","0,479","0,499",1,1,1,1,0,0,0,1,2,2,0,0
ENSGT00940000170905,5,80,"0,509","0,003","0,529",1,0,1,1,0,0,0,1,0,0,0,0
ENSGT00390000013662,9,100,"0,554","0,365","0,548",1,1,1,1,1,0,1,0,3,3,0,0
ENSGT00940000160763,4,75,"0,448","0,51","0,495",1,1,1,1,0,1,1,0,2,2,0,0
ENSGT00940000163329,3,"66,67","0,727","0,323","0,033",1,1,1,0,1,0,1,0,0,0,0,0
ENSGT00950000186428,4,100,"0,651","0,023","0,496",1,0,1,1,1,0,1,0,2,2,0,0
ENSGT00390000003308,6,50,"0,468","0,468","0,533",1,1,1,1,0,0,0,1,4,4,0,0
ENSGT00940000157176,6,"83,33","0,614","0,026","0,618",1,0,1,1,0,0,0,1,5,5,0,0
ENSGT00940000157707,8,"37,5","0,567","0,02","0,584",1,0,1,1,0,0,0,1,5,5,0,0
ENSGT00940000155347,7,"28,57","0,871","0,274","0,037",1,1,1,0,1,0,1,0,3,3,0,0
ENSGT00940000168457,4,50,"0,506","0,003","0,546",1,0,1,1,0,0,0,1,2,2,0,0
ENSGT00940000159126,4,25,"0,606","0,394","0,606",1,1,1,1,1,0,1,1,1,1,0,0
ENSGT00880000138575,5,100,"0,511","0,466","0,475",1,1,1,1,1,0,1,0,3,3,0,0
ENSGT00940000167924,8,100,"0,485","0,473","0,499",1,1,1,1,0,0,0,1,0,2,1,0
ENSGT00940000164615,4,75,"0,776","0,225","0,776",1,1,1,1,1,0,1,1,1,1,0,0
ENSGT00720000108834,11,"72,73","0,455","0,232","0,707",1,1,1,1,0,0,0,1,4,4,0,0
ENSGT00940000164532,14,"71,43",1,"0,000001",1E-36,1,0,1,0,1,0,1,0,10,10,0,0
ENSGT00940000178764,5,100,"0,623","0,044","0,565",1,0,1,1,1,0,1,0,1,1,0,0
ENSGT00940000166439,3,100,"0,386","0,629","0,429",1,1,1,1,0,1,1,0,1,1,0,0
ENSGT00940000169068,4,100,"0,478","0,48","0,499",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00690000103118,14,100,"0,76","0,000003","0,24",1,0,1,1,1,0,1,0,0,2,1,0
ENSGT00910000146522,5,100,"0,478","0,0001","0,528",1,0,1,1,0,0,0,1,3,3,0,0
ENSGT00940000154956,19,"84,21","0,27","0,73",6E-41,1,1,1,0,0,1,1,0,15,16,1,0
ENSGT00940000163213,12,"91,67","0,469",3E-49,"0,531",1,0,1,1,0,0,0,1,10,10,0,0
ENSGT00950000183312,11,100,"0,737",1E-47,"0,263",1,0,1,1,1,0,1,0,8,9,1,0
ENSGT00940000178277,4,100,"0,49","0,448","0,522",1,1,1,1,0,0,0,1,2,2,0,0
ENSGT00940000169756,3,"66,67","0,507","0,462","0,487",1,1,1,1,1,0,1,0,2,2,0,0
ENSGT00940000163331,3,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
ENSGT00390000003337,10,80,"0,829","0,001","0,194",1,0,1,1,1,0,1,0,6,4,0,1
ENSGT00940000159800,11,"54,55","0,532","0,001","0,507",1,0,1,1,1,0,1,0,9,9,0,0
ENSGT00940000156022,3,100,"0,51","0,468","0,477",1,1,1,1,1,0,1,0,1,1,0,0
ENSGT00940000161450,15,"53,33","0,937","0,00003","0,064",1,0,1,1,1,0,1,0,1,3,1,0
ENSGT00940000160474,17,100,"0,379","0,001","0,628",1,0,1,1,0,0,0,1,3,6,1,0
ENSGT00940000178375,3,100,"0,558","0,482","0,476",1,1,1,1,1,0,1,0,2,2,0,0
ENSGT00940000178042,9,"88,89","0,729","0,011","0,351",1,0,1,1,1,0,1,0,1,2,1,0
ENSGT00960000186606,7,"57,14","0,098","0,767","0,422",1,1,1,1,0,1,1,0,0,1,1,0
ENSGT00920000150635,4,75,"0,622","0,161","0,719",1,1,1,1,0,0,0,1,0,0,0,0
ENSGT00940000159651,3,"33,33","0,465","0,454","0,541",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00940000163885,13,"69,23","0,999","0,00007","0,001",1,0,1,0,1,0,1,0,11,10,0,1
ENSGT00940000170036,3,"66,67","0,465","0,495","0,496",1,1,1,1,0,0,0,1,2,2,0,0
ENSGT00940000166522,9,"44,44","0,48","0,498","0,48",1,1,1,1,0,1,1,0,2,2,0,0
ENSGT00390000016298,4,100,"0,479","0,521","0,479",1,1,1,1,0,1,1,0,0,0,0,0
ENSGT00910000147055,6,100,"0,488","0,426","0,563",1,1,1,1,0,0,0,1,4,4,0,0
ENSGT00530000063255,4,75,"0,456","0,476","0,519",1,1,1,1,0,0,0,1,3,3,0,0
ENSGT00510000051622,3,100,"0,473","0,527","0,473",1,1,1,1,0,1,1,0,2,2,0,0
ENSGT00940000177785,5,100,"0,2","0,687","0,562",1,1,1,1,0,1,1,0,0,1,1,0
ENSGT00940000162816,3,100,"0,394","0,605","0,605",1,1,1,1,0,1,1,1,0,0,0,0
ENSGT00940000177296,3,100,"0,518","0,47","0,47",1,1,1,1,1,0,1,0,1,1,0,0
ENSGT00940000177143,3,100,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
ENSGT00910000146517,7,100,"0,036","0,036","0,964",0,0,0,1,0,0,0,1,5,5,0,0
ENSGT00910000147156,8,100,"0,534","0,006","0,579",1,0,1,1,0,0,0,1,6,6,0,0
ENSGT00940000178325,6,100,"0,608","0,01","0,492",1,0,1,1,1,0,1,0,0,1,1,0
ENSGT00940000162542,4,100,"0,483","0,485","0,492",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00940000167576,6,50,"0,613","0,261","0,605",1,1,1,1,1,0,1,0,3,3,0,0
ENSGT00390000008931,10,70,"0,358","0,025","0,744",1,0,1,1,0,0,0,1,8,8,0,0
ENSGT00700000106116,4,100,"0,54","0,46","0,458",1,1,1,1,1,0,1,0,0,0,0,0
ENSGT00390000016470,11,"72,73","0,586","0,000003","0,414",1,0,1,1,1,0,1,0,9,9,0,0
ENSGT00940000167355,6,"66,67","0,068","0,588","0,63",1,1,1,1,0,0,0,1,3,4,1,0
ENSGT00940000160004,6,100,"0,504","0,471","0,483",1,1,1,1,1,0,1,0,4,4,0,0
ENSGT00390000014792,7,"85,71","0,498","0,468","0,49",1,1,1,1,1,0,1,0,5,5,0,0
ENSGT00940000175713,11,100,"0,554","0,002","0,538",1,0,1,1,1,0,1,0,4,4,0,0
ENSGT00390000002871,6,100,"0,509","0,491","0,509",1,1,1,1,1,0,1,1,2,2,0,0
ENSGT00940000178526,13,100,"0,02","0,022","0,988",0,0,0,1,0,0,0,1,7,8,1,0
ENSGT00940000159656,7,100,"0,517","0,464","0,473",1,1,1,1,1,0,1,0,4,5,1,0
ENSGT00860000135092,17,"88,24","0,48","0,00007","0,523",1,0,1,1,0,0,0,1,0,2,1,0
ENSGT00940000162197,3,100,"0,49","0,46","0,503",1,1,1,1,0,0,0,1,1,1,0,0
ENSGT00940000158467,3,100,"0,677","0,473","0,348",1,1,1,1,1,0,1,0,2,2,0,0
ENSGT00940000155474,14,"78,57","0,000002","0,135","0,867",0,1,1,1,0,0,0,1,2,4,1,0
ENSGT00940000178658,3,100,"0,512","0,462","0,478",1,1,1,1,1,0,1,0,0,1,1,0
ENSGT00940000168285,3,"66,67","0,465","0,493","0,499",1,1,1,1,0,0,0,1,1,0,0,1
ENSGT00940000180465,3,100,"0,49","0,51","0,49",1,1,1,1,0,1,1,0,1,1,0,0
ENSGT00930000152993,3,100,"0,481","0,433","0,529",1,1,1,1,0,0,0,1,0,0,0,0
ENSGT00640000091497,4,75,"0,5","0,494","0,46",1,1,1,1,1,0,1,0,1,0,0,1
ENSGT00390000003246,4,75,"0,489","0,475","0,495",1,1,1,1,0,0,0,1,1,0,0,1
ENSGT00960000189633,5,100,"0,477","0,512","0,467",1,1,1,1,0,1,1,0,3,3,0,0
ENSGT00530000067998,3,100,"0,511","0,511","0,489",1,1,1,1,1,1,1,0,2,2,0,0
ENSGT00940000156489,7,"57,14","0,948","0,109","0,036",1,1,1,0,1,0,1,0,2,3,1,0
ENSGT00940000176078,13,100,"0,365","0,000005","0,638",1,0,1,1,0,0,0,1,4,2,0,1
ENSGT00940000163053,9,"55,56","0,049","0,951","0,047",0,1,1,0,0,1,1,0,5,4,0,1
ENSGT00940000158754,7,"71,43","0,506",5E-54,"0,494",1,0,1,1,1,0,1,0,5,5,0,0
ENSGT00940000161737,4,100,"0,463","0,509","0,487",1,1,1,1,0,1,1,0,0,0,0,0
ENSGT00940000178467,4,100,"0,511","0,489","0,511",1,1,1,1,1,0,1,1,0,0,0,0
ENSGT00940000167593,8,100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
ENSGT00390000012605,10,80,"0,502","0,0003","0,521",1,0,1,1,0,0,0,1,7,7,0,0
ENSGT00940000167230,5,40,"0,518","0,002","0,523",1,0,1,1,0,0,0,1,3,2,0,1
ENSGT00940000157815,8,75,"0,526","0,000004","0,475",1,0,1,1,1,0,1,0,5,5,0,0
ENSGT00950000183132,25,92,"0,986","0,004","0,036",1,0,1,0,1,0,1,0,6,9,1,0
ENSGT00940000158642,3,0,"0,492","0,483","0,485",1,1,1,1,1,0,1,0,1,0,0,1
ENSGT00940000157624,4,100,"0,493","0,0005","0,525",1,0,1,1,0,0,0,1,0,0,0,0
ENSGT00940000168688,7,100,"0,133","0,0002","0,872",1,0,1,1,0,0,0,1,1,1,0,0
ENSGT00960000192520,3,100,"0,513","0,474","0,469",1,1,1,1,1,0,1,0,1,1,0,0
ENSGT00940000181606,3,100,"0,487","0,48","0,491",1,1,1,1,0,0,0,1,0,0,0,0
ENSGT00530000063787,10,90,"0,603","0,298","0,555",1,1,1,1,1,0,1,0,8,8,0,0
ENSGT00940000157050,9,"88,89","0,625","0,055","0,622",1,1,1,1,1,0,1,0,6,6,0,0
ENSGT00940000160546,4,100,"0,558",3E-11,"0,443",1,0,1,1,1,0,1,0,2,2,0,0
ENSGT00930000151070,5,80,"0,475","0,462","0,515",1,1,1,1,0,0,0,1,3,3,0,0
ENSGT00940000162992,4,100,"0,489","0,483","0,487",1,1,1,1,1,0,1,0,0,0,0,0
ENSGT00940000177899,3,100,"0,518","0,482","0,518",1,1,1,1,1,0,1,1,0,0,0,0
ENSGT00390000014331,3,100,"0,482","0,484","0,503",1,1,1,1,0,0,0,1,0,0,0,0
ENSGT00390000006370,7,"71,43","0,564","0,383","0,53",1,1,1,1,1,0,1,0,5,5,0,0
ENSGT00910000147567,3,100,"0,507","0,507","0,494",1,1,1,1,1,1,1,0,2,2,0,0
ENSGT00390000004541,6,100,"0,481","0,512","0,485",1,1,1,1,0,1,1,0,3,3,0,0
,,"84,2937219731","0,5000550762","0,2929825386","0,4718523767",206,143,212,199,95,39,132,97,"2,932735426",3,32,25
