geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest 	 au_nj  	 AU_Ensembl 	 TreeBestPassTest 	 NJPassTest 	 orthoGroupPassTest 	 EnsemblTreePassTest	 TreeBestBetter 	 NJBetter  	 orthoGroupBetter 	 EnsemblBetter 	 REC_TreeBest  	  REC_NJ  	  REC_Ensembl  	 Treebest_REC_is_best  	  NJ_REC_is_better  	  ortho_REC_is_best  	 Ensembl_REC_is_best 
ENSGT00530000069601	3	66.67	0.479	0.457	0.513	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000167505	5	80.0	0.506	0.601	0.594	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000008744	16	100.0	0.965	0.0003	0.035	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178791	3	100.0	0.64	0.363	0.274	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000156549	8	100.0	0.105	0.005	0.922	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164208	4	100.0	0.595	0.125	0.638	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000006227	8	87.5	0.03	3e-06	0.971	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00860000135889	3	100.0	0.375	0.375	0.625	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000153472	9	88.89	0.959	0.108	0.129	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158027	8	62.5	0.16	0.001	0.84	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00510000049503	6	83.33	0.508	0.506	0.394	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000147528	7	100.0	0.717	0.112	0.424	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000005412	3	33.33	0.478	0.505	0.473	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000155167	7	85.71	0.502	0.003	0.522	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000185451	3	100.0	0.476	0.504	0.477	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00950000185306	4	100.0	0.494	0.506	0.494	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000155807	6	100.0	0.391	0.038	0.77	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000183776	4	100.0	0.713	0.123	0.621	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183248	6	100.0	0.629	0.475	0.32	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000172611	3	100.0	0.515	0.485	0.515	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000157805	7	85.71	0.689	0.153	0.645	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161903	3	66.67	0.056	0.944	0.056	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000159007	6	100.0	0.834	0.296	0.152	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00740000117107	3	66.67	0.491	0.509	0.491	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000018351	6	100.0	0.486	0.485	0.487	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156453	3	66.67	0.531	0.469	0.537	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000169009	3	100.0	0.473	0.501	0.492	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000007890	6	83.33	0.493	8e-05	0.507	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000014476	8	100.0	0.512	1e-34	0.488	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161331	3	100.0	0.483	0.526	0.521	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00910000147183	5	100.0	0.474	6e-08	0.526	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000177245	3	100.0	0.501	0.501	0.499	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSGT00940000164058	3	66.67	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00940000158046	15	66.67	0.421	2e-11	0.579	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162075	15	100.0	0.986	3e-05	0.014	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160970	4	50.0	0.5	0.0003	0.5	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000160730	5	20.0	0.452	0.0001	0.548	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000174692	11	100.0	0.415	0.095	0.758	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000171677	5	60.0	0.508	0.467	0.48	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163940	3	100.0	0.898	0.101	0.898	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000166658	16	81.25	0.478	9e-36	0.522	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000146899	10	80.0	1.0	1e-05	2e-10	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000171073	4	100.0	0.509	0.491	0.509	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000178224	4	100.0	0.563	0.044	0.633	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000157459	19	94.74	0.923	7e-10	0.077	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155862	8	87.5	0.487	7e-58	0.513	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000013286	9	44.44	0.456	5e-08	0.544	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000010512	10	80.0	0.394	2e-77	0.606	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00930000152750	3	33.33	0.498	0.493	0.468	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00900000143393	17	100.0	0.816	1e-65	0.184	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178817	3	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00940000157071	5	80.0	0.598	0.117	0.835	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000159129	8	100.0	0.0001	1.0	4e-08	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000161652	6	100.0	0.567	0.014	0.566	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163480	6	100.0	0.487	7e-49	0.513	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000154628	3	66.67	0.487	0.518	0.459	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000170905	5	100.0	0.512	1e-08	0.488	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000013662	9	100.0	0.502	1e-67	0.498	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160763	4	100.0	0.462	0.502	0.491	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000163329	3	100.0	0.778	0.335	0.185	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000186428	4	100.0	0.663	0.022	0.488	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000003308	6	33.33	0.702	0.0001	0.312	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157176	6	100.0	0.583	0.023	0.624	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000157707	8	37.5	0.503	1e-115	0.497	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155347	7	42.86	0.222	9e-05	0.778	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000168457	4	50.0	0.503	0.008	0.576	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000159126	4	50.0	0.52	0.48	0.52	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00880000138575	5	100.0	0.756	0.096	0.505	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167924	8	100.0	0.59	0.271	0.608	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164615	4	75.0	0.714	0.286	0.714	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00720000108834	11	81.82	0.417	9e-59	0.583	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164532	14	85.71	0.002	7e-09	0.998	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178764	5	100.0	0.628	0.042	0.567	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166439	3	100.0	0.359	0.636	0.444	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000169068	4	100.0	0.524	0.004	0.529	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00690000103118	14	100.0	0.751	1e-48	0.249	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000146522	5	100.0	0.604	0.241	0.64	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000154956	19	84.21	0.9	0.1	1e-56	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163213	12	100.0	0.551	9e-73	0.449	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183312	11	100.0	0.718	1e-07	0.284	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178277	4	100.0	0.492	0.467	0.501	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000169756	3	66.67	0.49	0.487	0.481	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163331	3	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00390000003337	10	90.0	0.803	3e-06	0.197	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159800	11	54.55	0.494	9e-07	0.506	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156022	3	100.0	0.506	0.471	0.477	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161450	15	73.33	0.519	2e-116	0.481	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160474	17	100.0	0.387	5e-05	0.613	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178375	3	100.0	0.486	0.508	0.459	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178042	9	88.89	0.416	4e-09	0.584	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00960000186606	7	57.14	0.154	0.102	0.903	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00920000150635	4	75.0	0.494	0.482	0.483	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159651	3	66.67	0.476	0.495	0.487	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000163885	13	76.92	0.995	6e-38	0.005	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000170036	3	66.67	0.501	0.475	0.485	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166522	9	44.44	0.589	0.027	0.587	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000016298	4	100.0	0.493	0.507	0.493	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00910000147055	6	100.0	0.484	0.002	0.59	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00530000063255	4	100.0	0.58	0.071	0.643	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00510000051622	3	100.0	0.479	0.521	0.479	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000177785	5	100.0	0.193	0.692	0.445	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162816	3	100.0	0.398	0.398	0.602	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000177296	3	100.0	0.524	0.458	0.487	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000177143	3	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00910000146517	7	100.0	0.034	0.034	0.966	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000147156	8	100.0	0.508	0.006	0.599	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178325	6	100.0	0.727	0.079	0.501	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000162542	4	100.0	0.473	4e-61	0.527	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000167576	6	33.33	0.695	0.067	0.57	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000008931	10	80.0	0.568	0.229	0.605	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00700000106116	4	75.0	4e-05	1.0	4e-05	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000016470	11	63.64	0.599	5e-07	0.401	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167355	6	83.33	0.585	0.053	0.614	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160004	6	83.33	0.628	0.1	0.613	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000175713	11	100.0	0.586	0.066	0.598	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000002871	6	100.0	0.493	0.507	0.493	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178526	13	100.0	0.018	0.0002	0.982	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000159656	7	100.0	0.541	0.0002	0.48	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00860000135092	17	100.0	0.512	2e-05	0.488	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000162197	3	100.0	0.452	0.487	0.512	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158467	3	100.0	0.662	0.425	0.389	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155474	14	85.71	0.405	0.001	0.6	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178658	3	100.0	0.716	0.496	0.495	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000168285	3	66.67	0.489	0.496	0.474	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000180465	3	100.0	0.481	0.519	0.481	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00930000152993	3	100.0	0.491	0.422	0.527	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00640000091497	4	50.0	0.491	0.491	0.474	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSGT00390000003246	4	75.0	0.503	0.496	0.456	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00530000067998	3	100.0	0.491	0.455	0.512	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156489	7	71.43	0.979	9e-05	0.021	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000176078	13	100.0	0.801	0.0001	0.199	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163053	9	55.56	0.163	0.855	0.213	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000158754	7	85.71	0.487	2e-76	0.513	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000161737	4	50.0	0.223	0.781	0.224	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178467	4	100.0	0.495	0.505	0.495	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000167593	8	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00390000012605	10	60.0	0.516	0.003	0.484	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167230	5	40.0	0.51	4e-10	0.49	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157815	8	62.5	0.515	5e-06	0.485	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183132	25	96.0	0.987	0.0002	0.017	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158642	3	33.33	0.409	0.409	0.591	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000157624	4	100.0	0.471	0.491	0.496	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000168688	7	100.0	0.141	2e-05	0.859	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00960000192520	3	100.0	0.489	0.477	0.494	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000181606	3	100.0	0.49	0.491	0.476	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00530000063787	10	90.0	0.51	4e-08	0.49	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157050	9	100.0	0.507	6e-08	0.493	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160546	4	75.0	0.525	4e-05	0.477	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00930000151070	5	100.0	0.475	0.498	0.49	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162992	4	100.0	0.454	0.513	0.49	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000177899	3	100.0	0.54	0.46	0.54	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00390000014331	3	100.0	0.451	0.497	0.498	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000006370	7	85.71	0.576	0.295	0.584	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000147567	3	100.0	0.498	0.498	0.502	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000004541	6	100.0	0.735	0.266	0.499	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
