geneTreeID 	  nbLeaves  	  NbSharedLeaves 	 AU_TreeBest 	 au_nj  	 AU_Ensembl 	 TreeBestPassTest 	 NJPassTest 	 orthoGroupPassTest 	 EnsemblTreePassTest	 TreeBestBetter 	 NJBetter  	 orthoGroupBetter 	 EnsemblBetter 	 REC_TreeBest  	  REC_NJ  	  REC_Ensembl  	 Treebest_REC_is_best  	  NJ_REC_is_better  	  ortho_REC_is_best  	 Ensembl_REC_is_best 
ENSGT00940000165675	5	60.0	0.618	0.013	0.501	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000170385	3	100.0	0.495	0.477	0.485	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000169832	8	62.5	0.515	0.002	0.532	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160978	3	100.0	0.029	0.487	0.563	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000169019	4	100.0	0.544	0.456	0.544	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00910000147974	7	100.0	0.61	0.019	0.537	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158220	9	88.89	0.018	0.006	0.993	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000144335	11	100.0	0.211	2e-53	0.789	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158362	4	25.0	0.151	0.603	0.622	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000182863	6	50.0	0.448	0.609	0.058	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00950000183203	15	53.33	0.484	3e-73	0.516	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178120	5	100.0	0.488	0.477	0.494	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000010017	13	84.62	0.148	0.001	0.852	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000003628	9	88.89	0.022	0.004	0.989	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00510000048991	3	66.67	0.48	0.442	0.672	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00400000024336	3	100.0	0.556	0.444	0.556	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00510000048509	3	66.67	0.105	0.491	0.557	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000166277	4	75.0	0.566	0.143	0.748	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000001810	4	75.0	0.975	0.008	0.975	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00420000029792	3	66.67	0.51	0.467	0.48	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00960000189321	3	100.0	0.436	0.491	0.538	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156370	6	100.0	0.593	0.216	0.63	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000172014	3	100.0	0.72	0.471	0.511	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161512	6	100.0	0.651	0.483	0.149	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00530000069601	3	100.0	0.504	0.46	0.488	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167505	5	100.0	0.494	0.46	0.499	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000008744	16	100.0	0.965	2e-12	0.035	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178791	3	100.0	0.644	0.361	0.248	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000156549	8	87.5	0.239	0.002	0.796	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000164208	4	100.0	0.588	0.126	0.644	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000006227	8	87.5	0.031	5e-05	0.969	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00860000135889	3	100.0	0.383	0.383	0.616	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000153472	9	88.89	0.957	0.031	0.043	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158027	8	75.0	0.485	3e-68	0.515	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00510000049503	6	83.33	0.605	0.002	0.48	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000147528	7	100.0	0.662	0.16	0.559	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000005412	3	33.33	0.487	0.487	0.513	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000155167	7	85.71	0.616	0.056	0.581	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000185451	3	100.0	0.486	0.494	0.48	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00950000185306	4	100.0	0.478	0.522	0.478	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000155807	6	100.0	0.371	0.006	0.719	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000183776	4	100.0	0.465	0.49	0.5	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00950000183248	6	100.0	0.677	0.406	0.343	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000172611	3	100.0	0.456	0.544	0.456	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000157805	7	100.0	0.547	0.012	0.539	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161903	3	66.67	0.052	0.948	0.052	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000159007	6	100.0	0.82	0.311	0.162	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00740000117107	3	66.67	0.486	0.514	0.486	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000018351	6	100.0	0.566	0.056	0.639	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156453	3	100.0	0.659	0.484	0.531	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000169009	3	100.0	0.478	0.489	0.495	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000007890	6	83.33	0.503	0.48	0.476	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000014476	8	100.0	0.516	1e-77	0.484	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161331	3	100.0	0.507	0.431	0.53	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000147183	5	100.0	0.483	6e-05	0.517	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000177245	3	100.0	0.506	0.488	0.458	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000164058	3	66.67	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00940000158046	15	66.67	0.416	1e-05	0.584	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162075	15	100.0	0.988	0.0001	0.012	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160970	4	50.0	0.485	0.482	0.491	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160730	5	40.0	0.484	0.504	0.47	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000174692	11	100.0	0.273	0.719	0.369	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000171677	5	40.0	0.492	0.472	0.493	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000163940	3	100.0	0.578	0.417	0.578	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000166658	16	62.5	0.904	6e-05	0.096	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000146899	10	80.0	0.964	0.008	0.055	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000171073	4	100.0	0.479	0.521	0.479	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178224	4	100.0	0.476	0.473	0.508	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000157459	19	94.74	0.925	1e-48	0.075	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155862	8	62.5	0.605	0.192	0.607	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000013286	9	66.67	0.448	1e-06	0.552	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000010512	10	100.0	0.093	2e-07	0.907	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00930000152750	3	33.33	0.471	0.497	0.491	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00900000143393	17	100.0	0.257	3e-13	0.743	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178817	3	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00940000157071	5	80.0	0.051	0.949	0.051	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000159129	8	100.0	0.001	1.0	8e-06	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000161652	6	100.0	0.515	0.506	0.444	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163480	6	100.0	0.523	0.008	0.569	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000154628	3	66.67	0.41	0.497	0.515	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000170905	5	100.0	0.53	5e-81	0.47	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000013662	9	100.0	0.49	7e-52	0.51	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160763	4	100.0	0.469	0.496	0.491	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000163329	3	100.0	0.786	0.321	0.186	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000186428	4	100.0	0.657	0.024	0.489	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000003308	6	33.33	0.723	0.0002	0.291	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157176	6	100.0	0.584	0.017	0.633	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000157707	8	37.5	0.496	2e-68	0.504	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000155347	7	28.57	0.612	0.566	0.218	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000168457	4	50.0	0.511	0.005	0.57	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000159126	4	50.0	0.532	0.468	0.532	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00880000138575	5	100.0	0.802	0.095	0.554	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167924	8	100.0	0.646	0.084	0.63	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000164615	4	75.0	0.773	0.227	0.773	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00720000108834	11	81.82	0.537	2e-05	0.463	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000164532	14	85.71	0.003	6e-05	0.997	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178764	5	100.0	0.628	0.04	0.568	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166439	3	100.0	0.382	0.632	0.43	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000169068	4	100.0	0.513	0.464	0.476	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00690000103118	14	100.0	0.749	5e-62	0.251	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000146522	5	100.0	0.608	0.213	0.671	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000154956	19	78.95	0.158	0.842	5e-10	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000163213	12	100.0	0.544	2e-05	0.456	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183312	11	100.0	0.726	0.0003	0.276	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000178277	4	100.0	0.51	0.43	0.521	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000169756	3	66.67	0.491	0.468	0.496	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000163331	3	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00390000003337	10	60.0	0.865	8e-10	0.135	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000159800	11	63.64	0.497	6e-06	0.503	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156022	3	100.0	0.49	0.488	0.482	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000161450	15	60.0	0.51	1e-05	0.49	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160474	17	94.12	0.217	5e-08	0.783	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178375	3	100.0	0.443	0.525	0.476	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000178042	9	88.89	0.295	0.721	0.354	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00960000186606	7	57.14	0.149	0.097	0.908	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00920000150635	4	75.0	0.628	0.154	0.724	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000159651	3	33.33	0.464	0.504	0.511	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000163885	13	69.23	0.676	1e-48	0.324	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000170036	3	66.67	0.505	0.484	0.473	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000166522	9	44.44	0.609	0.018	0.613	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00390000016298	4	100.0	0.495	0.505	0.495	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00910000147055	6	100.0	0.738	0.021	0.605	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00530000063255	4	100.0	0.466	0.482	0.51	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00510000051622	3	100.0	0.487	0.513	0.487	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000177785	5	100.0	0.187	0.688	0.456	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162816	3	100.0	0.393	0.393	0.607	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000177296	3	100.0	0.494	0.492	0.474	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000146517	7	100.0	0.038	0.038	0.962	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00910000147156	8	100.0	0.473	0.492	0.498	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178325	6	100.0	0.077	0.935	0.079	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000162542	4	100.0	0.506	8e-65	0.494	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167576	6	33.33	0.683	0.072	0.573	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000008931	10	90.0	0.447	0.399	0.603	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00700000106116	4	75.0	4e-17	1.0	4e-17	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000016470	11	63.64	0.596	2e-06	0.405	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167355	6	83.33	0.565	0.057	0.628	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000160004	6	66.67	0.635	0.083	0.592	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00390000014792	7	85.71	0.498	0.489	0.474	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000175713	11	100.0	0.106	0.897	0.104	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000002871	6	100.0	0.527	0.473	0.527	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00940000178526	13	100.0	0.014	0.0002	0.986	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000159656	7	100.0	0.522	0.001	0.498	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00860000135092	17	94.12	0.499	1e-42	0.501	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162197	3	100.0	0.465	0.458	0.529	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000158467	3	100.0	0.655	0.495	0.343	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000155474	14	78.57	0.42	0.001	0.597	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178658	3	100.0	0.707	0.494	0.502	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000168285	3	66.67	0.473	0.485	0.499	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000180465	3	100.0	0.48	0.52	0.48	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00930000152993	3	100.0	0.514	0.407	0.512	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00640000091497	4	50.0	0.491	0.508	0.447	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000003246	4	75.0	0.482	0.495	0.481	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00960000189633	5	100.0	0.52	0.002	0.548	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00530000067998	3	66.67	0.474	0.474	0.526	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000156489	7	57.14	0.996	3e-06	0.005	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000176078	13	100.0	0.802	3e-05	0.2	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000163053	9	55.56	0.151	0.861	0.21	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000158754	7	85.71	0.484	3e-05	0.516	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000178467	4	100.0	0.5	0.5	0.5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSGT00940000167593	8	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGT00390000012605	10	60.0	0.551	0.002	0.501	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000167230	5	40.0	0.504	9e-43	0.496	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157815	8	87.5	0.508	7e-06	0.492	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00950000183132	25	96.0	0.994	0.001	0.016	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000158642	3	33.33	0.51	0.439	0.498	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157624	4	100.0	0.473	0.493	0.492	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000168688	7	100.0	0.139	0.001	0.867	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00960000192520	3	100.0	0.499	0.484	0.473	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000181606	3	100.0	0.498	0.479	0.48	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00530000063787	10	100.0	0.538	0.005	0.511	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000157050	9	100.0	0.525	5e-09	0.476	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00940000160546	4	100.0	0.557	6e-07	0.445	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00930000151070	5	100.0	0.516	0.005	0.569	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSGT00940000162992	4	100.0	0.486	0.493	0.482	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00940000177899	3	100.0	0.524	0.476	0.524	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0
ENSGT00390000014331	3	100.0	0.497	0.508	0.381	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
ENSGT00390000006370	7	85.71	0.517	8e-60	0.483	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
ENSGT00910000147567	3	100.0	0.506	0.506	0.494	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
ENSGT00390000004541	6	100.0	0.494	0.495	0.477	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
