mus_spicilegus ENSMSIG00000027317
gambusia_affinis ENSGAFG00000005277
fundulus_heteroclitus ENSFHEG00000009182
cyprinodon_variegatus ENSCVAG00000001116
oryzias_latipes_asm223469v1 ENSORLG00015009434
oryzias_latipes ENSORLG00020016973
oryzias_latipes ENSORLG00000017440
oryzias_melastigma ENSOMEG00000003013
haplochromis_burtoni ENSHBUG00000006017
pundamilia_nyererei ENSPNYG00000002702
maylandia_zebra ENSMZEG00005003309
astatotilapia_calliptera ENSACLG00000010822
oreochromis_niloticus ENSONIG00000003435
amphilophus_citrinellus ENSACIG00000018581
amphiprion_ocellaris ENSAOCG00000007032
amphiprion_percula ENSAPEG00000010024
acanthochromis_polyacanthus ENSAPOG00000023134
stegastes_partitus ENSSPAG00000017526
cynoglossus_semilaevis ENSCSEG00000020917
seriola_lalandi_dorsalis ENSSLDG00000008636
seriola_dumerili ENSSDUG00000017207
labrus_bergylta ENSLBEG00000006880
mastacembelus_armatus ENSMAMG00000002558
monopterus_albus ENSMALG00000003795
anabas_testudineus ENSATEG00000007889
scophthalmus_maximus ENSSMAG00000014497
gadus_morhua ENSGMOG00000007968
tetraodon_nigroviridis ENSTNIG00000010208
takifugu_rubripes ENSTRUG00000011973
periophthalmus_magnuspinnatus ENSPMGG00000013779
esox_lucius ENSELUG00000010636
lepisosteus_oculatus ENSLOCG00000001106
ciona_savignyi ENSCSAVG00000003879
ciona_intestinalis ENSCING00000004445
drosophila_melanogaster FBgn0043456
