sus_scrofa ENSSSCG00000012813
acanthochromis_polyacanthus ENSAPOG00000010310
stegastes_partitus ENSSPAG00000009783
poecilia_formosa ENSPFOG00000020639
poecilia_reticulata ENSPREG00000019635
xiphophorus_couchianus ENSXCOG00000006752
xiphophorus_maculatus ENSXMAG00000020047
gambusia_affinis ENSGAFG00000006196
fundulus_heteroclitus ENSFHEG00000007681
kryptolebias_marmoratus ENSKMAG00000010341
oryzias_latipes ENSORLG00020002769
oryzias_latipes ENSORLG00000014956
oryzias_latipes ENSORLG00015015787
oryzias_melastigma ENSOMEG00000009180
astatotilapia_calliptera ENSACLG00000001209
maylandia_zebra ENSMZEG00005014135
pundamilia_nyererei ENSPNYG00000016007
haplochromis_burtoni ENSHBUG00000013033
neolamprologus_brichardi ENSNBRG00000002676
oreochromis_niloticus ENSONIG00000021052
scophthalmus_maximus ENSSMAG00000013224
cottoperca_gobio ENSCGOG00000001307
gasterosteus_aculeatus ENSGACG00000017873
mastacembelus_armatus ENSMAMG00000022857
monopterus_albus ENSMALG00000000096
labrus_bergylta ENSLBEG00000012307
seriola_lalandi ENSSLDG00000015655
seriola_dumerili ENSSDUG00000001742
hippocampus_comes ENSHCOG00000010397
mola_mola ENSMMOG00000012196
larimichthys_crocea ENSLCRG00005015226
acanthochromis_polyacanthus ENSAPOG00000020532
betta_splendens ENSBSLG00000008033
anabas_testudineus ENSATEG00000005889
periophthalmus_magnuspinnatus ENSPMGG00000005036
gadus_morhua ENSGMOG00000020094
phascolarctos_cinereus ENSPCIG00000022566
vombatus_ursinus ENSVURG00010008604
sarcophilus_harrisii ENSSHAG00000011855
monodelphis_domestica ENSMODG00000004846
denticeps_clupeoides ENSDCDG00000013522
callorhinchus_milii ENSCMIG00000004180
xenopus_tropicalis ENSXETG00000007177
eptatretus_burgeri ENSEBUG00000006462
ciona_savignyi ENSCSAVG00000010043
