lepidothrix_coronata ENSLCOG00000009667
mus_spicilegus ENSMSIG00000012843
mus_musculus ENSMUSG00000028657
mus_caroli MGP_CAROLIEiJ_G0026424
mus_pahari MGP_PahariEiJ_G0028754
rattus_norvegicus ENSRNOG00000012616
meriones_unguiculatus ENSMUGG00000007418
cricetulus_griseus ENSCGRG00000017745
cricetulus_griseus ENSCGRG00001017317
cricetulus_griseus ENSCGRG00015004033
mesocricetus_auratus ENSMAUG00000005418
microtus_ochrogaster ENSMOCG00000015437
peromyscus_maniculatus ENSPEMG00000008449
nannospalax_galili ENSNGAG00000017004
nannospalax_galili ENSNGAG00000021504
jaculus_jaculus ENSJJAG00000016991
castor_canadensis ENSCCNG00000007895
heterocephalus_glaber ENSHGLG00000011635
heterocephalus_glaber ENSHGLG00100006172
fukomys_damarensis ENSFDAG00000010690
octodon_degus ENSODEG00000006483
chinchilla_lanigera ENSCLAG00000009987
cavia_porcellus ENSCPOG00000005754
cavia_aperea ENSCAPG00000012092
dipodomys_ordii ENSDORG00000027642
ictidomys_tridecemlineatus ENSSTOG00000005065
urocitellus_parryii ENSUPAG00010016456
spermophilus_dauricus ENSSDAG00000003834
marmota_marmota ENSMMMG00000002699
myotis_lucifugus ENSMLUG00000011644
pteropus_vampyrus ENSPVAG00000015930
bos_taurus ENSBTAG00000013367
bos_mutus ENSBMUG00000023846
bison_bison ENSBBBG00000009427
bos_taurus ENSBTAG00000051234
bos_mutus ENSBMUG00000023831
bison_bison ENSBBBG00000006331
bos_mutus ENSBMUG00000026540
capra_hircus ENSCHIG00000024964
ovis_aries ENSOARG00000020179
tursiops_truncatus ENSTTRG00000004339
sus_scrofa ENSSSCG00000036673
vicugna_pacos ENSVPAG00000003014
ursus_americanus ENSUAMG00000020878
ursus_maritimus ENSUMAG00000017252
ailuropoda_melanoleuca ENSAMEG00000004444
mustela_putorius ENSMPUG00000014273
neovison_vison ENSNVIG00000015174
canis_lupus ENSCAFG00000003004
canis_lupus ENSCAFG00020003461
vulpes_vulpes ENSVVUG00000005177
panthera_pardus ENSPPRG00000001088
panthera_tigris ENSPTIG00000020102
felis_catus ENSFCAG00000023550
equus_caballus ENSECAG00000017370
equus_asinus ENSEASG00005000926
loxodonta_africana ENSLAFG00000022663
procavia_capensis ENSPCAG00000002429
echinops_telfairi ENSETEG00000012665
dasypus_novemcinctus ENSDNOG00000005527
sorex_araneus ENSSARG00000010773
phascolarctos_cinereus ENSPCIG00000020661
notamacropus_eugenii ENSMEUG00000004982
monodelphis_domestica ENSMODG00000017638
sarcophilus_harrisii ENSSHAG00000002339
ornithorhynchus_anatinus ENSOANG00000008130
xenopus_tropicalis ENSXETG00000001183
latimeria_chalumnae ENSLACG00000015155
poecilia_latipinna ENSPLAG00000011779
xiphophorus_couchianus ENSXCOG00000018805
xiphophorus_maculatus ENSXMAG00000003488
gambusia_affinis ENSGAFG00000017255
poecilia_mexicana ENSPMEG00000003332
poecilia_formosa ENSPFOG00000000883
poecilia_reticulata ENSPREG00000010053
cyprinodon_variegatus ENSCVAG00000017599
fundulus_heteroclitus ENSFHEG00000019205
oryzias_latipes ENSORLG00000009676
oryzias_latipes ENSORLG00015007995
oryzias_latipes ENSORLG00020016503
oryzias_melastigma ENSOMEG00000006005
pundamilia_nyererei ENSPNYG00000002732
haplochromis_burtoni ENSHBUG00000001625
astatotilapia_calliptera ENSACLG00000004957
maylandia_zebra ENSMZEG00005026327
neolamprologus_brichardi ENSNBRG00000014017
oreochromis_niloticus ENSONIG00000013654
amphilophus_citrinellus ENSACIG00000015133
cynoglossus_semilaevis ENSCSEG00000010527
mola_mola ENSMMOG00000013581
takifugu_rubripes ENSTRUG00000009602
labrus_bergylta ENSLBEG00000018087
labrus_bergylta ENSLBEG00000011097
tetraodon_nigroviridis ENSTNIG00000004587
seriola_dumerili ENSSDUG00000020980
seriola_lalandi ENSSLDG00000021546
scophthalmus_maximus ENSSMAG00000001080
mastacembelus_armatus ENSMAMG00000004148
kryptolebias_marmoratus ENSKMAG00000018850
anabas_testudineus ENSATEG00000006570
monopterus_albus ENSMALG00000012364
gasterosteus_aculeatus ENSGACG00000002641
amphiprion_ocellaris ENSAOCG00000017148
amphiprion_percula ENSAPEG00000022102
acanthochromis_polyacanthus ENSAPOG00000020815
stegastes_partitus ENSSPAG00000014289
hippocampus_comes ENSHCOG00000004004
periophthalmus_magnuspinnatus ENSPMGG00000023355
gadus_morhua ENSGMOG00000015901
esox_lucius ENSELUG00000023606
astyanax_mexicanus ENSAMXG00000036664
pygocentrus_nattereri ENSPNAG00000026191
ictalurus_punctatus ENSIPUG00000020038
danio_rerio ENSDARG00000039980
scleropages_formosus ENSSFOG00015022355
paramormyrops_kingsleyae ENSPKIG00000022808
lepisosteus_oculatus ENSLOCG00000000848
petromyzon_marinus ENSPMAG00000009232
eptatretus_burgeri ENSEBUG00000002217
ciona_intestinalis ENSCING00000008143
ciona_savignyi ENSCSAVG00000003050
drosophila_melanogaster FBgn0030057
caenorhabditis_elegans WBGene00004092
