clupea_harengus ENSCHAG00000026172
papio_anubis ENSPANG00000014211
macaca_mulatta ENSMMUG00000054264
macaca_fascicularis ENSMFAG00000001249
macaca_nemestrina ENSMNEG00000035726
chlorocebus_sabaeus ENSCSAG00000014212
mandrillus_leucophaeus ENSMLEG00000027972
cercocebus_atys ENSCATG00000035539
colobus_angolensis ENSCANG00000039594
piliocolobus_tephrosceles ENSPTEG00000001284
rhinopithecus_roxellana ENSRROG00000007464
rhinopithecus_bieti ENSRBIG00000034251
cebus_capucinus ENSCCAG00000036547
saimiri_boliviensis ENSSBOG00000022982
aotus_nancymaae ENSANAG00000005847
carlito_syrichta ENSTSYG00000005304
prolemur_simus ENSPSMG00000006888
propithecus_coquereli ENSPCOG00000022935
microcebus_murinus ENSMICG00000028765
otolemur_garnettii ENSOGAG00000033780
oryctolagus_cuniculus ENSOCUG00000005493
callithrix_jacchus ENSCJAG00000021522
pteropus_vampyrus ENSPVAG00000017506
myotis_lucifugus ENSMLUG00000005814
ursus_maritimus ENSUMAG00000016572
ursus_americanus ENSUAMG00000010642
ailuropoda_melanoleuca ENSAMEG00000000801
canis_lupus ENSCAFG00000024298
canis_lupus ENSCAFG00020007088
vulpes_vulpes ENSVVUG00000010029
mustela_putorius ENSMPUG00000003160
neovison_vison ENSNVIG00000006274
panthera_pardus ENSPPRG00000011834
panthera_tigris ENSPTIG00000009706
felis_catus ENSFCAG00000018124
equus_asinus ENSEASG00005022430
equus_caballus ENSECAG00000007310
bos_indicus ENSBIXG00000024588
bos_taurus ENSBTAG00000033254
bos_indicus ENSBIXG00005029785
bos_mutus ENSBMUG00000010523
bison_bison ENSBBBG00000004525
ovis_aries ENSOARG00000017311
capra_hircus ENSCHIG00000013011
tursiops_truncatus ENSTTRG00000009709
vicugna_pacos ENSVPAG00000003487
sus_scrofa ENSSSCG00000015998
dasypus_novemcinctus ENSDNOG00000019700
loxodonta_africana ENSLAFG00000016082
procavia_capensis ENSPCAG00000001611
erinaceus_europaeus ENSEEUG00000000482
ornithorhynchus_anatinus ENSOANG00000008632
apteryx_haastii ENSAHAG00000010350
apteryx_rowi ENSARWG00000003587
apteryx_owenii ENSAOWG00000004313
dromaius_novaehollandiae ENSDNVG00000004843
nothoprocta_perdicaria ENSNPEG00000010475
cyanistes_caeruleus ENSCCEG00000021825
cyanistes_caeruleus ENSCCEG00000021824
parus_major ENSPMJG00000017920
ficedula_albicollis ENSFALG00000000467
junco_hyemalis ENSJHYG00000003482
zonotrichia_albicollis ENSZALG00000009766
serinus_canaria ENSSCAG00000008079
manacus_vitellinus ENSMVIG00005005335
melopsittacus_undulatus ENSMUNG00000009367
calidris_pygmaea ENSCPGG00000005920
calidris_pugnax ENSCPUG00000006446
meleagris_gallopavo ENSMGAG00000002870
gallus_gallus ENSGALG00000013495
coturnix_japonica ENSCJPG00005002422
numida_meleagris ENSNMEG00000006809
anser_brachyrhynchus ENSABRG00000017740
crocodylus_porosus ENSCPRG00005002829
gopherus_agassizii ENSGAGG00000004491
chelonoidis_abingdonii ENSCABG00000011173
chrysemys_picta ENSCPBG00000004518
pelodiscus_sinensis ENSPSIG00000010489
salvator_merianae ENSSMRG00000005688
anolis_carolinensis ENSACAG00000022624
pelodiscus_sinensis ENSPSIG00000010164
equus_caballus ENSECAG00000023276
equus_asinus ENSEASG00005022319
ursus_americanus ENSUAMG00000026967
ursus_maritimus ENSUMAG00000022518
ailuropoda_melanoleuca ENSAMEG00000014694
sus_scrofa ENSSSCG00000005961
loxodonta_africana ENSLAFG00000008615
mus_spicilegus ENSMSIG00000006993
rattus_norvegicus ENSRNOG00000059240
cricetulus_griseus ENSCGRG00000000426
cricetulus_griseus ENSCGRG00001005606
mesocricetus_auratus ENSMAUG00000008964
peromyscus_maniculatus ENSPEMG00000012094
oryctolagus_cuniculus ENSOCUG00000021577
monodelphis_domestica ENSMODG00000001689
procavia_capensis ENSPCAG00000002917
loxodonta_africana ENSLAFG00000009620
echinops_telfairi ENSETEG00000004344
dasypus_novemcinctus ENSDNOG00000033438
ailuropoda_melanoleuca ENSAMEG00000014712
ailuropoda_melanoleuca ENSAMEG00000014715
ursus_maritimus ENSUMAG00000022512
mustela_putorius ENSMPUG00000001332
neovison_vison ENSNVIG00000008781
ursus_americanus ENSUAMG00000026965
canis_lupus ENSCAFG00000001087
canis_lupus ENSCAFG00020006656
vulpes_vulpes ENSVVUG00000016962
panthera_tigris ENSPTIG00000020642
panthera_pardus ENSPPRG00000023614
felis_catus ENSFCAG00000006972
ovis_aries ENSOARG00000007914
capra_hircus ENSCHIG00000018918
bos_indicus ENSBIXG00000016725
bos_taurus ENSBTAG00000017478
bos_indicus ENSBIXG00005028921
bos_mutus ENSBMUG00000007958
bison_bison ENSBBBG00000022581
tursiops_truncatus ENSTTRG00000004378
sus_scrofa ENSSSCG00000005962
myotis_lucifugus ENSMLUG00000026948
myotis_lucifugus ENSMLUG00000008520
myotis_lucifugus ENSMLUG00000029538
myotis_lucifugus ENSMLUG00000027688
myotis_lucifugus ENSMLUG00000029252
pteropus_vampyrus ENSPVAG00000001804
equus_caballus ENSECAG00000022588
equus_asinus ENSEASG00005022323
sorex_araneus ENSSARG00000013696
sorex_araneus ENSSARG00000007645
erinaceus_europaeus ENSEEUG00000014775
mus_caroli MGP_CAROLIEiJ_G0019835
mus_musculus ENSMUSG00000079025
mus_spretus MGP_SPRETEiJ_G0020732
mus_caroli MGP_CAROLIEiJ_G0019837
mus_caroli MGP_CAROLIEiJ_G0019836
mus_caroli MGP_CAROLIEiJ_G0019838
mus_musculus ENSMUSG00000056293
mus_musculus ENSMUSG00000055748
mus_musculus ENSMUSG00000055827
mus_spretus MGP_SPRETEiJ_G0020733
mus_spretus MGP_SPRETEiJ_G0020735
mus_spretus MGP_SPRETEiJ_G0020734
mus_pahari MGP_PahariEiJ_G0019843
rattus_norvegicus ENSRNOG00000054576
meriones_unguiculatus ENSMUGG00000011797
microtus_ochrogaster ENSMOCG00000009341
microtus_ochrogaster ENSMOCG00000001001
cricetulus_griseus ENSCGRG00015005788
cricetulus_griseus ENSCGRG00001006108
mesocricetus_auratus ENSMAUG00000008687
mesocricetus_auratus ENSMAUG00000008438
mesocricetus_auratus ENSMAUG00000008551
cricetulus_griseus ENSCGRG00001002634
cricetulus_griseus ENSCGRG00015005915
cricetulus_griseus ENSCGRG00001002976
cricetulus_griseus ENSCGRG00015005850
cricetulus_griseus ENSCGRG00015005830
peromyscus_maniculatus ENSPEMG00000010097
peromyscus_maniculatus ENSPEMG00000029998
peromyscus_maniculatus ENSPEMG00000025052
peromyscus_maniculatus ENSPEMG00000027864
nannospalax_galili ENSNGAG00000021762
jaculus_jaculus ENSJJAG00000023137
chinchilla_lanigera ENSCLAG00000001086
urocitellus_parryii ENSUPAG00010008550
ictidomys_tridecemlineatus ENSSTOG00000007048
spermophilus_dauricus ENSSDAG00000017865
tupaia_belangeri ENSTBEG00000010269
pan_paniscus ENSPPAG00000038920
pan_troglodytes ENSPTRG00000020584
gorilla_gorilla ENSGGOG00000004341
homo_sapiens ENSG00000147697
pongo_abelii ENSPPYG00000018882
nomascus_leucogenys ENSNLEG00000005577
piliocolobus_tephrosceles ENSPTEG00000030612
colobus_angolensis ENSCANG00000029869
rhinopithecus_roxellana ENSRROG00000039112
rhinopithecus_bieti ENSRBIG00000042153
theropithecus_gelada ENSTGEG00000011073
papio_anubis ENSPANG00000034742
macaca_mulatta ENSMMUG00000015345
macaca_nemestrina ENSMNEG00000000045
macaca_fascicularis ENSMFAG00000001675
mandrillus_leucophaeus ENSMLEG00000021769
cercocebus_atys ENSCATG00000042061
callithrix_jacchus ENSCJAG00000055269
callithrix_jacchus ENSCJAG00000012609
cebus_capucinus ENSCCAG00000021127
aotus_nancymaae ENSANAG00000028301
otolemur_garnettii ENSOGAG00000002105
monodelphis_domestica ENSMODG00000001653
sarcophilus_harrisii ENSSHAG00000013038
notamacropus_eugenii ENSMEUG00000014566
monodelphis_domestica ENSMODG00000001632
sarcophilus_harrisii ENSSHAG00000002037
sarcophilus_harrisii ENSSHAG00000008453
phascolarctos_cinereus ENSPCIG00000032342
monodelphis_domestica ENSMODG00000011297
gorilla_gorilla ENSGGOG00000006736
homo_sapiens ENSG00000104518
pan_paniscus ENSPPAG00000038919
pan_troglodytes ENSPTRG00000020656
pongo_abelii ENSPPYG00000029535
nomascus_leucogenys ENSNLEG00000001683
colobus_angolensis ENSCANG00000031062
piliocolobus_tephrosceles ENSPTEG00000003501
rhinopithecus_bieti ENSRBIG00000037912
rhinopithecus_roxellana ENSRROG00000033283
papio_anubis ENSPANG00000005577
theropithecus_gelada ENSTGEG00000016814
cercocebus_atys ENSCATG00000039575
mandrillus_leucophaeus ENSMLEG00000027929
macaca_mulatta ENSMMUG00000001633
macaca_fascicularis ENSMFAG00000002466
macaca_nemestrina ENSMNEG00000031344
chlorocebus_sabaeus ENSCSAG00000009063
saimiri_boliviensis ENSSBOG00000002449
cebus_capucinus ENSCCAG00000027541
callithrix_jacchus ENSCJAG00000021434
aotus_nancymaae ENSANAG00000019900
carlito_syrichta ENSTSYG00000004801
propithecus_coquereli ENSPCOG00000028039
microcebus_murinus ENSMICG00000001105
prolemur_simus ENSPSMG00000024026
otolemur_garnettii ENSOGAG00000014912
tupaia_belangeri ENSTBEG00000009287
mus_spretus MGP_SPRETEiJ_G0020798
mus_spicilegus ENSMSIG00000021268
mus_musculus ENSMUSG00000022575
mus_caroli MGP_CAROLIEiJ_G0019898
mus_pahari MGP_PahariEiJ_G0019906
rattus_norvegicus ENSRNOG00000007728
meriones_unguiculatus ENSMUGG00000009752
meriones_unguiculatus ENSMUGG00000009769
cricetulus_griseus ENSCGRG00001012963
cricetulus_griseus ENSCGRG00015017596
cricetulus_griseus ENSCGRG00000012407
mesocricetus_auratus ENSMAUG00000010559
peromyscus_maniculatus ENSPEMG00000015784
peromyscus_maniculatus ENSPEMG00000031260
nannospalax_galili ENSNGAG00000010971
jaculus_jaculus ENSJJAG00000014659
octodon_degus ENSODEG00000014859
cavia_porcellus ENSCPOG00000000044
chinchilla_lanigera ENSCLAG00000009094
heterocephalus_glaber ENSHGLG00100006396
heterocephalus_glaber ENSHGLG00000008317
fukomys_damarensis ENSFDAG00000020294
urocitellus_parryii ENSUPAG00010023455
ictidomys_tridecemlineatus ENSSTOG00000025332
spermophilus_dauricus ENSSDAG00000014669
marmota_marmota ENSMMMG00000006237
castor_canadensis ENSCCNG00000000046
dipodomys_ordii ENSDORG00000000580
oryctolagus_cuniculus ENSOCUG00000001885
ochotona_princeps ENSOPRG00000016695
dasypus_novemcinctus ENSDNOG00000031707
loxodonta_africana ENSLAFG00000002725
echinops_telfairi ENSETEG00000015874
ursus_americanus ENSUAMG00000012914
ursus_maritimus ENSUMAG00000001062
ailuropoda_melanoleuca ENSAMEG00000006635
mustela_putorius ENSMPUG00000008307
canis_lupus ENSCAFG00000001301
canis_lupus ENSCAFG00020018657
vulpes_vulpes ENSVVUG00000022593
felis_catus ENSFCAG00000013242
panthera_pardus ENSPPRG00000011299
equus_asinus ENSEASG00005009624
equus_caballus ENSECAG00000015005
capra_hircus ENSCHIG00000010774
ovis_aries ENSOARG00000000576
bos_indicus ENSBIXG00000012966
bos_indicus ENSBIXG00005030192
bos_taurus ENSBTAG00000021474
bos_mutus ENSBMUG00000015651
bison_bison ENSBBBG00000019220
tursiops_truncatus ENSTTRG00000015127
sus_scrofa ENSSSCG00000006955
pteropus_vampyrus ENSPVAG00000005980
erinaceus_europaeus ENSEEUG00000013331
sorex_araneus ENSSARG00000007349
pongo_abelii ENSPPYG00000029553
procavia_capensis ENSPCAG00000014709
gorilla_gorilla ENSGGOG00000028063
homo_sapiens ENSG00000197734
pan_troglodytes ENSPTRG00000024275
pan_paniscus ENSPPAG00000043997
nomascus_leucogenys ENSNLEG00000016790
macaca_fascicularis ENSMFAG00000036366
macaca_nemestrina ENSMNEG00000003854
macaca_mulatta ENSMMUG00000005403
papio_anubis ENSPANG00000032887
cercocebus_atys ENSCATG00000044812
piliocolobus_tephrosceles ENSPTEG00000023042
callithrix_jacchus ENSCJAG00000038681
prolemur_simus ENSPSMG00000010477
microcebus_murinus ENSMICG00000047212
propithecus_coquereli ENSPCOG00000021479
otolemur_garnettii ENSOGAG00000010930
rhinopithecus_roxellana ENSRROG00000042408
rhinopithecus_bieti ENSRBIG00000038273
colobus_angolensis ENSCANG00000030044
piliocolobus_tephrosceles ENSPTEG00000015987
macaca_fascicularis ENSMFAG00000041949
macaca_nemestrina ENSMNEG00000040548
papio_anubis ENSPANG00000030621
cercocebus_atys ENSCATG00000030971
mandrillus_leucophaeus ENSMLEG00000032261
chlorocebus_sabaeus ENSCSAG00000002734
pan_paniscus ENSPPAG00000040540
pan_troglodytes ENSPTRG00000009106
homo_sapiens ENSG00000073605
gorilla_gorilla ENSGGOG00000008287
pongo_abelii ENSPPYG00000008474
nomascus_leucogenys ENSNLEG00000001243
cricetulus_griseus ENSCGRG00015015200
pteropus_vampyrus ENSPVAG00000008539
myotis_lucifugus ENSMLUG00000003327
ailuropoda_melanoleuca ENSAMEG00000009867
ursus_americanus ENSUAMG00000015453
canis_lupus ENSCAFG00000028585
canis_lupus ENSCAFG00020019030
felis_catus ENSFCAG00000051985
equus_caballus ENSECAG00000023937
equus_asinus ENSEASG00005002257
capra_hircus ENSCHIG00000022167
ovis_aries ENSOARG00000012292
bos_indicus ENSBIXG00005031177
bos_indicus ENSBIXG00000011259
bos_mutus ENSBMUG00000002954
bos_taurus ENSBTAG00000012854
bison_bison ENSBBBG00000008867
tursiops_truncatus ENSTTRG00000008227
sus_scrofa ENSSSCG00000021018
vicugna_pacos ENSVPAG00000001708
choloepus_hoffmanni ENSCHOG00000005376
dasypus_novemcinctus ENSDNOG00000048034
loxodonta_africana ENSLAFG00000001556
echinops_telfairi ENSETEG00000014887
procavia_capensis ENSPCAG00000012151
tupaia_belangeri ENSTBEG00000017229
vombatus_ursinus ENSVURG00010005578
phascolarctos_cinereus ENSPCIG00000000562
sarcophilus_harrisii ENSSHAG00000014389
monodelphis_domestica ENSMODG00000012912
cricetulus_griseus ENSCGRG00001010390
cricetulus_griseus ENSCGRG00015015163
mesocricetus_auratus ENSMAUG00000011518
microtus_ochrogaster ENSMOCG00000009976
peromyscus_maniculatus ENSPEMG00000016960
mus_caroli MGP_CAROLIEiJ_G0017092
mus_musculus ENSMUSG00000017204
mus_pahari MGP_PahariEiJ_G0018221
mus_musculus ENSMUSG00000017211
mus_caroli MGP_CAROLIEiJ_G0017091
mus_pahari MGP_PahariEiJ_G0018219
mus_pahari MGP_PahariEiJ_G0018220
mus_musculus ENSMUSG00000064224
mus_spicilegus ENSMSIG00000017176
mus_caroli MGP_CAROLIEiJ_G0017090
rattus_norvegicus ENSRNOG00000007943
meriones_unguiculatus ENSMUGG00000003330
nannospalax_galili ENSNGAG00000001949
jaculus_jaculus ENSJJAG00000004659
dipodomys_ordii ENSDORG00000015560
chinchilla_lanigera ENSCLAG00000013748
octodon_degus ENSODEG00000017619
heterocephalus_glaber ENSHGLG00000011226
heterocephalus_glaber ENSHGLG00100002069
fukomys_damarensis ENSFDAG00000009249
cavia_porcellus ENSCPOG00000015125
cavia_aperea ENSCAPG00000011155
ochotona_princeps ENSOPRG00000007174
propithecus_coquereli ENSPCOG00000018742
microcebus_murinus ENSMICG00000047508
prolemur_simus ENSPSMG00000010579
otolemur_garnettii ENSOGAG00000009771
pan_paniscus ENSPPAG00000040380
pan_troglodytes ENSPTRG00000009108
homo_sapiens ENSG00000167914
gorilla_gorilla ENSGGOG00000005040
nomascus_leucogenys ENSNLEG00000001406
rhinopithecus_bieti ENSRBIG00000041135
rhinopithecus_roxellana ENSRROG00000017834
colobus_angolensis ENSCANG00000040205
piliocolobus_tephrosceles ENSPTEG00000015738
theropithecus_gelada ENSTGEG00000005037
cercocebus_atys ENSCATG00000031874
papio_anubis ENSPANG00000021747
macaca_mulatta ENSMMUG00000064723
macaca_fascicularis ENSMFAG00000008821
macaca_nemestrina ENSMNEG00000032385
chlorocebus_sabaeus ENSCSAG00000002743
mandrillus_leucophaeus ENSMLEG00000043349
saimiri_boliviensis ENSSBOG00000024335
cebus_capucinus ENSCCAG00000000627
callithrix_jacchus ENSCJAG00000000318
aotus_nancymaae ENSANAG00000037490
erinaceus_europaeus ENSEEUG00000009033
sorex_araneus ENSSARG00000002129
bos_indicus ENSBIXG00005031187
choloepus_hoffmanni ENSCHOG00000010762
urocitellus_parryii ENSUPAG00010007958
spermophilus_dauricus ENSSDAG00000006167
ictidomys_tridecemlineatus ENSSTOG00000025132
marmota_marmota ENSMMMG00000007535
castor_canadensis ENSCCNG00000006237
carlito_syrichta ENSTSYG00000027828
ursus_americanus ENSUAMG00000015449
ursus_maritimus ENSUMAG00000017514
neovison_vison ENSNVIG00000003267
mustela_putorius ENSMPUG00000014950
canis_lupus ENSCAFG00020019006
canis_lupus ENSCAFG00000016283
vulpes_vulpes ENSVVUG00000001147
panthera_tigris ENSPTIG00000012618
panthera_pardus ENSPPRG00000010096
felis_catus ENSFCAG00000014990
vicugna_pacos ENSVPAG00000001710
bos_indicus ENSBIXG00000000823
bos_taurus ENSBTAG00000010070
bos_mutus ENSBMUG00000003104
bison_bison ENSBBBG00000024086
capra_hircus ENSCHIG00000015223
ovis_aries ENSOARG00000012377
sus_scrofa ENSSSCG00000017490
equus_asinus ENSEASG00005002276
equus_caballus ENSECAG00000020443
pteropus_vampyrus ENSPVAG00000008542
myotis_lucifugus ENSMLUG00000003337
tupaia_belangeri ENSTBEG00000017261
oryctolagus_cuniculus ENSOCUG00000009682
dasypus_novemcinctus ENSDNOG00000042028
procavia_capensis ENSPCAG00000014880
loxodonta_africana ENSLAFG00000028544
echinops_telfairi ENSETEG00000006249
vombatus_ursinus ENSVURG00010005516
phascolarctos_cinereus ENSPCIG00000024505
notamacropus_eugenii ENSMEUG00000006720
sarcophilus_harrisii ENSSHAG00000014137
monodelphis_domestica ENSMODG00000012979
ornithorhynchus_anatinus ENSOANG00000009789
ornithorhynchus_anatinus ENSOANG00000022712
monodelphis_domestica ENSMODG00000012920
phascolarctos_cinereus ENSPCIG00000024512
ornithorhynchus_anatinus ENSOANG00000009791
echinops_telfairi ENSETEG00000010362
tupaia_belangeri ENSTBEG00000007052
xenopus_tropicalis ENSXETG00000018198
latimeria_chalumnae ENSLACG00000004231
callorhinchus_milii ENSCMIG00000013757
lepisosteus_oculatus ENSLOCG00000006261
petromyzon_marinus ENSPMAG00000005499
eptatretus_burgeri ENSEBUG00000001340
