capra_hircus ENSCHIG00000016448
macaca_nemestrina ENSMNEG00000038145
papio_anubis ENSPANG00000005168
cercocebus_atys ENSCATG00000013606
mandrillus_leucophaeus ENSMLEG00000040068
theropithecus_gelada ENSTGEG00000016512
chlorocebus_sabaeus ENSCSAG00000014921
cebus_capucinus ENSCCAG00000022120
saimiri_boliviensis_boliviensis ENSSBOG00000018998
callithrix_jacchus ENSCJAG00000004290
aotus_nancymaae ENSANAG00000029368
carlito_syrichta ENSTSYG00000011049
prolemur_simus ENSPSMG00000003989
microcebus_murinus ENSMICG00000003198
propithecus_coquereli ENSPCOG00000025177
otolemur_garnettii ENSOGAG00000003308
erinaceus_europaeus ENSEEUG00000006659
sorex_araneus ENSSARG00000002373
choloepus_hoffmanni ENSCHOG00000005966
dasypus_novemcinctus ENSDNOG00000019007
loxodonta_africana ENSLAFG00000011029
procavia_capensis ENSPCAG00000012843
echinops_telfairi ENSETEG00000001890
phascolarctos_cinereus ENSPCIG00000019496
notamacropus_eugenii ENSMEUG00000006674
sarcophilus_harrisii ENSSHAG00000014386
monodelphis_domestica ENSMODG00000017222
ornithorhynchus_anatinus ENSOANG00000002574
apteryx_haastii ENSAHAG00000002332
apteryx_owenii ENSAOWG00000018348
apteryx_rowi ENSARWG00000011405
dromaius_novaehollandiae ENSDNVG00000015891
nothoprocta_perdicaria ENSNPEG00000011626
calidris_pygmaea ENSCPGG00000005684
calidris_pugnax ENSCPUG00000007446
melopsittacus_undulatus ENSMUNG00000003270
taeniopygia_guttata ENSTGUG00000007990
taeniopygia_guttata ENSTGUG00000015477
lonchura_striata_domestica ENSLSDG00000000908
serinus_canaria ENSSCAG00000013567
junco_hyemalis ENSJHYG00000007687
zonotrichia_albicollis ENSZALG00000008585
ficedula_albicollis ENSFALG00000004385
parus_major ENSPMJG00000011492
cyanistes_caeruleus ENSCCEG00000006876
lepidothrix_coronata ENSLCOG00000002579
manacus_vitellinus ENSMVIG00005014867
anser_brachyrhynchus ENSABRG00000010291
anas_platyrhynchos_platyrhynchos ENSAPLG00000014477
coturnix_japonica ENSCJPG00005018127
meleagris_gallopavo ENSMGAG00000014691
gallus_gallus ENSGALG00000016554
numida_meleagris ENSNMEG00000015593
crocodylus_porosus ENSCPRG00005005691
chrysemys_picta_bellii ENSCPBG00000012731
chelonoidis_abingdonii ENSCABG00000016612
pelodiscus_sinensis ENSPSIG00000006623
pogona_vitticeps ENSPVIG00000017343
anolis_carolinensis ENSACAG00000016963
notechis_scutatus ENSNSUG00000012800
salvator_merianae ENSSMRG00000022596
sphenodon_punctatus ENSSPUG00000007493
xenopus_tropicalis ENSXETG00000022452
latimeria_chalumnae ENSLACG00000014299
tetraodon_nigroviridis ENSTNIG00000009505
takifugu_rubripes ENSTRUG00000017042
cynoglossus_semilaevis ENSCSEG00000001064
xiphophorus_couchianus ENSXCOG00000000416
xiphophorus_maculatus ENSXMAG00000001941
gambusia_affinis ENSGAFG00000008487
poecilia_mexicana ENSPMEG00000024233
poecilia_formosa ENSPFOG00000016856
poecilia_latipinna ENSPLAG00000020223
poecilia_reticulata ENSPREG00000019602
fundulus_heteroclitus ENSFHEG00000010401
cyprinodon_variegatus ENSCVAG00000009512
kryptolebias_marmoratus ENSKMAG00000018528
oryzias_latipes_asm223469v1 ENSORLG00015019243
oryzias_latipes ENSORLG00020020010
oryzias_melastigma ENSOMEG00000012397
mastacembelus_armatus ENSMAMG00000010321
monopterus_albus ENSMALG00000013523
anabas_testudineus ENSATEG00000016171
gasterosteus_aculeatus ENSGACG00000015100
mola_mola ENSMMOG00000018612
labrus_bergylta ENSLBEG00000025311
seriola_lalandi_dorsalis ENSSLDG00000023484
seriola_dumerili ENSSDUG00000002311
scophthalmus_maximus ENSSMAG00000013250
amphiprion_ocellaris ENSAOCG00000001769
amphiprion_percula ENSAPEG00000024611
acanthochromis_polyacanthus ENSAPOG00000015439
stegastes_partitus ENSSPAG00000014897
maylandia_zebra ENSMZEG00005006246
pundamilia_nyererei ENSPNYG00000023222
astatotilapia_calliptera ENSACLG00000020584
haplochromis_burtoni ENSHBUG00000023227
neolamprologus_brichardi ENSNBRG00000020829
oreochromis_niloticus ENSONIG00000003407
amphilophus_citrinellus ENSACIG00000004923
hippocampus_comes ENSHCOG00000020424
periophthalmus_magnuspinnatus ENSPMGG00000014129
gadus_morhua ENSGMOG00000008237
esox_lucius ENSELUG00000011793
pygocentrus_nattereri ENSPNAG00000002815
astyanax_mexicanus ENSAMXG00000008462
ictalurus_punctatus ENSIPUG00000014467
danio_rerio ENSDARG00000016918
scleropages_formosus ENSSFOG00015009665
paramormyrops_kingsleyae ENSPKIG00000013075
lepisosteus_oculatus ENSLOCG00000007694
eptatretus_burgeri ENSEBUG00000005688
caenorhabditis_elegans_strain_n2 WBGene00000039
