hippocampus_comes ENSHCOG00000004171
manacus_vitellinus ENSMVIG00005019916
melopsittacus_undulatus ENSMUNG00000005716
apteryx_haastii ENSAHAG00000001374
apteryx_owenii ENSAOWG00000007322
apteryx_rowi ENSARWG00000018357
dromaius_novaehollandiae ENSDNVG00000012850
nothoprocta_perdicaria ENSNPEG00000004098
crocodylus_porosus ENSCPRG00005011566
gopherus_agassizii ENSGAGG00000021014
chelonoidis_abingdonii ENSCABG00000019634
chrysemys_picta_bellii ENSCPBG00000009242
pelodiscus_sinensis ENSPSIG00000002589
anolis_carolinensis ENSACAG00000017139
notechis_scutatus ENSNSUG00000003213
pogona_vitticeps ENSPVIG00000005928
salvator_merianae ENSSMRG00000006859
sphenodon_punctatus ENSSPUG00000018683
phascolarctos_cinereus ENSPCIG00000032875
phascolarctos_cinereus ENSPCIG00000022423
notamacropus_eugenii ENSMEUG00000008842
sarcophilus_harrisii ENSSHAG00000014330
monodelphis_domestica ENSMODG00000017771
tursiops_truncatus ENSTTRG00000017220
sus_scrofa ENSSSCG00000000571
vicugna_pacos ENSVPAG00000007552
ovis_aries ENSOARG00000020225
capra_hircus ENSCHIG00000026713
bos_mutus ENSBMUG00000004814
bos_taurus ENSBTAG00000019294
bison_bison_bison ENSBBBG00000002026
equus_caballus ENSECAG00000036801
equus_caballus ENSECAG00000033731
equus_caballus ENSECAG00000037160
equus_caballus ENSECAG00000033325
equus_asinus_asinus ENSEASG00005013981
pteropus_vampyrus ENSPVAG00000002464
myotis_lucifugus ENSMLUG00000005056
mustela_putorius_furo ENSMPUG00000011707
ursus_americanus ENSUAMG00000027215
propithecus_coquereli ENSPCOG00000015402
nannospalax_galili ENSNGAG00000016209
choloepus_hoffmanni ENSCHOG00000006077
procavia_capensis ENSPCAG00000002935
loxodonta_africana ENSLAFG00000004848
dasypus_novemcinctus ENSDNOG00000016213
ursus_maritimus ENSUMAG00000001657
ursus_americanus ENSUAMG00000007778
ailuropoda_melanoleuca ENSAMEG00000016153
neovison_vison ENSNVIG00000020358
mustela_putorius_furo ENSMPUG00000000167
canis_lupus_familiaris ENSCAFG00000012066
canis_lupus_dingo ENSCAFG00020008129
vulpes_vulpes ENSVVUG00000000871
panthera_pardus ENSPPRG00000007122
panthera_tigris_altaica ENSPTIG00000006749
felis_catus ENSFCAG00000012523
oryctolagus_cuniculus ENSOCUG00000008023
ochotona_princeps ENSOPRG00000015483
tupaia_belangeri ENSTBEG00000000829
pan_paniscus ENSPPAG00000034422
pan_troglodytes ENSPTRG00000004764
homo_sapiens ENSG00000069431
gorilla_gorilla ENSGGOG00000023368
nomascus_leucogenys ENSNLEG00000004911
rhinopithecus_roxellana ENSRROG00000039015
rhinopithecus_bieti ENSRBIG00000034754
piliocolobus_tephrosceles ENSPTEG00000022098
cercocebus_atys ENSCATG00000039700
mandrillus_leucophaeus ENSMLEG00000027787
theropithecus_gelada ENSTGEG00000025871
macaca_fascicularis ENSMFAG00000041870
colobus_angolensis_palliatus ENSCANG00000029160
rhinopithecus_bieti ENSRBIG00000039316
macaca_nemestrina ENSMNEG00000045266
macaca_mulatta ENSMMUG00000020806
chlorocebus_sabaeus ENSCSAG00000007930
papio_anubis ENSPANG00000005518
pongo_abelii ENSPPYG00000004358
saimiri_boliviensis_boliviensis ENSSBOG00000021746
callithrix_jacchus ENSCJAG00000042358
cebus_capucinus ENSCCAG00000021984
aotus_nancymaae ENSANAG00000029123
carlito_syrichta ENSTSYG00000001638
prolemur_simus ENSPSMG00000010926
microcebus_murinus ENSMICG00000009833
otolemur_garnettii ENSOGAG00000016970
sorex_araneus ENSSARG00000006683
erinaceus_europaeus ENSEEUG00000003075
jaculus_jaculus ENSJJAG00000020871
echinops_telfairi ENSETEG00000016406
ornithorhynchus_anatinus ENSOANG00000006690
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030091
mus_spicilegus ENSMSIG00000019881
mus_musculus ENSMUSG00000030249
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029036
mus_pahari MGP_PahariEiJ_G0022797
rattus_norvegicus ENSRNOG00000036960
meriones_unguiculatus ENSMUGG00000018614
cricetulus_griseus_chok1gshd ENSCGRG00001000558
cricetulus_griseus_crigri-picr ENSCGRG00015009386
cricetulus_griseus_crigri ENSCGRG00000006345
mesocricetus_auratus ENSMAUG00000022184
microtus_ochrogaster ENSMOCG00000018016
peromyscus_maniculatus_bairdii ENSPEMG00000021085
dipodomys_ordii ENSDORG00000026375
nannospalax_galili ENSNGAG00000007570
castor_canadensis ENSCCNG00000023459
cavia_porcellus ENSCPOG00000011536
cavia_aperea ENSCAPG00000012861
chinchilla_lanigera ENSCLAG00000017154
heterocephalus_glaber_male ENSHGLG00100018940
heterocephalus_glaber_female ENSHGLG00000014958
fukomys_damarensis ENSFDAG00000021425
octodon_degus ENSODEG00000011228
urocitellus_parryii ENSUPAG00010017855
spermophilus_dauricus ENSSDAG00000005778
marmota_marmota_marmota ENSMMMG00000016950
ictidomys_tridecemlineatus ENSSTOG00000001507
latimeria_chalumnae ENSLACG00000001982
lepisosteus_oculatus ENSLOCG00000015376
scleropages_formosus ENSSFOG00015006097
astyanax_mexicanus ENSAMXG00000019554
pygocentrus_nattereri ENSPNAG00000003774
ictalurus_punctatus ENSIPUG00000006065
danio_rerio ENSDARG00000015985
esox_lucius ENSELUG00000021423
gadus_morhua ENSGMOG00000001244
