vicugna_pacos ENSVPAG00000006360
tetraodon_nigroviridis ENSTNIG00000005035
cynoglossus_semilaevis ENSCSEG00000002208
amphiprion_percula ENSAPEG00000009038
amphiprion_ocellaris ENSAOCG00000023953
acanthochromis_polyacanthus ENSAPOG00000004605
stegastes_partitus ENSSPAG00000001285
parambassis_ranga ENSPRNG00000017053
maylandia_zebra ENSMZEG00005026175
maylandia_zebra ENSMZEG00005018419
pundamilia_nyererei ENSPNYG00000017385
astatotilapia_calliptera ENSACLG00000016373
haplochromis_burtoni ENSHBUG00000000647
neolamprologus_brichardi ENSNBRG00000000727
oreochromis_niloticus ENSONIG00000019122
amphilophus_citrinellus ENSACIG00000008130
oryzias_latipes ENSORLG00020000232
oryzias_latipes ENSORLG00015008928
oryzias_melastigma ENSOMEG00000015562
monopterus_albus ENSMALG00000012115
mastacembelus_armatus ENSMAMG00000010688
anabas_testudineus ENSATEG00000014734
betta_splendens ENSBSLG00000021734
seriola_dumerili ENSSDUG00000014589
seriola_lalandi ENSSLDG00000012434
lates_calcarifer ENSLCAG00010026835
scophthalmus_maximus ENSSMAG00000013565
cottoperca_gobio ENSCGOG00000013498
gasterosteus_aculeatus ENSGACG00000010001
labrus_bergylta ENSLBEG00000005815
larimichthys_crocea ENSLCRG00005003313
mola_mola ENSMMOG00000009230
gadus_morhua ENSGMOG00000011547
denticeps_clupeoides ENSDCDG00000032983
astyanax_mexicanus ENSAMXG00000039560
astyanax_mexicanus ENSAMXG00005005277
pygocentrus_nattereri ENSPNAG00000009152
electrophorus_electricus ENSEEEG00000010403
ictalurus_punctatus ENSIPUG00000003383
danio_rerio ENSDARG00000056609
hucho_hucho ENSHHUG00000024374
hucho_hucho ENSHHUG00000046633
esox_lucius ENSELUG00000003303
scleropages_formosus ENSSFOG00015011948
paramormyrops_kingsleyae ENSPKIG00000025074
lepisosteus_oculatus ENSLOCG00000006195
erpetoichthys_calabaricus ENSECRG00000002848
lepisosteus_oculatus ENSLOCG00000015404
erpetoichthys_calabaricus ENSECRG00000015678
latimeria_chalumnae ENSLACG00000000255
clupea_harengus ENSCHAG00000027003
denticeps_clupeoides ENSDCDG00000027615
astyanax_mexicanus ENSAMXG00005015623
astyanax_mexicanus ENSAMXG00000038190
pygocentrus_nattereri ENSPNAG00000022537
ictalurus_punctatus ENSIPUG00000016088
electrophorus_electricus ENSEEEG00000021855
danio_rerio ENSDARG00000023267
oryzias_latipes ENSORLG00000014942
oryzias_latipes ENSORLG00020001119
oryzias_melastigma ENSOMEG00000018502
gouania_willdenowi ENSGWIG00000008368
tetraodon_nigroviridis ENSTNIG00000016751
takifugu_rubripes ENSTRUG00000012810
periophthalmus_magnuspinnatus ENSPMGG00000001391
hippocampus_comes ENSHCOG00000003027
cottoperca_gobio ENSCGOG00000002345
gasterosteus_aculeatus ENSGACG00000012861
mola_mola ENSMMOG00000014700
poecilia_formosa ENSPFOG00000012028
poecilia_mexicana ENSPMEG00000021170
poecilia_latipinna ENSPLAG00000014591
poecilia_reticulata ENSPREG00000019659
xiphophorus_maculatus ENSXMAG00000017961
gambusia_affinis ENSGAFG00000006277
cyprinodon_variegatus ENSCVAG00000000585
fundulus_heteroclitus ENSFHEG00000008931
kryptolebias_marmoratus ENSKMAG00000009590
maylandia_zebra ENSMZEG00005018741
astatotilapia_calliptera ENSACLG00000020464
pundamilia_nyererei ENSPNYG00000003867
haplochromis_burtoni ENSHBUG00000009068
oreochromis_niloticus ENSONIG00000011114
neolamprologus_brichardi ENSNBRG00000001459
amphilophus_citrinellus ENSACIG00000019573
amphiprion_ocellaris ENSAOCG00000009872
amphiprion_percula ENSAPEG00000005410
acanthochromis_polyacanthus ENSAPOG00000019094
stegastes_partitus ENSSPAG00000019888
monopterus_albus ENSMALG00000017231
mastacembelus_armatus ENSMAMG00000000353
larimichthys_crocea ENSLCRG00005014669
labrus_bergylta ENSLBEG00000007909
parambassis_ranga ENSPRNG00000005017
betta_splendens ENSBSLG00000021483
anabas_testudineus ENSATEG00000016069
seriola_lalandi ENSSLDG00000018621
seriola_dumerili ENSSDUG00000001959
scophthalmus_maximus ENSSMAG00000019349
lates_calcarifer ENSLCAG00010019056
cynoglossus_semilaevis ENSCSEG00000011330
cynoglossus_semilaevis ENSCSEG00000019150
gadus_morhua ENSGMOG00000007603
hucho_hucho ENSHHUG00000020080
esox_lucius ENSELUG00000007942
scleropages_formosus ENSSFOG00015012892
paramormyrops_kingsleyae ENSPKIG00000025007
pogona_vitticeps ENSPVIG00000020188
anolis_carolinensis ENSACAG00000010635
notechis_scutatus ENSNSUG00000008680
salvator_merianae ENSSMRG00000017291
sphenodon_punctatus ENSSPUG00000000658
latimeria_chalumnae ENSLACG00000016742
callorhinchus_milii ENSCMIG00000019152
