xenopus_tropicalis ENSXETG00000014192
nannospalax_galili ENSNGAG00000023474
jaculus_jaculus ENSJJAG00000010030
myotis_lucifugus ENSMLUG00000013356
pteropus_vampyrus ENSPVAG00000017705
equus_caballus ENSECAG00000020077
equus_asinus_asinus ENSEASG00005013040
ovis_aries ENSOARG00000008372
capra_hircus ENSCHIG00000024838
bison_bison_bison ENSBBBG00000013427
bos_taurus ENSBTAG00000013419
bos_mutus ENSBMUG00000006031
tursiops_truncatus ENSTTRG00000007428
sus_scrofa ENSSSCG00000013349
vicugna_pacos ENSVPAG00000012102
ursus_maritimus ENSUMAG00000020143
ursus_americanus ENSUAMG00000011496
ailuropoda_melanoleuca ENSAMEG00000004668
mustela_putorius_furo ENSMPUG00000013921
neovison_vison ENSNVIG00000017546
canis_lupus_familiaris ENSCAFG00000009822
canis_lupus_dingo ENSCAFG00020019284
vulpes_vulpes ENSVVUG00000010247
vulpes_vulpes ENSVVUG00000016411
panthera_tigris_altaica ENSPTIG00000013551
panthera_pardus ENSPPRG00000002560
felis_catus ENSFCAG00000030053
carlito_syrichta ENSTSYG00000011062
microcebus_murinus ENSMICG00000037823
tupaia_belangeri ENSTBEG00000001736
sorex_araneus ENSSARG00000004044
oryctolagus_cuniculus ENSOCUG00000000749
ochotona_princeps ENSOPRG00000014666
dipodomys_ordii ENSDORG00000005011
echinops_telfairi ENSETEG00000017578
dasypus_novemcinctus ENSDNOG00000010952
choloepus_hoffmanni ENSCHOG00000001636
loxodonta_africana ENSLAFG00000018703
procavia_capensis ENSPCAG00000013594
erinaceus_europaeus ENSEEUG00000013795
ornithorhynchus_anatinus ENSOANG00000011287
spermophilus_dauricus ENSSDAG00000010558
petromyzon_marinus ENSPMAG00000007642
eptatretus_burgeri ENSEBUG00000006794
caenorhabditis_elegans_strain_n2 WBGene00050941
saccharomyces_cerevisiae YER004W
