lonchura_striata_domestica ENSLSDG00000013592
vulpes_vulpes ENSVVUG00000007335
panthera_tigris_altaica ENSPTIG00000016722
panthera_pardus ENSPPRG00000022777
felis_catus ENSFCAG00000044599
equus_caballus ENSECAG00000039960
equus_asinus_asinus ENSEASG00005010658
myotis_lucifugus ENSMLUG00000007982
pteropus_vampyrus ENSPVAG00000000251
bos_mutus ENSBMUG00000005110
bos_taurus ENSBTAG00000006651
bison_bison_bison ENSBBBG00000015826
ovis_aries ENSOARG00000013492
capra_hircus ENSCHIG00000020505
sus_scrofa ENSSSCG00000005214
vicugna_pacos ENSVPAG00000009194
erinaceus_europaeus ENSEEUG00000015434
sorex_araneus ENSSARG00000004569
cavia_porcellus ENSCPOG00000002694
cavia_aperea ENSCAPG00000006909
chinchilla_lanigera ENSCLAG00000007423
fukomys_damarensis ENSFDAG00000007183
octodon_degus ENSODEG00000004231
peromyscus_maniculatus_bairdii ENSPEMG00000028900
peromyscus_maniculatus_bairdii ENSPEMG00000023396
microtus_ochrogaster ENSMOCG00000015208
cricetulus_griseus_chok1gshd ENSCGRG00001020673
cricetulus_griseus_crigri ENSCGRG00000001140
cricetulus_griseus_crigri-picr ENSCGRG00015022292
mesocricetus_auratus ENSMAUG00000008553
mus_musculus ENSMUSG00000050957
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022855
mus_spicilegus ENSMSIG00000025305
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023773
mus_pahari MGP_PahariEiJ_G0014348
rattus_norvegicus ENSRNOG00000015868
meriones_unguiculatus ENSMUGG00000016213
ictidomys_tridecemlineatus ENSSTOG00000016298
spermophilus_dauricus ENSSDAG00000016404
urocitellus_parryii ENSUPAG00010009452
marmota_marmota_marmota ENSMMMG00000002165
castor_canadensis ENSCCNG00000013658
oryctolagus_cuniculus ENSOCUG00000013682
ochotona_princeps ENSOPRG00000000023
gorilla_gorilla ENSGGOG00000008771
homo_sapiens ENSG00000120210
pan_troglodytes ENSPTRG00000020748
pan_paniscus ENSPPAG00000002535
pongo_abelii ENSPPYG00000019242
nomascus_leucogenys ENSNLEG00000008974
mandrillus_leucophaeus ENSMLEG00000042955
cercocebus_atys ENSCATG00000029369
theropithecus_gelada ENSTGEG00000020904
papio_anubis ENSPANG00000025144
macaca_fascicularis ENSMFAG00000027620
macaca_nemestrina ENSMNEG00000011366
chlorocebus_sabaeus ENSCSAG00000008855
rhinopithecus_bieti ENSRBIG00000027766
rhinopithecus_roxellana ENSRROG00000000155
colobus_angolensis_palliatus ENSCANG00000040843
piliocolobus_tephrosceles ENSPTEG00000002281
callithrix_jacchus ENSCJAG00000011358
cebus_capucinus ENSCCAG00000028704
carlito_syrichta ENSTSYG00000003808
propithecus_coquereli ENSPCOG00000018388
prolemur_simus ENSPSMG00000024793
microcebus_murinus ENSMICG00000044551
dasypus_novemcinctus ENSDNOG00000001668
loxodonta_africana ENSLAFG00000007479
echinops_telfairi ENSETEG00000006684
monodelphis_domestica ENSMODG00000015357
sarcophilus_harrisii ENSSHAG00000015262
phascolarctos_cinereus ENSPCIG00000036019
phascolarctos_cinereus ENSPCIG00000034412
ornithorhynchus_anatinus ENSOANG00000031851
xenopus_tropicalis ENSXETG00000000587
