meleagris_gallopavo ENSMGAG00000012674
poecilia_formosa ENSPFOG00000015543
poecilia_mexicana ENSPMEG00000011622
poecilia_latipinna ENSPLAG00000008136
poecilia_reticulata ENSPREG00000009920
xiphophorus_maculatus ENSXMAG00000014962
xiphophorus_couchianus ENSXCOG00000009711
gambusia_affinis ENSGAFG00000016923
fundulus_heteroclitus ENSFHEG00000017240
cyprinodon_variegatus ENSCVAG00000022712
amphiprion_percula ENSAPEG00000000560
amphiprion_ocellaris ENSAOCG00000001551
acanthochromis_polyacanthus ENSAPOG00000002937
stegastes_partitus ENSSPAG00000009824
oryzias_latipes ENSORLG00020006706
oryzias_latipes_asm223469v1 ENSORLG00015006339
oryzias_latipes ENSORLG00000016363
oryzias_melastigma ENSOMEG00000021582
hippocampus_comes ENSHCOG00000003011
kryptolebias_marmoratus ENSKMAG00000003115
periophthalmus_magnuspinnatus ENSPMGG00000011622
mastacembelus_armatus ENSMAMG00000005486
anabas_testudineus ENSATEG00000000858
mola_mola ENSMMOG00000001092
gadus_morhua ENSGMOG00000015643
esox_lucius ENSELUG00000007638
paramormyrops_kingsleyae ENSPKIG00000002527
scleropages_formosus ENSSFOG00015016492
lepisosteus_oculatus ENSLOCG00000010860
petromyzon_marinus ENSPMAG00000003402
ciona_savignyi ENSCSAVG00000007785
ciona_intestinalis ENSCING00000021377
drosophila_melanogaster FBgn0039205
caenorhabditis_elegans_strain_n2 WBGene00013218
saccharomyces_cerevisiae YPR067W
