sphenodon_punctatus ENSSPUG00000006502
takifugu_rubripes ENSTRUG00000020919
tetraodon_nigroviridis ENSTNIG00000008995
mola_mola ENSMMOG00000009056
periophthalmus_magnuspinnatus ENSPMGG00000012139
fundulus_heteroclitus ENSFHEG00000008663
cyprinodon_variegatus ENSCVAG00000000358
poecilia_formosa ENSPFOG00000004798
poecilia_latipinna ENSPLAG00000011657
poecilia_mexicana ENSPMEG00000007993
poecilia_reticulata ENSPREG00000005596
xiphophorus_couchianus ENSXCOG00000009127
xiphophorus_maculatus ENSXMAG00000025104
gambusia_affinis ENSGAFG00000006218
hippocampus_comes ENSHCOG00000004587
cynoglossus_semilaevis ENSCSEG00000015798
gadus_morhua ENSGMOG00000006755
lepisosteus_oculatus ENSLOCG00000011907
