periophthalmus_magnuspinnatus ENSPMGG00000022224
tursiops_truncatus ENSTTRG00000014540
vicugna_pacos ENSVPAG00000011732
sus_scrofa ENSSSCG00000013853
choloepus_hoffmanni ENSCHOG00000006836
loxodonta_africana ENSLAFG00000013758
procavia_capensis ENSPCAG00000005491
echinops_telfairi ENSETEG00000004414
heterocephalus_glaber_female ENSHGLG00000003858
heterocephalus_glaber_male ENSHGLG00100004876
octodon_degus ENSODEG00000001251
cavia_aperea ENSCAPG00000009729
nannospalax_galili ENSNGAG00000022972
dasypus_novemcinctus ENSDNOG00000042124
phascolarctos_cinereus ENSPCIG00000035199
notamacropus_eugenii ENSMEUG00000003130
monodelphis_domestica ENSMODG00000014894
