gasterosteus_aculeatus ENSGACG00000019087
notechis_scutatus ENSNSUG00000000777
pogona_vitticeps ENSPVIG00000021839
anolis_carolinensis ENSACAG00000012014
salvator_merianae ENSSMRG00000013682
sphenodon_punctatus ENSSPUG00000004422
apteryx_owenii ENSAOWG00000000606
apteryx_haastii ENSAHAG00000002212
apteryx_rowi ENSARWG00000016576
dromaius_novaehollandiae ENSDNVG00000018364
nothoprocta_perdicaria ENSNPEG00000008212
taeniopygia_guttata ENSTGUG00000009037
lonchura_striata_domestica ENSLSDG00000000942
serinus_canaria ENSSCAG00000006787
junco_hyemalis ENSJHYG00000012570
zonotrichia_albicollis ENSZALG00000010691
ficedula_albicollis ENSFALG00000011124
parus_major ENSPMJG00000013229
cyanistes_caeruleus ENSCCEG00000001318
lepidothrix_coronata ENSLCOG00000008532
manacus_vitellinus ENSMVIG00005001718
calidris_pygmaea ENSCPGG00000003025
calidris_pugnax ENSCPUG00000001571
melopsittacus_undulatus ENSMUNG00000005788
gallus_gallus ENSGALG00000011633
coturnix_japonica ENSCJPG00005007405
meleagris_gallopavo ENSMGAG00000011713
numida_meleagris ENSNMEG00000009287
anas_platyrhynchos_platyrhynchos ENSAPLG00000015303
anser_brachyrhynchus ENSABRG00000014007
crocodylus_porosus ENSCPRG00005000720
chrysemys_picta_bellii ENSCPBG00000004800
chrysemys_picta_bellii ENSCPBG00000004811
gopherus_agassizii ENSGAGG00000007255
chelonoidis_abingdonii ENSCABG00000006678
pelodiscus_sinensis ENSPSIG00000013997
xenopus_tropicalis ENSXETG00000002542
xenopus_tropicalis ENSXETG00000031274
monodelphis_domestica ENSMODG00000029441
monodelphis_domestica ENSMODG00000027631
neolamprologus_brichardi ENSNBRG00000021506
eptatretus_burgeri ENSEBUG00000001675
petromyzon_marinus ENSPMAG00000006227
