procavia_capensis ENSPCAG00000009691
bos_taurus ENSBTAG00000019913
bos_mutus ENSBMUG00000012524
bison_bison ENSBBBG00000018693
bos_indicus ENSBIXG00000021763
bos_indicus ENSBIXG00005011770
bison_bison ENSBBBG00000014554
capra_hircus ENSCHIG00000014711
ovis_aries ENSOARG00000006254
dasypus_novemcinctus ENSDNOG00000006139
cavia_aperea ENSCAPG00000012966
cavia_porcellus ENSCPOG00000025216
chinchilla_lanigera ENSCLAG00000011315
heterocephalus_glaber ENSHGLG00100005171
heterocephalus_glaber ENSHGLG00000019223
octodon_degus ENSODEG00000015708
tupaia_belangeri ENSTBEG00000011391
mus_spicilegus ENSMSIG00000011778
mus_spretus MGP_SPRETEiJ_G0022585
mus_musculus ENSMUSG00000040658
mus_caroli MGP_CAROLIEiJ_G0021673
mus_pahari MGP_PahariEiJ_G0020664
rattus_norvegicus ENSRNOG00000018397
meriones_unguiculatus ENSMUGG00000022013
cricetulus_griseus ENSCGRG00001016615
cricetulus_griseus ENSCGRG00000013381
cricetulus_griseus ENSCGRG00015018460
mesocricetus_auratus ENSMAUG00000003688
peromyscus_maniculatus ENSPEMG00000017242
microtus_ochrogaster ENSMOCG00000016980
nannospalax_galili ENSNGAG00000023055
dipodomys_ordii ENSDORG00000026406
ictidomys_tridecemlineatus ENSSTOG00000026925
marmota_marmota ENSMMMG00000024546
urocitellus_parryii ENSUPAG00010018235
latimeria_chalumnae ENSLACG00000011134
poecilia_latipinna ENSPLAG00000018237
poecilia_reticulata ENSPREG00000013768
poecilia_mexicana ENSPMEG00000017812
poecilia_formosa ENSPFOG00000005821
xiphophorus_maculatus ENSXMAG00000025860
xiphophorus_couchianus ENSXCOG00000004079
gambusia_affinis ENSGAFG00000005046
poecilia_reticulata ENSPREG00000013811
fundulus_heteroclitus ENSFHEG00000009514
cyprinodon_variegatus ENSCVAG00000009220
kryptolebias_marmoratus ENSKMAG00000005810
oryzias_latipes ENSORLG00015021548
oryzias_latipes ENSORLG00020016064
oryzias_latipes ENSORLG00000003216
oryzias_melastigma ENSOMEG00000021767
maylandia_zebra ENSMZEG00005002254
astatotilapia_calliptera ENSACLG00000004498
pundamilia_nyererei ENSPNYG00000002105
haplochromis_burtoni ENSHBUG00000009546
oreochromis_niloticus ENSONIG00000007120
amphilophus_citrinellus ENSACIG00000003905
parambassis_ranga ENSPRNG00000007137
mastacembelus_armatus ENSMAMG00000022460
monopterus_albus ENSMALG00000009361
betta_splendens ENSBSLG00000021180
scophthalmus_maximus ENSSMAG00000007129
cynoglossus_semilaevis ENSCSEG00000004477
seriola_dumerili ENSSDUG00000004542
seriola_lalandi ENSSLDG00000000377
lates_calcarifer ENSLCAG00010006316
anabas_testudineus ENSATEG00000022504
labrus_bergylta ENSLBEG00000022160
takifugu_rubripes ENSTRUG00000003415
tetraodon_nigroviridis ENSTNIG00000013382
mola_mola ENSMMOG00000007895
gasterosteus_aculeatus ENSGACG00000012262
amphiprion_ocellaris ENSAOCG00000012338
amphiprion_percula ENSAPEG00000017152
acanthochromis_polyacanthus ENSAPOG00000018781
stegastes_partitus ENSSPAG00000020160
gouania_willdenowi ENSGWIG00000020605
periophthalmus_magnuspinnatus ENSPMGG00000007825
hippocampus_comes ENSHCOG00000002717
denticeps_clupeoides ENSDCDG00000014098
scleropages_formosus ENSSFOG00015019717
paramormyrops_kingsleyae ENSPKIG00000009695
astyanax_mexicanus ENSAMXG00005007472
astyanax_mexicanus ENSAMXG00000015630
pygocentrus_nattereri ENSPNAG00000012654
ictalurus_punctatus ENSIPUG00000012772
ictalurus_punctatus ENSIPUG00000012781
electrophorus_electricus ENSEEEG00000012816
danio_rerio ENSDARG00000075730
clupea_harengus ENSCHAG00000009007
hucho_hucho ENSHHUG00000035121
esox_lucius ENSELUG00000016938
lepisosteus_oculatus ENSLOCG00000016740
erpetoichthys_calabaricus ENSECRG00000020864
callorhinchus_milii ENSCMIG00000017727
petromyzon_marinus ENSPMAG00000005532
eptatretus_burgeri ENSEBUG00000001024
ciona_intestinalis ENSCING00000011292
ciona_savignyi ENSCSAVG00000010017
