monopterus_albus ENSMALG00000001882
monodelphis_domestica ENSMODG00000006724
ornithorhynchus_anatinus ENSOANG00000008240
cavia_aperea ENSCAPG00000006854
notechis_scutatus ENSNSUG00000008282
xenopus_tropicalis ENSXETG00000018970
latimeria_chalumnae ENSLACG00000013216
petromyzon_marinus ENSPMAG00000003043
petromyzon_marinus ENSPMAG00000008765
kryptolebias_marmoratus ENSKMAG00000007564
eptatretus_burgeri ENSEBUG00000006491
ciona_intestinalis ENSCING00000002811
caenorhabditis_elegans_strain_n2 WBGene00022185
drosophila_melanogaster FBgn0037365
drosophila_melanogaster FBgn0030696
drosophila_melanogaster FBgn0016698
saccharomyces_cerevisiae YIL153W
saccharomyces_cerevisiae YPL152W
piliocolobus_tephrosceles ENSPTEG00000029025
