cyanistes_caeruleus ENSCCEG00000001250
kryptolebias_marmoratus ENSKMAG00000005487
oryzias_latipes ENSORLG00000024747
oryzias_latipes_asm223469v1 ENSORLG00015001866
oryzias_latipes ENSORLG00020011790
oryzias_melastigma ENSOMEG00000006132
takifugu_rubripes ENSTRUG00000000943
tetraodon_nigroviridis ENSTNIG00000010517
gasterosteus_aculeatus ENSGACG00000018133
cynoglossus_semilaevis ENSCSEG00000011819
seriola_dumerili ENSSDUG00000005047
pundamilia_nyererei ENSPNYG00000000297
amphilophus_citrinellus ENSACIG00000017868
stegastes_partitus ENSSPAG00000014025
seriola_lalandi_dorsalis ENSSLDG00000005424
mola_mola ENSMMOG00000004190
labrus_bergylta ENSLBEG00000005060
anabas_testudineus ENSATEG00000006540
monopterus_albus ENSMALG00000015278
mastacembelus_armatus ENSMAMG00000008245
scophthalmus_maximus ENSSMAG00000004190
amphiprion_percula ENSAPEG00000017855
amphiprion_ocellaris ENSAOCG00000012076
acanthochromis_polyacanthus ENSAPOG00000008601
astatotilapia_calliptera ENSACLG00000007641
maylandia_zebra ENSMZEG00005012360
haplochromis_burtoni ENSHBUG00000002365
haplochromis_burtoni ENSHBUG00000013673
oreochromis_niloticus ENSONIG00000012964
neolamprologus_brichardi ENSNBRG00000012097
hippocampus_comes ENSHCOG00000015183
periophthalmus_magnuspinnatus ENSPMGG00000013527
gadus_morhua ENSGMOG00000000962
paramormyrops_kingsleyae ENSPKIG00000009137
lepisosteus_oculatus ENSLOCG00000009527
ochotona_princeps ENSOPRG00000016424
vulpes_vulpes ENSVVUG00000018221
canis_lupus_dingo ENSCAFG00020010393
canis_lupus_familiaris ENSCAFG00000001244
capra_hircus ENSCHIG00000016870
ovis_aries ENSOARG00000016433
bison_bison_bison ENSBBBG00000006862
bos_mutus ENSBMUG00000025955
tursiops_truncatus ENSTTRG00000005497
sus_scrofa ENSSSCG00000014335
equus_asinus_asinus ENSEASG00005020807
ursus_americanus ENSUAMG00000000356
ursus_maritimus ENSUMAG00000016177
ailuropoda_melanoleuca ENSAMEG00000016543
mustela_putorius_furo ENSMPUG00000009347
neovison_vison ENSNVIG00000014727
panthera_pardus ENSPPRG00000013875
panthera_tigris_altaica ENSPTIG00000012975
felis_catus ENSFCAG00000009336
equus_caballus ENSECAG00000015317
pteropus_vampyrus ENSPVAG00000008350
microtus_ochrogaster ENSMOCG00000007752
peromyscus_maniculatus_bairdii ENSPEMG00000008127
cricetulus_griseus_crigri ENSCGRG00000010693
cricetulus_griseus_chok1gshd ENSCGRG00001014287
cricetulus_griseus_crigri-picr ENSCGRG00015002337
mesocricetus_auratus ENSMAUG00000020768
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023012
mus_spicilegus ENSMSIG00000010535
mus_musculus ENSMUSG00000038555
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022100
mus_pahari MGP_PahariEiJ_G0018834
rattus_norvegicus ENSRNOG00000049629
meriones_unguiculatus ENSMUGG00000022719
nannospalax_galili ENSNGAG00000021948
jaculus_jaculus ENSJJAG00000023773
castor_canadensis ENSCCNG00000026316
dipodomys_ordii ENSDORG00000002171
ictidomys_tridecemlineatus ENSSTOG00000008751
spermophilus_dauricus ENSSDAG00000016937
marmota_marmota_marmota ENSMMMG00000009566
octodon_degus ENSODEG00000004256
chinchilla_lanigera ENSCLAG00000007323
cavia_porcellus ENSCPOG00000002357
cavia_aperea ENSCAPG00000006532
heterocephalus_glaber_female ENSHGLG00000010056
heterocephalus_glaber_male ENSHGLG00100012843
fukomys_damarensis ENSFDAG00000021392
myotis_lucifugus ENSMLUG00000016832
erinaceus_europaeus ENSEEUG00000010888
otolemur_garnettii ENSOGAG00000009015
pan_troglodytes ENSPTRG00000017287
pan_paniscus ENSPPAG00000032036
gorilla_gorilla ENSGGOG00000000835
homo_sapiens ENSG00000132563
pongo_abelii ENSPPYG00000015828
nomascus_leucogenys ENSNLEG00000008944
rhinopithecus_roxellana ENSRROG00000031896
rhinopithecus_bieti ENSRBIG00000014998
mandrillus_leucophaeus ENSMLEG00000037637
papio_anubis ENSPANG00000018500
macaca_nemestrina ENSMNEG00000042650
macaca_mulatta ENSMMUG00000000456
macaca_fascicularis ENSMFAG00000042585
cercocebus_atys ENSCATG00000039914
theropithecus_gelada ENSTGEG00000023365
chlorocebus_sabaeus ENSCSAG00000013117
colobus_angolensis_palliatus ENSCANG00000034820
piliocolobus_tephrosceles ENSPTEG00000032102
cebus_capucinus ENSCCAG00000024715
saimiri_boliviensis_boliviensis ENSSBOG00000034757
callithrix_jacchus ENSCJAG00000006743
aotus_nancymaae ENSANAG00000025663
carlito_syrichta ENSTSYG00000000447
prolemur_simus ENSPSMG00000006620
microcebus_murinus ENSMICG00000012980
propithecus_coquereli ENSPCOG00000022438
tupaia_belangeri ENSTBEG00000014598
oryctolagus_cuniculus ENSOCUG00000008433
dasypus_novemcinctus ENSDNOG00000011810
sorex_araneus ENSSARG00000004851
procavia_capensis ENSPCAG00000005744
phascolarctos_cinereus ENSPCIG00000015957
notamacropus_eugenii ENSMEUG00000001839
sarcophilus_harrisii ENSSHAG00000012178
monodelphis_domestica ENSMODG00000012124
bos_taurus ENSBTAG00000010068
anser_brachyrhynchus ENSABRG00000016942
lepidothrix_coronata ENSLCOG00000010104
eptatretus_burgeri ENSEBUG00000012026
petromyzon_marinus ENSPMAG00000009517
