hippocampus_comes ENSHCOG00000015942
gopherus_agassizii ENSGAGG00000011938
gopherus_agassizii ENSGAGG00000011943
chelonoidis_abingdonii ENSCABG00000011730
ornithorhynchus_anatinus ENSOANG00000011982
notechis_scutatus ENSNSUG00000010356
anolis_carolinensis ENSACAG00000003082
salvator_merianae ENSSMRG00000023478
sphenodon_punctatus ENSSPUG00000008049
gallus_gallus ENSGALG00000012424
coturnix_japonica ENSCJPG00005020785
meleagris_gallopavo ENSMGAG00000012624
numida_meleagris ENSNMEG00000001216
anas_platyrhynchos_platyrhynchos ENSAPLG00000007900
anser_brachyrhynchus ENSABRG00000008212
manacus_vitellinus ENSMVIG00005006631
lepidothrix_coronata ENSLCOG00000003189
taeniopygia_guttata ENSTGUG00000011902
lonchura_striata_domestica ENSLSDG00000008875
serinus_canaria ENSSCAG00000008330
zonotrichia_albicollis ENSZALG00000012035
junco_hyemalis ENSJHYG00000002750
ficedula_albicollis ENSFALG00000013845
cyanistes_caeruleus ENSCCEG00000013636
parus_major ENSPMJG00000019971
melopsittacus_undulatus ENSMUNG00000000290
calidris_pugnax ENSCPUG00000007963
calidris_pygmaea ENSCPGG00000015083
apteryx_owenii ENSAOWG00000016357
apteryx_rowi ENSARWG00000002191
apteryx_haastii ENSAHAG00000002093
dromaius_novaehollandiae ENSDNVG00000006929
nothoprocta_perdicaria ENSNPEG00000013436
crocodylus_porosus ENSCPRG00005007582
chelonoidis_abingdonii ENSCABG00000008883
gopherus_agassizii ENSGAGG00000018753
chrysemys_picta_bellii ENSCPBG00000000510
pelodiscus_sinensis ENSPSIG00000016771
monodelphis_domestica ENSMODG00000003084
sarcophilus_harrisii ENSSHAG00000015344
phascolarctos_cinereus ENSPCIG00000011412
sorex_araneus ENSSARG00000012432
erinaceus_europaeus ENSEEUG00000014392
ursus_americanus ENSUAMG00000022990
ursus_maritimus ENSUMAG00000006399
ailuropoda_melanoleuca ENSAMEG00000013100
neovison_vison ENSNVIG00000003831
mustela_putorius_furo ENSMPUG00000003633
canis_lupus_familiaris ENSCAFG00000025502
canis_lupus_dingo ENSCAFG00020016302
vulpes_vulpes ENSVVUG00000010792
panthera_tigris_altaica ENSPTIG00000017004
panthera_pardus ENSPPRG00000002408
felis_catus ENSFCAG00000012314
equus_asinus_asinus ENSEASG00005023470
equus_caballus ENSECAG00000014136
pteropus_vampyrus ENSPVAG00000015556
myotis_lucifugus ENSMLUG00000014148
bos_mutus ENSBMUG00000019583
bos_taurus ENSBTAG00000001132
bison_bison_bison ENSBBBG00000001921
ovis_aries ENSOARG00000009898
capra_hircus ENSCHIG00000022649
tursiops_truncatus ENSTTRG00000016246
sus_scrofa ENSSSCG00000015670
vicugna_pacos ENSVPAG00000000251
meriones_unguiculatus ENSMUGG00000010552
cricetulus_griseus_crigri-picr ENSCGRG00015014343
castor_canadensis ENSCCNG00000000614
cavia_porcellus ENSCPOG00000007030
chinchilla_lanigera ENSCLAG00000007819
heterocephalus_glaber_female ENSHGLG00000012745
heterocephalus_glaber_male ENSHGLG00100000757
fukomys_damarensis ENSFDAG00000018254
ictidomys_tridecemlineatus ENSSTOG00000016373
urocitellus_parryii ENSUPAG00010004826
marmota_marmota_marmota ENSMMMG00000021476
spermophilus_dauricus ENSSDAG00000013966
dipodomys_ordii ENSDORG00000005149
castor_canadensis ENSCCNG00000001390
mus_spicilegus ENSMSIG00000020444
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024460
mus_musculus ENSMUSG00000036890
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023540
mus_pahari MGP_PahariEiJ_G0024991
rattus_norvegicus ENSRNOG00000031038
meriones_unguiculatus ENSMUGG00000011467
cricetulus_griseus_crigri ENSCGRG00000002566
cricetulus_griseus_chok1gshd ENSCGRG00001014426
mesocricetus_auratus ENSMAUG00000001170
microtus_ochrogaster ENSMOCG00000022059
peromyscus_maniculatus_bairdii ENSPEMG00000006747
jaculus_jaculus ENSJJAG00000022232
oryctolagus_cuniculus ENSOCUG00000002102
pan_paniscus ENSPPAG00000033824
pan_troglodytes ENSPTRG00000012511
homo_sapiens ENSG00000121964
gorilla_gorilla ENSGGOG00000015776
pongo_abelii ENSPPYG00000012830
nomascus_leucogenys ENSNLEG00000009003
piliocolobus_tephrosceles ENSPTEG00000023561
colobus_angolensis_palliatus ENSCANG00000029287
rhinopithecus_bieti ENSRBIG00000009657
rhinopithecus_roxellana ENSRROG00000032211
macaca_fascicularis ENSMFAG00000032520
macaca_mulatta ENSMMUG00000011922
papio_anubis ENSPANG00000021875
macaca_nemestrina ENSMNEG00000045082
theropithecus_gelada ENSTGEG00000003477
mandrillus_leucophaeus ENSMLEG00000035705
cercocebus_atys ENSCATG00000040626
chlorocebus_sabaeus ENSCSAG00000016202
saimiri_boliviensis_boliviensis ENSSBOG00000030737
cebus_capucinus ENSCCAG00000001331
callithrix_jacchus ENSCJAG00000012421
aotus_nancymaae ENSANAG00000028072
carlito_syrichta ENSTSYG00000003055
propithecus_coquereli ENSPCOG00000020298
microcebus_murinus ENSMICG00000007473
prolemur_simus ENSPSMG00000003397
otolemur_garnettii ENSOGAG00000001984
tupaia_belangeri ENSTBEG00000003676
octodon_degus ENSODEG00000006741
cavia_aperea ENSCAPG00000009846
nannospalax_galili ENSNGAG00000011627
cricetulus_griseus_crigri-picr ENSCGRG00015002918
ochotona_princeps ENSOPRG00000005825
ursus_americanus ENSUAMG00000019523
choloepus_hoffmanni ENSCHOG00000013073
dasypus_novemcinctus ENSDNOG00000033624
procavia_capensis ENSPCAG00000000688
echinops_telfairi ENSETEG00000019442
loxodonta_africana ENSLAFG00000010261
xenopus_tropicalis ENSXETG00000000254
tetraodon_nigroviridis ENSTNIG00000001876
bos_taurus ENSBTAG00000050589
eptatretus_burgeri ENSEBUG00000012416
ciona_intestinalis ENSCING00000001951
lepisosteus_oculatus ENSLOCG00000001286
petromyzon_marinus ENSPMAG00000007804
drosophila_melanogaster FBgn0030700
