pygocentrus_nattereri ENSPNAG00000013907
myotis_lucifugus ENSMLUG00000026959
castor_canadensis ENSCCNG00000021800
dipodomys_ordii ENSDORG00000015841
cricetulus_griseus_crigri-picr ENSCGRG00015022047
cricetulus_griseus_crigri ENSCGRG00000009188
cricetulus_griseus_chok1gshd ENSCGRG00001024579
mesocricetus_auratus ENSMAUG00000006750
microtus_ochrogaster ENSMOCG00000005161
peromyscus_maniculatus_bairdii ENSPEMG00000004309
mus_musculus ENSMUSG00000024806
mus_spicilegus ENSMSIG00000025512
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023780
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022862
mus_pahari MGP_PahariEiJ_G0014355
rattus_norvegicus ENSRNOG00000036608
meriones_unguiculatus ENSMUGG00000016101
nannospalax_galili ENSNGAG00000011485
jaculus_jaculus ENSJJAG00000022272
ictidomys_tridecemlineatus ENSSTOG00000033340
marmota_marmota_marmota ENSMMMG00000001977
spermophilus_dauricus ENSSDAG00000016586
urocitellus_parryii ENSUPAG00010013672
cavia_porcellus ENSCPOG00000013436
cavia_aperea ENSCAPG00000001901
chinchilla_lanigera ENSCLAG00000005918
octodon_degus ENSODEG00000005368
heterocephalus_glaber_female ENSHGLG00000015766
heterocephalus_glaber_male ENSHGLG00100001115
fukomys_damarensis ENSFDAG00000016780
oryctolagus_cuniculus ENSOCUG00000016469
ochotona_princeps ENSOPRG00000012729
tupaia_belangeri ENSTBEG00000014911
mandrillus_leucophaeus ENSMLEG00000029385
cercocebus_atys ENSCATG00000044699
theropithecus_gelada ENSTGEG00000020453
chlorocebus_sabaeus ENSCSAG00000008907
macaca_fascicularis ENSMFAG00000041750
macaca_nemestrina ENSMNEG00000031276
papio_anubis ENSPANG00000025182
rhinopithecus_roxellana ENSRROG00000032036
rhinopithecus_bieti ENSRBIG00000032955
piliocolobus_tephrosceles ENSPTEG00000003579
colobus_angolensis_palliatus ENSCANG00000035735
pan_paniscus ENSPPAG00000038099
pan_troglodytes ENSPTRG00000020761
homo_sapiens ENSG00000120215
gorilla_gorilla ENSGGOG00000016251
pongo_abelii ENSPPYG00000019233
nomascus_leucogenys ENSNLEG00000009096
cebus_capucinus ENSCCAG00000023333
callithrix_jacchus ENSCJAG00000011596
saimiri_boliviensis_boliviensis ENSSBOG00000023127
aotus_nancymaae ENSANAG00000036926
carlito_syrichta ENSTSYG00000028759
prolemur_simus ENSPSMG00000002218
propithecus_coquereli ENSPCOG00000022962
microcebus_murinus ENSMICG00000048054
otolemur_garnettii ENSOGAG00000010986
loxodonta_africana ENSLAFG00000032095
echinops_telfairi ENSETEG00000004045
procavia_capensis ENSPCAG00000008615
choloepus_hoffmanni ENSCHOG00000008824
phascolarctos_cinereus ENSPCIG00000016664
notamacropus_eugenii ENSMEUG00000002731
sarcophilus_harrisii ENSSHAG00000006138
monodelphis_domestica ENSMODG00000015296
