myotis_lucifugus ENSMLUG00000007201
amphiprion_percula ENSAPEG00000020030
amphiprion_ocellaris ENSAOCG00000021180
acanthochromis_polyacanthus ENSAPOG00000020491
stegastes_partitus ENSSPAG00000002820
maylandia_zebra ENSMZEG00005010454
astatotilapia_calliptera ENSACLG00000001737
haplochromis_burtoni ENSHBUG00000002420
pundamilia_nyererei ENSPNYG00000021062
neolamprologus_brichardi ENSNBRG00000004399
oreochromis_niloticus ENSONIG00000004620
amphilophus_citrinellus ENSACIG00000002657
seriola_dumerili ENSSDUG00000004261
seriola_lalandi_dorsalis ENSSLDG00000006487
anabas_testudineus ENSATEG00000002280
mastacembelus_armatus ENSMAMG00000007605
monopterus_albus ENSMALG00000001077
scophthalmus_maximus ENSSMAG00000015458
mola_mola ENSMMOG00000001127
hippocampus_comes ENSHCOG00000003619
periophthalmus_magnuspinnatus ENSPMGG00000019099
gadus_morhua ENSGMOG00000014179
esox_lucius ENSELUG00000017025
pygocentrus_nattereri ENSPNAG00000029667
ictalurus_punctatus ENSIPUG00000017195
danio_rerio ENSDARG00000062305
paramormyrops_kingsleyae ENSPKIG00000023497
stegastes_partitus ENSSPAG00000004289
astyanax_mexicanus ENSAMXG00000015828
scleropages_formosus ENSSFOG00015008570
lepisosteus_oculatus ENSLOCG00000001399
