procavia_capensis ENSPCAG00000017060
pteropus_vampyrus ENSPVAG00000016649
myotis_lucifugus ENSMLUG00000011207
equus_asinus_asinus ENSEASG00005000274
equus_caballus ENSECAG00000010641
dasypus_novemcinctus ENSDNOG00000045552
ornithorhynchus_anatinus ENSOANG00000015163
paramormyrops_kingsleyae ENSPKIG00000006764
scleropages_formosus ENSSFOG00015018904
paramormyrops_kingsleyae ENSPKIG00000002101
pygocentrus_nattereri ENSPNAG00000010422
astyanax_mexicanus ENSAMXG00000007890
ictalurus_punctatus ENSIPUG00000019510
danio_rerio ENSDARG00000037838
periophthalmus_magnuspinnatus ENSPMGG00000020856
hippocampus_comes ENSHCOG00000015734
takifugu_rubripes ENSTRUG00000012086
tetraodon_nigroviridis ENSTNIG00000018588
mola_mola ENSMMOG00000014848
labrus_bergylta ENSLBEG00000023912
mastacembelus_armatus ENSMAMG00000002709
monopterus_albus ENSMALG00000020837
anabas_testudineus ENSATEG00000004328
fundulus_heteroclitus ENSFHEG00000002811
cyprinodon_variegatus ENSCVAG00000015910
poecilia_latipinna ENSPLAG00000002294
poecilia_formosa ENSPFOG00000010836
poecilia_mexicana ENSPMEG00000019000
poecilia_reticulata ENSPREG00000007918
xiphophorus_couchianus ENSXCOG00000016491
xiphophorus_maculatus ENSXMAG00000009520
gambusia_affinis ENSGAFG00000017960
kryptolebias_marmoratus ENSKMAG00000018810
oryzias_latipes ENSORLG00000005070
oryzias_latipes ENSORLG00020005376
oryzias_latipes_asm223469v1 ENSORLG00015018545
oryzias_melastigma ENSOMEG00000023985
maylandia_zebra ENSMZEG00005022469
astatotilapia_calliptera ENSACLG00000006189
pundamilia_nyererei ENSPNYG00000008111
haplochromis_burtoni ENSHBUG00000003486
neolamprologus_brichardi ENSNBRG00000015104
oreochromis_niloticus ENSONIG00000001411
amphilophus_citrinellus ENSACIG00000023268
amphiprion_percula ENSAPEG00000011709
amphiprion_ocellaris ENSAOCG00000022845
acanthochromis_polyacanthus ENSAPOG00000023784
stegastes_partitus ENSSPAG00000017109
seriola_lalandi_dorsalis ENSSLDG00000010672
seriola_dumerili ENSSDUG00000019045
scophthalmus_maximus ENSSMAG00000005106
cynoglossus_semilaevis ENSCSEG00000010415
esox_lucius ENSELUG00000021446
gasterosteus_aculeatus ENSGACG00000013995
gadus_morhua ENSGMOG00000004482
lepisosteus_oculatus ENSLOCG00000003648
gopherus_agassizii ENSGAGG00000023664
chelonoidis_abingdonii ENSCABG00000001714
chrysemys_picta_bellii ENSCPBG00000002794
pelodiscus_sinensis ENSPSIG00000011268
calidris_pygmaea ENSCPGG00000014967
calidris_pugnax ENSCPUG00000016700
melopsittacus_undulatus ENSMUNG00000006441
anas_platyrhynchos_platyrhynchos ENSAPLG00000016186
anser_brachyrhynchus ENSABRG00000021633
gallus_gallus ENSGALG00000043765
meleagris_gallopavo ENSMGAG00000006920
coturnix_japonica ENSCJPG00005010260
numida_meleagris ENSNMEG00000012344
apteryx_owenii ENSAOWG00000008792
apteryx_haastii ENSAHAG00000011891
apteryx_rowi ENSARWG00000002651
dromaius_novaehollandiae ENSDNVG00000019187
sphenodon_punctatus ENSSPUG00000009763
phascolarctos_cinereus ENSPCIG00000015633
sarcophilus_harrisii ENSSHAG00000008411
monodelphis_domestica ENSMODG00000016188
ornithorhynchus_anatinus ENSOANG00000021809
xenopus_tropicalis ENSXETG00000021599
latimeria_chalumnae ENSLACG00000009285
petromyzon_marinus ENSPMAG00000001347
petromyzon_marinus ENSPMAG00000002920
