cynoglossus_semilaevis ENSCSEG00000007984
canis_lupus_familiaris ENSCAFG00000006636
vulpes_vulpes ENSVVUG00000028196
oryctolagus_cuniculus ENSOCUG00000015176
peromyscus_maniculatus_bairdii ENSPEMG00000013609
microtus_ochrogaster ENSMOCG00000009084
cricetulus_griseus_crigri-picr ENSCGRG00015028676
cricetulus_griseus_crigri ENSCGRG00000014411
cricetulus_griseus_chok1gshd ENSCGRG00001013473
mesocricetus_auratus ENSMAUG00000015971
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021258
mus_musculus ENSMUSG00000022484
mus_spicilegus ENSMSIG00000010480
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020365
mus_pahari MGP_PahariEiJ_G0020364
rattus_norvegicus ENSRNOG00000016149
meriones_unguiculatus ENSMUGG00000013012
nannospalax_galili ENSNGAG00000022718
jaculus_jaculus ENSJJAG00000011018
cavia_porcellus ENSCPOG00000009442
octodon_degus ENSODEG00000012845
chinchilla_lanigera ENSCLAG00000010877
heterocephalus_glaber_male ENSHGLG00100008503
heterocephalus_glaber_female ENSHGLG00000002263
fukomys_damarensis ENSFDAG00000015686
castor_canadensis ENSCCNG00000009622
dipodomys_ordii ENSDORG00000006992
spermophilus_dauricus ENSSDAG00000019832
ictidomys_tridecemlineatus ENSSTOG00000012545
urocitellus_parryii ENSUPAG00010020535
marmota_marmota_marmota ENSMMMG00000003541
callithrix_jacchus ENSCJAG00000018811
cebus_capucinus ENSCCAG00000037870
saimiri_boliviensis_boliviensis ENSSBOG00000034914
aotus_nancymaae ENSANAG00000033259
pan_troglodytes ENSPTRG00000005028
pan_paniscus ENSPPAG00000035276
homo_sapiens ENSG00000180818
gorilla_gorilla ENSGGOG00000001105
pongo_abelii ENSPPYG00000004591
nomascus_leucogenys ENSNLEG00000017679
rhinopithecus_bieti ENSRBIG00000029635
rhinopithecus_roxellana ENSRROG00000043103
colobus_angolensis_palliatus ENSCANG00000041145
piliocolobus_tephrosceles ENSPTEG00000036055
mandrillus_leucophaeus ENSMLEG00000041536
theropithecus_gelada ENSTGEG00000009748
macaca_mulatta ENSMMUG00000000925
macaca_fascicularis ENSMFAG00000039998
macaca_nemestrina ENSMNEG00000039805
papio_anubis ENSPANG00000004242
chlorocebus_sabaeus ENSCSAG00000005455
carlito_syrichta ENSTSYG00000028872
microcebus_murinus ENSMICG00000027410
prolemur_simus ENSPSMG00000017068
propithecus_coquereli ENSPCOG00000017406
otolemur_garnettii ENSOGAG00000003615
capra_hircus ENSCHIG00000006808
ovis_aries ENSOARG00000016331
bos_mutus ENSBMUG00000021113
bos_taurus ENSBTAG00000003278
bison_bison_bison ENSBBBG00000018829
tursiops_truncatus ENSTTRG00000004540
sus_scrofa ENSSSCG00000022728
equus_caballus ENSECAG00000034365
equus_asinus_asinus ENSEASG00005010143
ursus_americanus ENSUAMG00000001349
ursus_maritimus ENSUMAG00000010505
ailuropoda_melanoleuca ENSAMEG00000000673
neovison_vison ENSNVIG00000002291
mustela_putorius_furo ENSMPUG00000005868
panthera_tigris_altaica ENSPTIG00000013134
panthera_pardus ENSPPRG00000016146
felis_catus ENSFCAG00000011202
sorex_araneus ENSSARG00000001024
myotis_lucifugus ENSMLUG00000000482
loxodonta_africana ENSLAFG00000018137
procavia_capensis ENSPCAG00000010955
dasypus_novemcinctus ENSDNOG00000017505
ornithorhynchus_anatinus ENSOANG00000013041
xenopus_tropicalis ENSXETG00000023472
latimeria_chalumnae ENSLACG00000016699
eptatretus_burgeri ENSEBUG00000013918
