taeniopygia_guttata ENSTGUG00000004374
spermophilus_dauricus ENSSDAG00000004311
ictidomys_tridecemlineatus ENSSTOG00000013554
marmota_marmota_marmota ENSMMMG00000005195
tupaia_belangeri ENSTBEG00000011503
jaculus_jaculus ENSJJAG00000013420
jaculus_jaculus ENSJJAG00000000339
equus_asinus_asinus ENSEASG00005003186
macaca_nemestrina ENSMNEG00000042808
propithecus_coquereli ENSPCOG00000017108
microcebus_murinus ENSMICG00000029301
prolemur_simus ENSPSMG00000000372
otolemur_garnettii ENSOGAG00000004117
dipodomys_ordii ENSDORG00000011235
bos_mutus ENSBMUG00000015692
bos_taurus ENSBTAG00000016943
bison_bison_bison ENSBBBG00000009230
ovis_aries ENSOARG00000015482
capra_hircus ENSCHIG00000014879
tursiops_truncatus ENSTTRG00000008055
sus_scrofa ENSSSCG00000010904
vicugna_pacos ENSVPAG00000003943
pteropus_vampyrus ENSPVAG00000007743
myotis_lucifugus ENSMLUG00000008307
equus_caballus ENSECAG00000016977
sorex_araneus ENSSARG00000013685
canis_lupus_dingo ENSCAFG00020012150
canis_lupus_familiaris ENSCAFG00000011330
vulpes_vulpes ENSVVUG00000029663
neovison_vison ENSNVIG00000012896
mustela_putorius_furo ENSMPUG00000010432
ursus_maritimus ENSUMAG00000025364
ursus_americanus ENSUAMG00000020328
ailuropoda_melanoleuca ENSAMEG00000017597
panthera_pardus ENSPPRG00000022658
panthera_tigris_altaica ENSPTIG00000020891
felis_catus ENSFCAG00000040336
choloepus_hoffmanni ENSCHOG00000010706
cavia_aperea ENSCAPG00000017169
echinops_telfairi ENSETEG00000010476
peromyscus_maniculatus_bairdii ENSPEMG00000011432
microtus_ochrogaster ENSMOCG00000015376
cricetulus_griseus_crigri ENSCGRG00000014593
cricetulus_griseus_chok1gshd ENSCGRG00001011418
cricetulus_griseus_crigri-picr ENSCGRG00015022260
mesocricetus_auratus ENSMAUG00000017907
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015469
mus_musculus ENSMUSG00000026393
mus_spicilegus ENSMSIG00000029107
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014662
mus_pahari MGP_PahariEiJ_G0027898
rattus_norvegicus ENSRNOG00000000657
meriones_unguiculatus ENSMUGG00000022468
nannospalax_galili ENSNGAG00000023611
ochotona_princeps ENSOPRG00000008365
dasypus_novemcinctus ENSDNOG00000037028
ornithorhynchus_anatinus ENSOANG00000006321
ornithorhynchus_anatinus ENSOANG00000012515
xenopus_tropicalis ENSXETG00000009962
latimeria_chalumnae ENSLACG00000001146
pygocentrus_nattereri ENSPNAG00000002888
astyanax_mexicanus ENSAMXG00000017606
ictalurus_punctatus ENSIPUG00000019313
danio_rerio ENSDARG00000056966
anabas_testudineus ENSATEG00000017263
monopterus_albus ENSMALG00000017261
seriola_dumerili ENSSDUG00000010367
seriola_lalandi_dorsalis ENSSLDG00000002257
scophthalmus_maximus ENSSMAG00000020990
labrus_bergylta ENSLBEG00000027272
gasterosteus_aculeatus ENSGACG00000007863
amphiprion_percula ENSAPEG00000007129
amphiprion_ocellaris ENSAOCG00000008058
stegastes_partitus ENSSPAG00000003534
acanthochromis_polyacanthus ENSAPOG00000012856
maylandia_zebra ENSMZEG00005018755
astatotilapia_calliptera ENSACLG00000012553
oreochromis_niloticus ENSONIG00000014131
neolamprologus_brichardi ENSNBRG00000021800
amphilophus_citrinellus ENSACIG00000008941
cyprinodon_variegatus ENSCVAG00000014457
fundulus_heteroclitus ENSFHEG00000006815
gambusia_affinis ENSGAFG00000006954
xiphophorus_maculatus ENSXMAG00000025287
poecilia_formosa ENSPFOG00000010689
poecilia_mexicana ENSPMEG00000012827
poecilia_latipinna ENSPLAG00000001839
poecilia_reticulata ENSPREG00000012353
xiphophorus_couchianus ENSXCOG00000006404
kryptolebias_marmoratus ENSKMAG00000004265
takifugu_rubripes ENSTRUG00000000879
tetraodon_nigroviridis ENSTNIG00000003934
mola_mola ENSMMOG00000007117
haplochromis_burtoni ENSHBUG00000018467
mastacembelus_armatus ENSMAMG00000006951
pundamilia_nyererei ENSPNYG00000014238
tetraodon_nigroviridis ENSTNIG00000010178
cynoglossus_semilaevis ENSCSEG00000016513
oryzias_latipes ENSORLG00000025517
oryzias_latipes ENSORLG00020013975
oryzias_latipes_asm223469v1 ENSORLG00015009319
oryzias_melastigma ENSOMEG00000004611
hippocampus_comes ENSHCOG00000007642
periophthalmus_magnuspinnatus ENSPMGG00000010363
gadus_morhua ENSGMOG00000018562
esox_lucius ENSELUG00000001536
scleropages_formosus ENSSFOG00015011686
paramormyrops_kingsleyae ENSPKIG00000018005
scleropages_formosus ENSSFOG00015003488
paramormyrops_kingsleyae ENSPKIG00000016228
lepisosteus_oculatus ENSLOCG00000007624
eptatretus_burgeri ENSEBUG00000014301
ciona_savignyi ENSCSAVG00000006396
ciona_intestinalis ENSCING00000008385
caenorhabditis_elegans_strain_n2 WBGene00008956
