serinus_canaria ENSSCAG00000002186
mandrillus_leucophaeus ENSMLEG00000038653
carlito_syrichta ENSTSYG00000002125
carlito_syrichta ENSTSYG00000026094
propithecus_coquereli ENSPCOG00000025193
propithecus_coquereli ENSPCOG00000016979
prolemur_simus ENSPSMG00000006098
microcebus_murinus ENSMICG00000005808
otolemur_garnettii ENSOGAG00000029509
oryctolagus_cuniculus ENSOCUG00000007535
oryctolagus_cuniculus ENSOCUG00000026892
ochotona_princeps ENSOPRG00000011126
myotis_lucifugus ENSMLUG00000006655
erinaceus_europaeus ENSEEUG00000005901
nannospalax_galili ENSNGAG00000016553
meriones_unguiculatus ENSMUGG00000013800
jaculus_jaculus ENSJJAG00000019949
jaculus_jaculus ENSJJAG00000007650
jaculus_jaculus ENSJJAG00000013448
ictidomys_tridecemlineatus ENSSTOG00000002249
marmota_marmota_marmota ENSMMMG00000003203
urocitellus_parryii ENSUPAG00010006274
dipodomys_ordii ENSDORG00000009462
dipodomys_ordii ENSDORG00000027089
dipodomys_ordii ENSDORG00000027907
castor_canadensis ENSCCNG00000026196
carlito_syrichta ENSTSYG00000033596
tursiops_truncatus ENSTTRG00000006664
vicugna_pacos ENSVPAG00000005762
sorex_araneus ENSSARG00000002604
capra_hircus ENSCHIG00000018893
ovis_aries ENSOARG00000009326
bos_taurus ENSBTAG00000002610
bos_mutus ENSBMUG00000019888
bison_bison_bison ENSBBBG00000001759
sus_scrofa ENSSSCG00000021217
pteropus_vampyrus ENSPVAG00000015799
ursus_maritimus ENSUMAG00000007714
ursus_americanus ENSUAMG00000025460
ailuropoda_melanoleuca ENSAMEG00000002172
mustela_putorius_furo ENSMPUG00000004791
mustela_putorius_furo ENSMPUG00000012217
neovison_vison ENSNVIG00000000280
canis_lupus_familiaris ENSCAFG00000014018
canis_lupus_familiaris ENSCAFG00000024192
canis_lupus_dingo ENSCAFG00020022036
canis_lupus_familiaris ENSCAFG00000014093
vulpes_vulpes ENSVVUG00000013649
canis_lupus_dingo ENSCAFG00020009741
canis_lupus_familiaris ENSCAFG00000000578
vulpes_vulpes ENSVVUG00000019403
canis_lupus_familiaris ENSCAFG00000025179
canis_lupus_familiaris ENSCAFG00000008996
ailuropoda_melanoleuca ENSAMEG00000013472
mustela_putorius_furo ENSMPUG00000000264
panthera_pardus ENSPPRG00000011501
panthera_tigris_altaica ENSPTIG00000017977
felis_catus ENSFCAG00000027304
equus_caballus ENSECAG00000018299
dasypus_novemcinctus ENSDNOG00000007692
dasypus_novemcinctus ENSDNOG00000040582
choloepus_hoffmanni ENSCHOG00000000189
loxodonta_africana ENSLAFG00000003572
loxodonta_africana ENSLAFG00000027553
procavia_capensis ENSPCAG00000011316
echinops_telfairi ENSETEG00000003358
canis_lupus_dingo ENSCAFG00020023456
cricetulus_griseus_crigri ENSCGRG00000009712
cricetulus_griseus_chok1gshd ENSCGRG00001020987
cricetulus_griseus_chok1gshd ENSCGRG00001014662
cricetulus_griseus_crigri ENSCGRG00000002534
cricetulus_griseus_crigri-picr ENSCGRG00015016138
mesocricetus_auratus ENSMAUG00000014997
peromyscus_maniculatus_bairdii ENSPEMG00000022009
microtus_ochrogaster ENSMOCG00000011130
mus_spicilegus ENSMSIG00000009497
mus_musculus ENSMUSG00000020949
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018635
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017790
mus_pahari MGP_PahariEiJ_G0029546
rattus_norvegicus ENSRNOG00000004629
meriones_unguiculatus ENSMUGG00000014454
notamacropus_eugenii ENSMEUG00000004962
phascolarctos_cinereus ENSPCIG00000028832
monodelphis_domestica ENSMODG00000007352
cavia_aperea ENSCAPG00000008795
tupaia_belangeri ENSTBEG00000006017
vulpes_vulpes ENSVVUG00000000462
vulpes_vulpes ENSVVUG00000012813
equus_asinus_asinus ENSEASG00005007770
meriones_unguiculatus ENSMUGG00000014216
spermophilus_dauricus ENSSDAG00000020860
microcebus_murinus ENSMICG00000045041
prolemur_simus ENSPSMG00000023416
propithecus_coquereli ENSPCOG00000019425
dasypus_novemcinctus ENSDNOG00000035243
sarcophilus_harrisii ENSSHAG00000004140
ornithorhynchus_anatinus ENSOANG00000013999
pygocentrus_nattereri ENSPNAG00000020392
astyanax_mexicanus ENSAMXG00000035810
ictalurus_punctatus ENSIPUG00000020396
danio_rerio ENSDARG00000098059
tetraodon_nigroviridis ENSTNIG00000010980
takifugu_rubripes ENSTRUG00000011887
mola_mola ENSMMOG00000005084
gasterosteus_aculeatus ENSGACG00000012834
labrus_bergylta ENSLBEG00000024662
mastacembelus_armatus ENSMAMG00000013363
monopterus_albus ENSMALG00000017114
anabas_testudineus ENSATEG00000000623
seriola_dumerili ENSSDUG00000009455
seriola_lalandi_dorsalis ENSSLDG00000001058
scophthalmus_maximus ENSSMAG00000006828
cyprinodon_variegatus ENSCVAG00000015588
fundulus_heteroclitus ENSFHEG00000018799
poecilia_mexicana ENSPMEG00000016954
poecilia_formosa ENSPFOG00000003930
poecilia_latipinna ENSPLAG00000007088
poecilia_reticulata ENSPREG00000015096
xiphophorus_couchianus ENSXCOG00000007263
xiphophorus_maculatus ENSXMAG00000008349
gambusia_affinis ENSGAFG00000007118
kryptolebias_marmoratus ENSKMAG00000019790
oryzias_latipes ENSORLG00000029607
oryzias_latipes_asm223469v1 ENSORLG00015004094
oryzias_latipes ENSORLG00020009263
oryzias_melastigma ENSOMEG00000011034
maylandia_zebra ENSMZEG00005012074
astatotilapia_calliptera ENSACLG00000000398
pundamilia_nyererei ENSPNYG00000002035
haplochromis_burtoni ENSHBUG00000017917
neolamprologus_brichardi ENSNBRG00000021514
oreochromis_niloticus ENSONIG00000000849
amphilophus_citrinellus ENSACIG00000003645
amphiprion_percula ENSAPEG00000023454
amphiprion_ocellaris ENSAOCG00000010208
acanthochromis_polyacanthus ENSAPOG00000007650
stegastes_partitus ENSSPAG00000021710
cynoglossus_semilaevis ENSCSEG00000001893
periophthalmus_magnuspinnatus ENSPMGG00000015250
periophthalmus_magnuspinnatus ENSPMGG00000004479
hippocampus_comes ENSHCOG00000014481
gadus_morhua ENSGMOG00000011903
esox_lucius ENSELUG00000011829
paramormyrops_kingsleyae ENSPKIG00000021184
scleropages_formosus ENSSFOG00015000874
lepisosteus_oculatus ENSLOCG00000011306
latimeria_chalumnae ENSLACG00000009191
xenopus_tropicalis ENSXETG00000003052
pelodiscus_sinensis ENSPSIG00000012416
sphenodon_punctatus ENSSPUG00000004237
eptatretus_burgeri ENSEBUG00000016256
ciona_intestinalis ENSCING00000019745
ciona_savignyi ENSCSAVG00000009394
drosophila_melanogaster FBgn0034368
