poecilia_formosa ENSPFOG00000003278
kryptolebias_marmoratus ENSKMAG00000016977
lates_calcarifer ENSLCAG00010014404
oreochromis_niloticus ENSONIG00000009131
tetraodon_nigroviridis ENSTNIG00000004416
denticeps_clupeoides ENSDCDG00000028900
astyanax_mexicanus ENSAMXG00005021265
hucho_hucho ENSHHUG00000033542
lepisosteus_oculatus ENSLOCG00000009521
petromyzon_marinus ENSPMAG00000000050
seriola_dumerili ENSSDUG00000018371
nothoprocta_perdicaria ENSNPEG00000004947
caenorhabditis_elegans WBGene00000674
ictalurus_punctatus ENSIPUG00000013048
anas_platyrhynchos ENSAPLG00000000588
petromyzon_marinus ENSPMAG00000007320
