cyanistes_caeruleus ENSCCEG00000015765
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024950
mus_musculus ENSMUSG00000027168
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024037
mus_pahari MGP_PahariEiJ_G0025475
rattus_norvegicus ENSRNOG00000004410
meriones_unguiculatus ENSMUGG00000002272
peromyscus_maniculatus_bairdii ENSPEMG00000017076
microtus_ochrogaster ENSMOCG00000017625
cricetulus_griseus_chok1gshd ENSCGRG00001020702
cricetulus_griseus_crigri ENSCGRG00000008256
cricetulus_griseus_crigri-picr ENSCGRG00015008717
mesocricetus_auratus ENSMAUG00000009509
nannospalax_galili ENSNGAG00000017748
jaculus_jaculus ENSJJAG00000011854
urocitellus_parryii ENSUPAG00010018657
spermophilus_dauricus ENSSDAG00000002563
ictidomys_tridecemlineatus ENSSTOG00000003211
marmota_marmota_marmota ENSMMMG00000007169
oryctolagus_cuniculus ENSOCUG00000011075
ochotona_princeps ENSOPRG00000001678
loxodonta_africana ENSLAFG00000015520
procavia_capensis ENSPCAG00000005165
echinops_telfairi ENSETEG00000002655
dasypus_novemcinctus ENSDNOG00000000761
choloepus_hoffmanni ENSCHOG00000001954
heterocephalus_glaber_female ENSHGLG00000010889
heterocephalus_glaber_male ENSHGLG00100010912
fukomys_damarensis ENSFDAG00000008232
cavia_aperea ENSCAPG00000008679
cavia_porcellus ENSCPOG00000007245
chinchilla_lanigera ENSCLAG00000001303
octodon_degus ENSODEG00000016035
tupaia_belangeri ENSTBEG00000004748
carlito_syrichta ENSTSYG00000011965
phascolarctos_cinereus ENSPCIG00000012545
notamacropus_eugenii ENSMEUG00000015900
sarcophilus_harrisii ENSSHAG00000016310
monodelphis_domestica ENSMODG00000009611
ornithorhynchus_anatinus ENSOANG00000015149
xenopus_tropicalis ENSXETG00000008175
latimeria_chalumnae ENSLACG00000015337
pygocentrus_nattereri ENSPNAG00000008341
astyanax_mexicanus ENSAMXG00000001228
danio_rerio ENSDARG00000045936
amphiprion_percula ENSAPEG00000007722
amphiprion_ocellaris ENSAOCG00000011096
acanthochromis_polyacanthus ENSAPOG00000011519
stegastes_partitus ENSSPAG00000006392
stegastes_partitus ENSSPAG00000005243
haplochromis_burtoni ENSHBUG00000016922
haplochromis_burtoni ENSHBUG00000016898
pundamilia_nyererei ENSPNYG00000017990
maylandia_zebra ENSMZEG00005011922
astatotilapia_calliptera ENSACLG00000007980
neolamprologus_brichardi ENSNBRG00000006915
oreochromis_niloticus ENSONIG00000005541
amphilophus_citrinellus ENSACIG00000005867
seriola_dumerili ENSSDUG00000020665
seriola_lalandi_dorsalis ENSSLDG00000025656
gasterosteus_aculeatus ENSGACG00000016030
labrus_bergylta ENSLBEG00000001965
anabas_testudineus ENSATEG00000022478
monopterus_albus ENSMALG00000011834
mastacembelus_armatus ENSMAMG00000020361
scophthalmus_maximus ENSSMAG00000002493
cyprinodon_variegatus ENSCVAG00000000505
fundulus_heteroclitus ENSFHEG00000020408
poecilia_formosa ENSPFOG00000016987
poecilia_latipinna ENSPLAG00000009633
poecilia_mexicana ENSPMEG00000010493
poecilia_reticulata ENSPREG00000013812
gambusia_affinis ENSGAFG00000002421
xiphophorus_maculatus ENSXMAG00000014260
kryptolebias_marmoratus ENSKMAG00000011173
oryzias_latipes ENSORLG00020005018
oryzias_latipes_asm223469v1 ENSORLG00015003198
oryzias_latipes ENSORLG00000009913
oryzias_melastigma ENSOMEG00000004025
tetraodon_nigroviridis ENSTNIG00000013804
takifugu_rubripes ENSTRUG00000006935
mola_mola ENSMMOG00000016006
cynoglossus_semilaevis ENSCSEG00000014397
hippocampus_comes ENSHCOG00000014993
periophthalmus_magnuspinnatus ENSPMGG00000000287
gadus_morhua ENSGMOG00000012304
esox_lucius ENSELUG00000023162
pygocentrus_nattereri ENSPNAG00000023770
astyanax_mexicanus ENSAMXG00000013008
ictalurus_punctatus ENSIPUG00000010089
danio_rerio ENSDARG00000103379
esox_lucius ENSELUG00000016565
scleropages_formosus ENSSFOG00015022354
paramormyrops_kingsleyae ENSPKIG00000019558
lepisosteus_oculatus ENSLOCG00000004578
takifugu_rubripes ENSTRUG00000017375
tetraodon_nigroviridis ENSTNIG00000002471
labrus_bergylta ENSLBEG00000008792
gasterosteus_aculeatus ENSGACG00000002490
xiphophorus_maculatus ENSXMAG00000016421
gambusia_affinis ENSGAFG00000002970
poecilia_latipinna ENSPLAG00000014853
poecilia_mexicana ENSPMEG00000001390
poecilia_formosa ENSPFOG00000006769
poecilia_reticulata ENSPREG00000007154
fundulus_heteroclitus ENSFHEG00000020785
cyprinodon_variegatus ENSCVAG00000003413
kryptolebias_marmoratus ENSKMAG00000005795
oryzias_latipes ENSORLG00020003836
oryzias_latipes_asm223469v1 ENSORLG00015018766
oryzias_latipes ENSORLG00000000847
oryzias_melastigma ENSOMEG00000020736
mastacembelus_armatus ENSMAMG00000011442
amphiprion_ocellaris ENSAOCG00000015069
amphiprion_percula ENSAPEG00000019338
acanthochromis_polyacanthus ENSAPOG00000005176
stegastes_partitus ENSSPAG00000004222
haplochromis_burtoni ENSHBUG00000005120
astatotilapia_calliptera ENSACLG00000015426
pundamilia_nyererei ENSPNYG00000018726
maylandia_zebra ENSMZEG00005022727
neolamprologus_brichardi ENSNBRG00000011435
oreochromis_niloticus ENSONIG00000004074
amphilophus_citrinellus ENSACIG00000017830
anabas_testudineus ENSATEG00000003391
scophthalmus_maximus ENSSMAG00000004243
cynoglossus_semilaevis ENSCSEG00000021135
seriola_lalandi_dorsalis ENSSLDG00000001910
seriola_dumerili ENSSDUG00000019922
mola_mola ENSMMOG00000019050
hippocampus_comes ENSHCOG00000007340
monopterus_albus ENSMALG00000013917
periophthalmus_magnuspinnatus ENSPMGG00000021807
gadus_morhua ENSGMOG00000019087
anolis_carolinensis ENSACAG00000013797
pogona_vitticeps ENSPVIG00000020370
notechis_scutatus ENSNSUG00000005299
salvator_merianae ENSSMRG00000021735
sphenodon_punctatus ENSSPUG00000009367
chrysemys_picta_bellii ENSCPBG00000006771
xenopus_tropicalis ENSXETG00000032534
pygocentrus_nattereri ENSPNAG00000018834
ictalurus_punctatus ENSIPUG00000007187
danio_rerio ENSDARG00000053364
esox_lucius ENSELUG00000006227
scleropages_formosus ENSSFOG00015006260
acanthochromis_polyacanthus ENSAPOG00000000581
stegastes_partitus ENSSPAG00000005963
amphiprion_ocellaris ENSAOCG00000022010
anabas_testudineus ENSATEG00000018271
mola_mola ENSMMOG00000001617
labrus_bergylta ENSLBEG00000024502
gasterosteus_aculeatus ENSGACG00000007835
takifugu_rubripes ENSTRUG00000020030
seriola_lalandi_dorsalis ENSSLDG00000010081
scophthalmus_maximus ENSSMAG00000016375
kryptolebias_marmoratus ENSKMAG00000016028
cyprinodon_variegatus ENSCVAG00000000162
oryzias_latipes ENSORLG00020014646
oryzias_latipes ENSORLG00000022202
oryzias_latipes_asm223469v1 ENSORLG00015013132
oryzias_melastigma ENSOMEG00000019358
xiphophorus_maculatus ENSXMAG00000020826
amphiprion_percula ENSAPEG00000010103
mastacembelus_armatus ENSMAMG00000012228
seriola_dumerili ENSSDUG00000023213
monopterus_albus ENSMALG00000018873
hippocampus_comes ENSHCOG00000019236
astatotilapia_calliptera ENSACLG00000006904
maylandia_zebra ENSMZEG00005012932
haplochromis_burtoni ENSHBUG00000000074
pundamilia_nyererei ENSPNYG00000020454
neolamprologus_brichardi ENSNBRG00000013579
oreochromis_niloticus ENSONIG00000020082
amphilophus_citrinellus ENSACIG00000017337
poecilia_latipinna ENSPLAG00000000450
poecilia_formosa ENSPFOG00000004477
poecilia_mexicana ENSPMEG00000016105
poecilia_reticulata ENSPREG00000023186
gambusia_affinis ENSGAFG00000016936
xiphophorus_couchianus ENSXCOG00000001709
fundulus_heteroclitus ENSFHEG00000002957
cynoglossus_semilaevis ENSCSEG00000019587
gadus_morhua ENSGMOG00000007260
esox_lucius ENSELUG00000004278
astyanax_mexicanus ENSAMXG00000044102
pygocentrus_nattereri ENSPNAG00000022464
ictalurus_punctatus ENSIPUG00000016645
scleropages_formosus ENSSFOG00015021382
paramormyrops_kingsleyae ENSPKIG00000005751
lepisosteus_oculatus ENSLOCG00000017168
eptatretus_burgeri ENSEBUG00000015684
eptatretus_burgeri ENSEBUG00000004233
