esox_lucius ENSELUG00000020533
apteryx_owenii ENSAOWG00000000455
apteryx_rowi ENSARWG00000001415
dromaius_novaehollandiae ENSDNVG00000018389
nothoprocta_perdicaria ENSNPEG00000001128
crocodylus_porosus ENSCPRG00005015717
gopherus_agassizii ENSGAGG00000007009
chelonoidis_abingdonii ENSCABG00000001740
gopherus_agassizii ENSGAGG00000008192
chrysemys_picta_bellii ENSCPBG00000006796
pelodiscus_sinensis ENSPSIG00000015232
sphenodon_punctatus ENSSPUG00000012564
notechis_scutatus ENSNSUG00000013962
sarcophilus_harrisii ENSSHAG00000017394
sarcophilus_harrisii ENSSHAG00000017153
phascolarctos_cinereus ENSPCIG00000013937
notamacropus_eugenii ENSMEUG00000012863
monodelphis_domestica ENSMODG00000007996
pan_troglodytes ENSPTRG00000012613
pan_paniscus ENSPPAG00000041907
homo_sapiens ENSG00000081479
gorilla_gorilla ENSGGOG00000016592
pongo_abelii ENSPPYG00000012910
nomascus_leucogenys ENSNLEG00000004701
colobus_angolensis_palliatus ENSCANG00000040521
piliocolobus_tephrosceles ENSPTEG00000036203
rhinopithecus_roxellana ENSRROG00000035813
rhinopithecus_bieti ENSRBIG00000029285
theropithecus_gelada ENSTGEG00000016038
papio_anubis ENSPANG00000007656
cercocebus_atys ENSCATG00000041163
mandrillus_leucophaeus ENSMLEG00000029408
macaca_fascicularis ENSMFAG00000045364
macaca_mulatta ENSMMUG00000017143
macaca_nemestrina ENSMNEG00000016273
chlorocebus_sabaeus ENSCSAG00000015238
cebus_capucinus ENSCCAG00000034230
saimiri_boliviensis_boliviensis ENSSBOG00000032083
callithrix_jacchus ENSCJAG00000006333
aotus_nancymaae ENSANAG00000021640
carlito_syrichta ENSTSYG00000009189
propithecus_coquereli ENSPCOG00000008020
prolemur_simus ENSPSMG00000022759
microcebus_murinus ENSMICG00000017339
otolemur_garnettii ENSOGAG00000007904
tupaia_belangeri ENSTBEG00000008578
mus_spicilegus ENSMSIG00000004592
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024543
mus_musculus ENSMUSG00000027070
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023621
mus_pahari MGP_PahariEiJ_G0025073
rattus_norvegicus ENSRNOG00000056184
meriones_unguiculatus ENSMUGG00000006021
cricetulus_griseus_chok1gshd ENSCGRG00001015380
cricetulus_griseus_crigri ENSCGRG00000008177
cricetulus_griseus_crigri-picr ENSCGRG00015004546
mesocricetus_auratus ENSMAUG00000007988
microtus_ochrogaster ENSMOCG00000021464
peromyscus_maniculatus_bairdii ENSPEMG00000022972
nannospalax_galili ENSNGAG00000011151
jaculus_jaculus ENSJJAG00000014991
dipodomys_ordii ENSDORG00000010845
chinchilla_lanigera ENSCLAG00000003393
octodon_degus ENSODEG00000011319
cavia_aperea ENSCAPG00000011156
cavia_porcellus ENSCPOG00000036279
heterocephalus_glaber_male ENSHGLG00100004250
heterocephalus_glaber_female ENSHGLG00000006508
fukomys_damarensis ENSFDAG00000017929
ictidomys_tridecemlineatus ENSSTOG00000009904
urocitellus_parryii ENSUPAG00010009516
spermophilus_dauricus ENSSDAG00000013471
marmota_marmota_marmota ENSMMMG00000023480
oryctolagus_cuniculus ENSOCUG00000011007
ochotona_princeps ENSOPRG00000005238
pteropus_vampyrus ENSPVAG00000000159
myotis_lucifugus ENSMLUG00000009562
ursus_maritimus ENSUMAG00000013704
ursus_maritimus ENSUMAG00000013713
ursus_americanus ENSUAMG00000019021
ailuropoda_melanoleuca ENSAMEG00000010654
neovison_vison ENSNVIG00000005167
mustela_putorius_furo ENSMPUG00000000740
canis_lupus_familiaris ENSCAFG00000012128
canis_lupus_dingo ENSCAFG00020002453
vulpes_vulpes ENSVVUG00000016655
panthera_tigris_altaica ENSPTIG00000000571
panthera_pardus ENSPPRG00000012188
felis_catus ENSFCAG00000006116
equus_asinus_asinus ENSEASG00005022858
equus_asinus_asinus ENSEASG00005022851
castor_canadensis ENSCCNG00000022249
castor_canadensis ENSCCNG00000022304
castor_canadensis ENSCCNG00000022270
equus_caballus ENSECAG00000000435
erinaceus_europaeus ENSEEUG00000005297
sorex_araneus ENSSARG00000009726
ovis_aries ENSOARG00000003592
capra_hircus ENSCHIG00000018974
bos_mutus ENSBMUG00000003383
bos_taurus ENSBTAG00000004555
bison_bison_bison ENSBBBG00000014043
tursiops_truncatus ENSTTRG00000006509
vicugna_pacos ENSVPAG00000007161
sus_scrofa ENSSSCG00000040746
loxodonta_africana ENSLAFG00000013646
procavia_capensis ENSPCAG00000001758
echinops_telfairi ENSETEG00000003916
choloepus_hoffmanni ENSCHOG00000009670
dasypus_novemcinctus ENSDNOG00000002598
ornithorhynchus_anatinus ENSOANG00000008520
latimeria_chalumnae ENSLACG00000003665
pogona_vitticeps ENSPVIG00000025183
pogona_vitticeps ENSPVIG00000025184
anolis_carolinensis ENSACAG00000017153
salvator_merianae ENSSMRG00000018957
notechis_scutatus ENSNSUG00000013987
periophthalmus_magnuspinnatus ENSPMGG00000019969
xenopus_tropicalis ENSXETG00000016214
lepisosteus_oculatus ENSLOCG00000011603
petromyzon_marinus ENSPMAG00000003658
eptatretus_burgeri ENSEBUG00000009863
