cynoglossus_semilaevis ENSCSEG00000014200
marmota_marmota_marmota ENSMMMG00000009871
tupaia_belangeri ENSTBEG00000008939
capra_hircus ENSCHIG00000013854
ovis_aries ENSOARG00000004941
bos_mutus ENSBMUG00000022842
bos_taurus ENSBTAG00000014315
bison_bison_bison ENSBBBG00000008418
tursiops_truncatus ENSTTRG00000013319
sus_scrofa ENSSSCG00000025876
vicugna_pacos ENSVPAG00000011812
ursus_maritimus ENSUMAG00000007253
ursus_americanus ENSUAMG00000011843
ailuropoda_melanoleuca ENSAMEG00000018075
mustela_putorius_furo ENSMPUG00000011990
neovison_vison ENSNVIG00000013149
canis_lupus_dingo ENSCAFG00020026264
canis_lupus_familiaris ENSCAFG00000013602
vulpes_vulpes ENSVVUG00000020107
panthera_tigris_altaica ENSPTIG00000012140
panthera_pardus ENSPPRG00000005422
felis_catus ENSFCAG00000003426
equus_asinus_asinus ENSEASG00005015378
equus_caballus ENSECAG00000000091
erinaceus_europaeus ENSEEUG00000001756
pteropus_vampyrus ENSPVAG00000008036
myotis_lucifugus ENSMLUG00000000140
oryctolagus_cuniculus ENSOCUG00000004441
choloepus_hoffmanni ENSCHOG00000013517
dasypus_novemcinctus ENSDNOG00000046767
loxodonta_africana ENSLAFG00000012952
procavia_capensis ENSPCAG00000013038
echinops_telfairi ENSETEG00000006916
ornithorhynchus_anatinus ENSOANG00000020345
latimeria_chalumnae ENSLACG00000013543
petromyzon_marinus ENSPMAG00000007817
eptatretus_burgeri ENSEBUG00000011595
ciona_intestinalis ENSCING00000001668
caenorhabditis_elegans_strain_n2 WBGene00011420
caenorhabditis_elegans_strain_n2 WBGene00011417
caenorhabditis_elegans_strain_n2 WBGene00011416
caenorhabditis_elegans_strain_n2 WBGene00011419
caenorhabditis_elegans_strain_n2 WBGene00235310
pygocentrus_nattereri ENSPNAG00000002446
saccharomyces_cerevisiae YHR029C
