equus_caballus ENSECAG00000024904
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016678
mus_spicilegus ENSMSIG00000020472
mus_musculus ENSMUSG00000020218
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015853
mus_pahari MGP_PahariEiJ_G0031233
rattus_norvegicus ENSRNOG00000004476
meriones_unguiculatus ENSMUGG00000010386
microtus_ochrogaster ENSMOCG00000002483
peromyscus_maniculatus_bairdii ENSPEMG00000017968
cricetulus_griseus_chok1gshd ENSCGRG00001017177
cricetulus_griseus_crigri ENSCGRG00000008110
cricetulus_griseus_crigri-picr ENSCGRG00015003193
mesocricetus_auratus ENSMAUG00000000487
nannospalax_galili ENSNGAG00000023422
jaculus_jaculus ENSJJAG00000016657
ictidomys_tridecemlineatus ENSSTOG00000028030
spermophilus_dauricus ENSSDAG00000006850
urocitellus_parryii ENSUPAG00010008014
marmota_marmota_marmota ENSMMMG00000009439
dipodomys_ordii ENSDORG00000006658
castor_canadensis ENSCCNG00000012824
heterocephalus_glaber_female ENSHGLG00000011348
heterocephalus_glaber_male ENSHGLG00100005399
fukomys_damarensis ENSFDAG00000013909
octodon_degus ENSODEG00000004030
chinchilla_lanigera ENSCLAG00000010639
cavia_porcellus ENSCPOG00000001781
rhinopithecus_bieti ENSRBIG00000031168
microcebus_murinus ENSMICG00000012061
otolemur_garnettii ENSOGAG00000008053
carlito_syrichta ENSTSYG00000002126
echinops_telfairi ENSETEG00000007501
choloepus_hoffmanni ENSCHOG00000011685
dasypus_novemcinctus ENSDNOG00000016248
procavia_capensis ENSPCAG00000016260
notamacropus_eugenii ENSMEUG00000003804
phascolarctos_cinereus ENSPCIG00000029672
sarcophilus_harrisii ENSSHAG00000002234
monodelphis_domestica ENSMODG00000017599
ornithorhynchus_anatinus ENSOANG00000005916
pogona_vitticeps ENSPVIG00000000206
anolis_carolinensis ENSACAG00000003473
notechis_scutatus ENSNSUG00000004286
salvator_merianae ENSSMRG00000016104
sphenodon_punctatus ENSSPUG00000011978
taeniopygia_guttata ENSTGUG00000006579
lonchura_striata_domestica ENSLSDG00000016106
serinus_canaria ENSSCAG00000002774
junco_hyemalis ENSJHYG00000007335
zonotrichia_albicollis ENSZALG00000009760
parus_major ENSPMJG00000012598
cyanistes_caeruleus ENSCCEG00000009922
ficedula_albicollis ENSFALG00000009986
manacus_vitellinus ENSMVIG00005004891
lepidothrix_coronata ENSLCOG00000014524
melopsittacus_undulatus ENSMUNG00000013941
calidris_pygmaea ENSCPGG00000009299
calidris_pugnax ENSCPUG00000004701
anser_brachyrhynchus ENSABRG00000007768
anas_platyrhynchos_platyrhynchos ENSAPLG00000012943
gallus_gallus ENSGALG00000039209
meleagris_gallopavo ENSMGAG00000010279
coturnix_japonica ENSCJPG00005015720
numida_meleagris ENSNMEG00000012288
apteryx_haastii ENSAHAG00000003459
apteryx_owenii ENSAOWG00000005760
apteryx_rowi ENSARWG00000003279
dromaius_novaehollandiae ENSDNVG00000008534
nothoprocta_perdicaria ENSNPEG00000007345
crocodylus_porosus ENSCPRG00005007599
gopherus_agassizii ENSGAGG00000023193
chelonoidis_abingdonii ENSCABG00000016520
chrysemys_picta_bellii ENSCPBG00000001151
pelodiscus_sinensis ENSPSIG00000005739
xenopus_tropicalis ENSXETG00000013842
latimeria_chalumnae ENSLACG00000011011
pygocentrus_nattereri ENSPNAG00000008872
astyanax_mexicanus ENSAMXG00000011296
ictalurus_punctatus ENSIPUG00000016380
danio_rerio ENSDARG00000005541
esox_lucius ENSELUG00000012238
scleropages_formosus ENSSFOG00015016205
paramormyrops_kingsleyae ENSPKIG00000021753
lepisosteus_oculatus ENSLOCG00000016154
eptatretus_burgeri ENSEBUG00000012961
