xiphophorus_maculatus ENSXMAG00000011199
ornithorhynchus_anatinus ENSOANG00000021791
ornithorhynchus_anatinus ENSOANG00000021646
chelonoidis_abingdonii ENSCABG00000008262
gopherus_agassizii ENSGAGG00000017055
chrysemys_picta_bellii ENSCPBG00000000075
crocodylus_porosus ENSCPRG00005003134
anolis_carolinensis ENSACAG00000014707
notechis_scutatus ENSNSUG00000000657
sphenodon_punctatus ENSSPUG00000011405
zonotrichia_albicollis ENSZALG00000010257
junco_hyemalis ENSJHYG00000010262
taeniopygia_guttata ENSTGUG00000007835
lonchura_striata_domestica ENSLSDG00000016719
serinus_canaria ENSSCAG00000008055
parus_major ENSPMJG00000012676
cyanistes_caeruleus ENSCCEG00000010404
ficedula_albicollis ENSFALG00000010525
lepidothrix_coronata ENSLCOG00000008049
melopsittacus_undulatus ENSMUNG00000015158
calidris_pygmaea ENSCPGG00000010568
calidris_pugnax ENSCPUG00000003128
coturnix_japonica ENSCJPG00005004695
gallus_gallus ENSGALG00000028648
meleagris_gallopavo ENSMGAG00000011116
numida_meleagris ENSNMEG00000005608
anser_brachyrhynchus ENSABRG00000010015
anas_platyrhynchos_platyrhynchos ENSAPLG00000007839
apteryx_owenii ENSAOWG00000010909
apteryx_rowi ENSARWG00000012280
apteryx_haastii ENSAHAG00000003682
dromaius_novaehollandiae ENSDNVG00000001693
nothoprocta_perdicaria ENSNPEG00000008953
xenopus_tropicalis ENSXETG00000014539
latimeria_chalumnae ENSLACG00000016632
caenorhabditis_elegans_strain_n2 WBGene00017360
