manacus_vitellinus ENSMVIG00005008413
mandrillus_leucophaeus ENSMLEG00000040943
cercocebus_atys ENSCATG00000044913
macaca_mulatta ENSMMUG00000047340
macaca_fascicularis ENSMFAG00000033204
macaca_nemestrina ENSMNEG00000038240
piliocolobus_tephrosceles ENSPTEG00000032427
colobus_angolensis_palliatus ENSCANG00000023235
rhinopithecus_bieti ENSRBIG00000029699
rhinopithecus_roxellana ENSRROG00000038971
pan_paniscus ENSPPAG00000035574
pan_troglodytes ENSPTRG00000005898
gorilla_gorilla ENSGGOG00000022603
homo_sapiens ENSG00000253710
pongo_abelii ENSPPYG00000005386
nomascus_leucogenys ENSNLEG00000003982
cebus_capucinus ENSCCAG00000035914
saimiri_boliviensis_boliviensis ENSSBOG00000025785
callithrix_jacchus ENSCJAG00000036951
aotus_nancymaae ENSANAG00000027009
carlito_syrichta ENSTSYG00000006481
otolemur_garnettii ENSOGAG00000028195
propithecus_coquereli ENSPCOG00000013223
microcebus_murinus ENSMICG00000033695
prolemur_simus ENSPSMG00000008944
propithecus_coquereli ENSPCOG00000016600
vicugna_pacos ENSVPAG00000007082
sus_scrofa ENSSSCG00000009381
ovis_aries ENSOARG00000009109
capra_hircus ENSCHIG00000024968
bos_mutus ENSBMUG00000007135
bos_taurus ENSBTAG00000010337
bison_bison_bison ENSBBBG00000015484
tursiops_truncatus ENSTTRG00000001234
equus_caballus ENSECAG00000018321
equus_asinus_asinus ENSEASG00005017819
ursus_maritimus ENSUMAG00000019354
ursus_americanus ENSUAMG00000022820
ailuropoda_melanoleuca ENSAMEG00000011875
mustela_putorius_furo ENSMPUG00000017999
neovison_vison ENSNVIG00000012351
canis_lupus_familiaris ENSCAFG00000004252
canis_lupus_dingo ENSCAFG00020000669
vulpes_vulpes ENSVVUG00000024042
panthera_pardus ENSPPRG00000024587
panthera_tigris_altaica ENSPTIG00000008419
felis_catus ENSFCAG00000026271
pteropus_vampyrus ENSPVAG00000009653
myotis_lucifugus ENSMLUG00000028693
loxodonta_africana ENSLAFG00000020500
procavia_capensis ENSPCAG00000012570
choloepus_hoffmanni ENSCHOG00000013021
dasypus_novemcinctus ENSDNOG00000044400
ornithorhynchus_anatinus ENSOANG00000015524
xenopus_tropicalis ENSXETG00000020712
latimeria_chalumnae ENSLACG00000007732
mastacembelus_armatus ENSMAMG00000022268
cynoglossus_semilaevis ENSCSEG00000010341
poecilia_formosa ENSPFOG00000004511
poecilia_latipinna ENSPLAG00000014143
poecilia_mexicana ENSPMEG00000000130
poecilia_reticulata ENSPREG00000010439
gambusia_affinis ENSGAFG00000005549
xiphophorus_maculatus ENSXMAG00000012465
fundulus_heteroclitus ENSFHEG00000020747
cyprinodon_variegatus ENSCVAG00000014672
kryptolebias_marmoratus ENSKMAG00000019422
oryzias_latipes ENSORLG00000005232
oryzias_latipes_asm223469v1 ENSORLG00015014882
oryzias_latipes ENSORLG00020016496
oryzias_melastigma ENSOMEG00000007110
tetraodon_nigroviridis ENSTNIG00000014525
takifugu_rubripes ENSTRUG00000008200
mola_mola ENSMMOG00000006139
seriola_lalandi_dorsalis ENSSLDG00000012678
seriola_dumerili ENSSDUG00000021786
scophthalmus_maximus ENSSMAG00000007070
amphiprion_percula ENSAPEG00000004804
amphiprion_ocellaris ENSAOCG00000003559
acanthochromis_polyacanthus ENSAPOG00000004253
stegastes_partitus ENSSPAG00000019918
astatotilapia_calliptera ENSACLG00000027899
maylandia_zebra ENSMZEG00005008180
haplochromis_burtoni ENSHBUG00000007121
pundamilia_nyererei ENSPNYG00000016075
neolamprologus_brichardi ENSNBRG00000007121
oreochromis_niloticus ENSONIG00000012226
amphilophus_citrinellus ENSACIG00000001151
gasterosteus_aculeatus ENSGACG00000015159
labrus_bergylta ENSLBEG00000025430
monopterus_albus ENSMALG00000010657
anabas_testudineus ENSATEG00000003821
hippocampus_comes ENSHCOG00000009773
gadus_morhua ENSGMOG00000000693
esox_lucius ENSELUG00000021401
seriola_dumerili ENSSDUG00000012623
seriola_lalandi_dorsalis ENSSLDG00000020831
scophthalmus_maximus ENSSMAG00000010456
mastacembelus_armatus ENSMAMG00000013842
monopterus_albus ENSMALG00000013240
anabas_testudineus ENSATEG00000014802
amphiprion_percula ENSAPEG00000019336
amphiprion_percula ENSAPEG00000019393
amphiprion_ocellaris ENSAOCG00000002234
acanthochromis_polyacanthus ENSAPOG00000020302
stegastes_partitus ENSSPAG00000005143
pundamilia_nyererei ENSPNYG00000023513
haplochromis_burtoni ENSHBUG00000000807
maylandia_zebra ENSMZEG00005020336
astatotilapia_calliptera ENSACLG00000014980
neolamprologus_brichardi ENSNBRG00000014694
oreochromis_niloticus ENSONIG00000016167
amphilophus_citrinellus ENSACIG00000002737
fundulus_heteroclitus ENSFHEG00000001781
cyprinodon_variegatus ENSCVAG00000023050
poecilia_latipinna ENSPLAG00000023903
poecilia_mexicana ENSPMEG00000015806
poecilia_formosa ENSPFOG00000000096
poecilia_reticulata ENSPREG00000011408
xiphophorus_maculatus ENSXMAG00000008695
xiphophorus_couchianus ENSXCOG00000008492
gambusia_affinis ENSGAFG00000004371
kryptolebias_marmoratus ENSKMAG00000005287
oryzias_latipes ENSORLG00000008223
oryzias_latipes ENSORLG00020022382
oryzias_latipes_asm223469v1 ENSORLG00015023201
oryzias_melastigma ENSOMEG00000014514
gasterosteus_aculeatus ENSGACG00000007969
labrus_bergylta ENSLBEG00000022778
periophthalmus_magnuspinnatus ENSPMGG00000012836
gadus_morhua ENSGMOG00000005241
esox_lucius ENSELUG00000009006
astyanax_mexicanus ENSAMXG00000034017
pygocentrus_nattereri ENSPNAG00000007163
ictalurus_punctatus ENSIPUG00000021838
danio_rerio ENSDARG00000031202
scleropages_formosus ENSSFOG00015002331
paramormyrops_kingsleyae ENSPKIG00000019864
lepisosteus_oculatus ENSLOCG00000010386
eptatretus_burgeri ENSEBUG00000012896
ciona_savignyi ENSCSAVG00000006336
ciona_intestinalis ENSCING00000012841
caenorhabditis_elegans_strain_n2 WBGene00015162
drosophila_melanogaster FBgn0037108
saccharomyces_cerevisiae YNL048W
