junco_hyemalis ENSJHYG00000015633
acanthochromis_polyacanthus ENSAPOG00000011640
stegastes_partitus ENSSPAG00000019769
astatotilapia_calliptera ENSACLG00000009658
haplochromis_burtoni ENSHBUG00000008266
maylandia_zebra ENSMZEG00005027062
pundamilia_nyererei ENSPNYG00000014200
neolamprologus_brichardi ENSNBRG00000020703
oreochromis_niloticus ENSONIG00000012464
amphilophus_citrinellus ENSACIG00000017857
hippocampus_comes ENSHCOG00000020913
labrus_bergylta ENSLBEG00000015150
gasterosteus_aculeatus ENSGACG00000006672
mola_mola ENSMMOG00000010384
takifugu_rubripes ENSTRUG00000014259
periophthalmus_magnuspinnatus ENSPMGG00000003411
gadus_morhua ENSGMOG00000001327
esox_lucius ENSELUG00000010715
pygocentrus_nattereri ENSPNAG00000001197
astyanax_mexicanus ENSAMXG00000024722
ictalurus_punctatus ENSIPUG00000006414
lepisosteus_oculatus ENSLOCG00000005620
