capra_hircus ENSCHIG00000012041
salvator_merianae ENSSMRG00000013566
xenopus_tropicalis ENSXETG00000022556
latimeria_chalumnae ENSLACG00000016100
anser_brachyrhynchus ENSABRG00000009361
anas_platyrhynchos_platyrhynchos ENSAPLG00000010734
crocodylus_porosus ENSCPRG00005016085
hippocampus_comes ENSHCOG00000021090
nothoprocta_perdicaria ENSNPEG00000009042
petromyzon_marinus ENSPMAG00000005077
petromyzon_marinus ENSPMAG00000002737
paramormyrops_kingsleyae ENSPKIG00000019025
paramormyrops_kingsleyae ENSPKIG00000019079
scleropages_formosus ENSSFOG00015013780
scleropages_formosus ENSSFOG00015012519
pygocentrus_nattereri ENSPNAG00000000417
astyanax_mexicanus ENSAMXG00000036054
ictalurus_punctatus ENSIPUG00000017933
danio_rerio ENSDARG00000032369
esox_lucius ENSELUG00000006498
esox_lucius ENSELUG00000012265
lepisosteus_oculatus ENSLOCG00000010381
takifugu_rubripes ENSTRUG00000016244
tetraodon_nigroviridis ENSTNIG00000004804
labrus_bergylta ENSLBEG00000024368
labrus_bergylta ENSLBEG00000029016
seriola_dumerili ENSSDUG00000016647
seriola_lalandi_dorsalis ENSSLDG00000000569
mastacembelus_armatus ENSMAMG00000001551
anabas_testudineus ENSATEG00000008447
xiphophorus_maculatus ENSXMAG00000007533
xiphophorus_couchianus ENSXCOG00000000956
gambusia_affinis ENSGAFG00000017686
poecilia_latipinna ENSPLAG00000015034
poecilia_formosa ENSPFOG00000002547
poecilia_mexicana ENSPMEG00000018076
poecilia_reticulata ENSPREG00000012104
cyprinodon_variegatus ENSCVAG00000000477
fundulus_heteroclitus ENSFHEG00000012586
kryptolebias_marmoratus ENSKMAG00000001664
oryzias_latipes ENSORLG00000018172
oryzias_latipes_asm223469v1 ENSORLG00015010216
oryzias_latipes ENSORLG00020012661
oryzias_melastigma ENSOMEG00000022696
amphiprion_ocellaris ENSAOCG00000022554
amphiprion_percula ENSAPEG00000017405
acanthochromis_polyacanthus ENSAPOG00000012159
stegastes_partitus ENSSPAG00000003043
maylandia_zebra ENSMZEG00005015024
astatotilapia_calliptera ENSACLG00000017278
haplochromis_burtoni ENSHBUG00000005675
pundamilia_nyererei ENSPNYG00000006676
oreochromis_niloticus ENSONIG00000000256
neolamprologus_brichardi ENSNBRG00000002756
amphilophus_citrinellus ENSACIG00000022354
mola_mola ENSMMOG00000017773
gadus_morhua ENSGMOG00000009315
pygocentrus_nattereri ENSPNAG00000021913
astyanax_mexicanus ENSAMXG00000020894
ictalurus_punctatus ENSIPUG00000023325
danio_rerio ENSDARG00000076440
kryptolebias_marmoratus ENSKMAG00000018157
scophthalmus_maximus ENSSMAG00000005536
takifugu_rubripes ENSTRUG00000008962
tetraodon_nigroviridis ENSTNIG00000012385
gasterosteus_aculeatus ENSGACG00000004835
amphiprion_percula ENSAPEG00000003260
amphiprion_ocellaris ENSAOCG00000019847
acanthochromis_polyacanthus ENSAPOG00000004372
stegastes_partitus ENSSPAG00000017133
maylandia_zebra ENSMZEG00005001741
astatotilapia_calliptera ENSACLG00000010608
haplochromis_burtoni ENSHBUG00000022370
pundamilia_nyererei ENSPNYG00000016891
neolamprologus_brichardi ENSNBRG00000023655
oreochromis_niloticus ENSONIG00000001672
amphilophus_citrinellus ENSACIG00000023803
labrus_bergylta ENSLBEG00000000764
mola_mola ENSMMOG00000014781
monopterus_albus ENSMALG00000007298
mastacembelus_armatus ENSMAMG00000000057
anabas_testudineus ENSATEG00000017087
seriola_dumerili ENSSDUG00000005135
seriola_lalandi_dorsalis ENSSLDG00000013981
oryzias_latipes ENSORLG00000017891
oryzias_latipes ENSORLG00020013934
oryzias_latipes_asm223469v1 ENSORLG00015010320
oryzias_melastigma ENSOMEG00000014590
fundulus_heteroclitus ENSFHEG00000011072
cyprinodon_variegatus ENSCVAG00000018074
xiphophorus_maculatus ENSXMAG00000027382
xiphophorus_couchianus ENSXCOG00000004780
gambusia_affinis ENSGAFG00000011762
poecilia_formosa ENSPFOG00000007869
poecilia_latipinna ENSPLAG00000009573
poecilia_mexicana ENSPMEG00000007156
poecilia_reticulata ENSPREG00000005120
cynoglossus_semilaevis ENSCSEG00000013091
periophthalmus_magnuspinnatus ENSPMGG00000005685
eptatretus_burgeri ENSEBUG00000006614
eptatretus_burgeri ENSEBUG00000008449
gadus_morhua ENSGMOG00000018308
