oryzias_latipes_asm223469v1 ENSORLG00015022922
phascolarctos_cinereus ENSPCIG00000008653
notamacropus_eugenii ENSMEUG00000006193
monodelphis_domestica ENSMODG00000015481
ursus_maritimus ENSUMAG00000008866
ursus_americanus ENSUAMG00000018850
ailuropoda_melanoleuca ENSAMEG00000019460
procavia_capensis ENSPCAG00000002559
choloepus_hoffmanni ENSCHOG00000012001
myotis_lucifugus ENSMLUG00000015346
pteropus_vampyrus ENSPVAG00000005599
equus_caballus ENSECAG00000019630
equus_asinus_asinus ENSEASG00005008344
bos_mutus ENSBMUG00000018644
bos_taurus ENSBTAG00000009246
bison_bison_bison ENSBBBG00000018596
capra_hircus ENSCHIG00000021755
capra_hircus ENSCHIG00000019499
vicugna_pacos ENSVPAG00000012508
sus_scrofa ENSSSCG00000008516
panthera_tigris_altaica ENSPTIG00000004822
panthera_pardus ENSPPRG00000002374
felis_catus ENSFCAG00000026246
felis_catus ENSFCAG00000033152
canis_lupus_dingo ENSCAFG00020023631
vulpes_vulpes ENSVVUG00000007622
mustela_putorius_furo ENSMPUG00000005211
neovison_vison ENSNVIG00000021731
ursus_americanus ENSUAMG00000019140
ursus_maritimus ENSUMAG00000019908
ailuropoda_melanoleuca ENSAMEG00000007768
microcebus_murinus ENSMICG00000027078
propithecus_coquereli ENSPCOG00000020512
prolemur_simus ENSPSMG00000009208
otolemur_garnettii ENSOGAG00000034197
pan_paniscus ENSPPAG00000040222
pan_troglodytes ENSPTRG00000011811
homo_sapiens ENSG00000162961
gorilla_gorilla ENSGGOG00000037149
pongo_abelii ENSPPYG00000012510
nomascus_leucogenys ENSNLEG00000028992
piliocolobus_tephrosceles ENSPTEG00000010629
colobus_angolensis_palliatus ENSCANG00000028884
rhinopithecus_bieti ENSRBIG00000040769
rhinopithecus_roxellana ENSRROG00000043439
theropithecus_gelada ENSTGEG00000025581
mandrillus_leucophaeus ENSMLEG00000033300
macaca_mulatta ENSMMUG00000014481
macaca_nemestrina ENSMNEG00000039226
macaca_fascicularis ENSMFAG00000045079
cercocebus_atys ENSCATG00000030071
papio_anubis ENSPANG00000002887
chlorocebus_sabaeus ENSCSAG00000011492
callithrix_jacchus ENSCJAG00000044850
saimiri_boliviensis_boliviensis ENSSBOG00000033207
cebus_capucinus ENSCCAG00000026933
aotus_nancymaae ENSANAG00000033628
heterocephalus_glaber_female ENSHGLG00000013219
heterocephalus_glaber_male ENSHGLG00100009042
fukomys_damarensis ENSFDAG00000011480
octodon_degus ENSODEG00000009012
octodon_degus ENSODEG00000009930
chinchilla_lanigera ENSCLAG00000005066
cavia_porcellus ENSCPOG00000006349
marmota_marmota_marmota ENSMMMG00000018887
marmota_marmota_marmota ENSMMMG00000002120
urocitellus_parryii ENSUPAG00010001753
ictidomys_tridecemlineatus ENSSTOG00000013372
spermophilus_dauricus ENSSDAG00000002378
urocitellus_parryii ENSUPAG00010013950
marmota_marmota_marmota ENSMMMG00000022109
spermophilus_dauricus ENSSDAG00000010246
oryctolagus_cuniculus ENSOCUG00000017877
ochotona_princeps ENSOPRG00000011833
tupaia_belangeri ENSTBEG00000017486
tursiops_truncatus ENSTTRG00000000533
ovis_aries ENSOARG00000002213
canis_lupus_familiaris ENSCAFG00000005708
castor_canadensis ENSCCNG00000008456
castor_canadensis ENSCCNG00000006871
dipodomys_ordii ENSDORG00000013674
peromyscus_maniculatus_bairdii ENSPEMG00000013295
peromyscus_maniculatus_bairdii ENSPEMG00000018636
peromyscus_maniculatus_bairdii ENSPEMG00000022018
microtus_ochrogaster ENSMOCG00000002285
cricetulus_griseus_chok1gshd ENSCGRG00001018375
cricetulus_griseus_crigri-picr ENSCGRG00015020681
cricetulus_griseus_crigri ENSCGRG00000002728
mesocricetus_auratus ENSMAUG00000017745
mus_spicilegus ENSMSIG00000022833
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022786
mus_musculus ENSMUSG00000024067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021874
mus_pahari MGP_PahariEiJ_G0020861
rattus_norvegicus ENSRNOG00000027126
meriones_unguiculatus ENSMUGG00000024685
nannospalax_galili ENSNGAG00000002081
jaculus_jaculus ENSJJAG00000018546
carlito_syrichta ENSTSYG00000000146
carlito_syrichta ENSTSYG00000035157
erinaceus_europaeus ENSEEUG00000012471
dasypus_novemcinctus ENSDNOG00000012208
loxodonta_africana ENSLAFG00000022834
echinops_telfairi ENSETEG00000006389
ornithorhynchus_anatinus ENSOANG00000003944
xenopus_tropicalis ENSXETG00000008549
latimeria_chalumnae ENSLACG00000016865
eptatretus_burgeri ENSEBUG00000013202
