mustela_putorius_furo ENSMPUG00000004929
sphenodon_punctatus ENSSPUG00000010821
latimeria_chalumnae ENSLACG00000003071
gambusia_affinis ENSGAFG00000005720
xiphophorus_maculatus ENSXMAG00000011902
poecilia_formosa ENSPFOG00000006360
poecilia_latipinna ENSPLAG00000014175
poecilia_reticulata ENSPREG00000006259
poecilia_mexicana ENSPMEG00000007806
fundulus_heteroclitus ENSFHEG00000022728
cyprinodon_variegatus ENSCVAG00000019699
kryptolebias_marmoratus ENSKMAG00000006206
takifugu_rubripes ENSTRUG00000018292
tetraodon_nigroviridis ENSTNIG00000013180
astatotilapia_calliptera ENSACLG00000005484
pundamilia_nyererei ENSPNYG00000019516
maylandia_zebra ENSMZEG00005011009
haplochromis_burtoni ENSHBUG00000009969
neolamprologus_brichardi ENSNBRG00000023844
oreochromis_niloticus ENSONIG00000002556
amphilophus_citrinellus ENSACIG00000024378
amphiprion_percula ENSAPEG00000009273
amphiprion_ocellaris ENSAOCG00000018979
acanthochromis_polyacanthus ENSAPOG00000019207
stegastes_partitus ENSSPAG00000014443
monopterus_albus ENSMALG00000021995
mastacembelus_armatus ENSMAMG00000018455
anabas_testudineus ENSATEG00000023710
seriola_lalandi_dorsalis ENSSLDG00000005330
seriola_dumerili ENSSDUG00000002877
scophthalmus_maximus ENSSMAG00000018528
gasterosteus_aculeatus ENSGACG00000014380
labrus_bergylta ENSLBEG00000005871
mola_mola ENSMMOG00000001260
oryzias_latipes ENSORLG00000015253
oryzias_latipes_asm223469v1 ENSORLG00015017044
oryzias_latipes ENSORLG00020020937
oryzias_melastigma ENSOMEG00000002522
cynoglossus_semilaevis ENSCSEG00000007260
hippocampus_comes ENSHCOG00000000994
periophthalmus_magnuspinnatus ENSPMGG00000014326
gadus_morhua ENSGMOG00000012688
esox_lucius ENSELUG00000015933
astyanax_mexicanus ENSAMXG00000009416
pygocentrus_nattereri ENSPNAG00000011094
ictalurus_punctatus ENSIPUG00000015797
danio_rerio ENSDARG00000062017
scleropages_formosus ENSSFOG00015002646
paramormyrops_kingsleyae ENSPKIG00000016188
paramormyrops_kingsleyae ENSPKIG00000007991
scleropages_formosus ENSSFOG00015012118
lepisosteus_oculatus ENSLOCG00000006601
petromyzon_marinus ENSPMAG00000009822
