hucho_hucho ENSHHUG00000027574
gallus_gallus ENSGALG00000008613
meleagris_gallopavo ENSMGAG00000007722
coturnix_japonica ENSCJPG00005018813
numida_meleagris ENSNMEG00000000819
anser_brachyrhynchus ENSABRG00000002996
anas_platyrhynchos ENSAPLG00000017663
calidris_pugnax ENSCPUG00000001884
calidris_pygmaea ENSCPGG00000010830
dromaius_novaehollandiae ENSDNVG00000009998
apteryx_haastii ENSAHAG00000012257
gopherus_agassizii ENSGAGG00000001229
gopherus_agassizii ENSGAGG00000002009
chelonoidis_abingdonii ENSCABG00000017488
chrysemys_picta ENSCPBG00000020683
castor_canadensis ENSCCNG00000014288
castor_canadensis ENSCCNG00000006132
castor_canadensis ENSCCNG00000023353
dipodomys_ordii ENSDORG00000029379
cricetulus_griseus ENSCGRG00001004710
cricetulus_griseus ENSCGRG00015017592
mesocricetus_auratus ENSMAUG00000000368
microtus_ochrogaster ENSMOCG00000016237
peromyscus_maniculatus ENSPEMG00000029196
meriones_unguiculatus ENSMUGG00000003824
meriones_unguiculatus ENSMUGG00000003838
meriones_unguiculatus ENSMUGG00000024624
rattus_norvegicus ENSRNOG00000052226
rattus_norvegicus ENSRNOG00000040005
mus_musculus ENSMUSG00000016427
mus_spretus MGP_SPRETEiJ_G0034155
mus_spicilegus ENSMSIG00000024303
mus_pahari MGP_PahariEiJ_G0031546
nannospalax_galili ENSNGAG00000012400
carlito_syrichta ENSTSYG00000030894
octodon_degus ENSODEG00000018526
octodon_degus ENSODEG00000020007
octodon_degus ENSODEG00000002221
octodon_degus ENSODEG00000019925
chinchilla_lanigera ENSCLAG00000002613
fukomys_damarensis ENSFDAG00000018682
heterocephalus_glaber ENSHGLG00100000800
ictidomys_tridecemlineatus ENSSTOG00000020047
spermophilus_dauricus ENSSDAG00000005836
urocitellus_parryii ENSUPAG00010001573
marmota_marmota ENSMMMG00000006672
oryctolagus_cuniculus ENSOCUG00000037208
oryctolagus_cuniculus ENSOCUG00000016212
propithecus_coquereli ENSPCOG00000022102
propithecus_coquereli ENSPCOG00000014908
microcebus_murinus ENSMICG00000044125
microcebus_murinus ENSMICG00000033572
prolemur_simus ENSPSMG00000004508
prolemur_simus ENSPSMG00000006868
prolemur_simus ENSPSMG00000000206
propithecus_coquereli ENSPCOG00000009985
callithrix_jacchus ENSCJAG00000044782
callithrix_jacchus ENSCJAG00000060894
saimiri_boliviensis ENSSBOG00000035375
cebus_capucinus ENSCCAG00000027260
callithrix_jacchus ENSCJAG00000047376
callithrix_jacchus ENSCJAG00000044930
cebus_capucinus ENSCCAG00000017434
cebus_capucinus ENSCCAG00000031948
aotus_nancymaae ENSANAG00000031312
callithrix_jacchus ENSCJAG00000046058
piliocolobus_tephrosceles ENSPTEG00000030889
theropithecus_gelada ENSTGEG00000005122
macaca_fascicularis ENSMFAG00000039738
macaca_mulatta ENSMMUG00000032359
macaca_nemestrina ENSMNEG00000037778
cercocebus_atys ENSCATG00000043172
mandrillus_leucophaeus ENSMLEG00000043241
theropithecus_gelada ENSTGEG00000020098
papio_anubis ENSPANG00000029800
colobus_angolensis ENSCANG00000029654
rhinopithecus_roxellana ENSRROG00000040544
piliocolobus_tephrosceles ENSPTEG00000023601
piliocolobus_tephrosceles ENSPTEG00000025461
pan_paniscus ENSPPAG00000027878
pan_troglodytes ENSPTRG00000022230
gorilla_gorilla ENSGGOG00000002327
homo_sapiens ENSG00000125356
pongo_abelii ENSPPYG00000020677
nomascus_leucogenys ENSNLEG00000030961
bos_indicus ENSBIXG00005018261
bos_taurus ENSBTAG00000006033
bos_mutus ENSBMUG00000010615
bos_taurus ENSBTAG00000054002
bos_mutus ENSBMUG00000025828
bos_indicus ENSBIXG00005024140
bos_mutus ENSBMUG00000017331
bison_bison ENSBBBG00000016258
capra_hircus ENSCHIG00000000140
vicugna_pacos ENSVPAG00000009973
sus_scrofa ENSSSCG00000023277
canis_lupus ENSCAFG00000046020
canis_lupus ENSCAFG00020008283
ursus_maritimus ENSUMAG00000017378
ursus_americanus ENSUAMG00000006926
ursus_americanus ENSUAMG00000023747
ursus_americanus ENSUAMG00000003006
canis_lupus ENSCAFG00020004036
canis_lupus ENSCAFG00000044483
vulpes_vulpes ENSVVUG00000002163
vulpes_vulpes ENSVVUG00000011663
mustela_putorius ENSMPUG00000001530
neovison_vison ENSNVIG00000022422
neovison_vison ENSNVIG00000018321
mustela_putorius ENSMPUG00000019031
ailuropoda_melanoleuca ENSAMEG00000000169
ursus_americanus ENSUAMG00000024562
ursus_americanus ENSUAMG00000001985
ursus_maritimus ENSUMAG00000023514
felis_catus ENSFCAG00000036619
felis_catus ENSFCAG00000025391
panthera_pardus ENSPPRG00000023520
myotis_lucifugus ENSMLUG00000006685
equus_caballus ENSECAG00000020907
erinaceus_europaeus ENSEEUG00000010607
procavia_capensis ENSPCAG00000014649
loxodonta_africana ENSLAFG00000013910
echinops_telfairi ENSETEG00000018349
dasypus_novemcinctus ENSDNOG00000040995
sorex_araneus ENSSARG00000010434
phascolarctos_cinereus ENSPCIG00000032445
phascolarctos_cinereus ENSPCIG00000028917
phascolarctos_cinereus ENSPCIG00000031194
vombatus_ursinus ENSVURG00010014879
notamacropus_eugenii ENSMEUG00000001858
sarcophilus_harrisii ENSSHAG00000008849
sarcophilus_harrisii ENSSHAG00000015127
monodelphis_domestica ENSMODG00000010245
ornithorhynchus_anatinus ENSOANG00000002591
xenopus_tropicalis ENSXETG00000020293
latimeria_chalumnae ENSLACG00000008637
callorhinchus_milii ENSCMIG00000014367
drosophila_melanogaster FBgn0085468
