clupea_harengus ENSCHAG00000022316
mus_spicilegus ENSMSIG00000016781
cavia_aperea ENSCAPG00000007925
dipodomys_ordii ENSDORG00000026265
prolemur_simus ENSPSMG00000022399
dasypus_novemcinctus ENSDNOG00000040797
apteryx_owenii ENSAOWG00000004318
sphenodon_punctatus ENSSPUG00000016714
latimeria_chalumnae ENSLACG00000010361
xenopus_tropicalis ENSXETG00000017906
hucho_hucho ENSHHUG00000016109
petromyzon_marinus ENSPMAG00000001987
eptatretus_burgeri ENSEBUG00000012158
petromyzon_marinus ENSPMAG00000008250
eptatretus_burgeri ENSEBUG00000008345
