monopterus_albus ENSMALG00000001908
apteryx_owenii ENSAOWG00000002153
apteryx_rowi ENSARWG00000006184
dromaius_novaehollandiae ENSDNVG00000003186
crocodylus_porosus ENSCPRG00005017979
gopherus_agassizii ENSGAGG00000025136
chelonoidis_abingdonii ENSCABG00000004008
chrysemys_picta_bellii ENSCPBG00000010920
anolis_carolinensis ENSACAG00000016169
pogona_vitticeps ENSPVIG00000010148
notechis_scutatus ENSNSUG00000009782
salvator_merianae ENSSMRG00000003598
capra_hircus ENSCHIG00000018465
ovis_aries ENSOARG00000003081
bos_mutus ENSBMUG00000008933
bos_taurus ENSBTAG00000006277
bison_bison_bison ENSBBBG00000018429
tursiops_truncatus ENSTTRG00000003673
sus_scrofa ENSSSCG00000032411
equus_caballus ENSECAG00000019553
equus_asinus_asinus ENSEASG00005005053
ursus_americanus ENSUAMG00000004671
ursus_maritimus ENSUMAG00000014259
ailuropoda_melanoleuca ENSAMEG00000014155
mustela_putorius_furo ENSMPUG00000012405
neovison_vison ENSNVIG00000014278
canis_lupus_dingo ENSCAFG00020008101
canis_lupus_familiaris ENSCAFG00000005545
vulpes_vulpes ENSVVUG00000017855
panthera_pardus ENSPPRG00000005474
panthera_tigris_altaica ENSPTIG00000009321
felis_catus ENSFCAG00000002554
pteropus_vampyrus ENSPVAG00000015242
myotis_lucifugus ENSMLUG00000001677
erinaceus_europaeus ENSEEUG00000004750
pan_troglodytes ENSPTRG00000009725
pan_paniscus ENSPPAG00000040775
homo_sapiens ENSG00000167280
gorilla_gorilla ENSGGOG00000012526
pongo_abelii ENSPPYG00000008703
nomascus_leucogenys ENSNLEG00000000148
rhinopithecus_roxellana ENSRROG00000001398
rhinopithecus_bieti ENSRBIG00000036438
piliocolobus_tephrosceles ENSPTEG00000034138
colobus_angolensis_palliatus ENSCANG00000043644
cercocebus_atys ENSCATG00000034483
mandrillus_leucophaeus ENSMLEG00000003579
macaca_fascicularis ENSMFAG00000002759
macaca_mulatta ENSMMUG00000023027
macaca_nemestrina ENSMNEG00000025369
theropithecus_gelada ENSTGEG00000006831
papio_anubis ENSPANG00000019836
chlorocebus_sabaeus ENSCSAG00000002356
cebus_capucinus ENSCCAG00000000009
saimiri_boliviensis_boliviensis ENSSBOG00000023879
callithrix_jacchus ENSCJAG00000009541
aotus_nancymaae ENSANAG00000030946
carlito_syrichta ENSTSYG00000009686
propithecus_coquereli ENSPCOG00000028076
microcebus_murinus ENSMICG00000014875
prolemur_simus ENSPSMG00000005652
otolemur_garnettii ENSOGAG00000015315
chinchilla_lanigera ENSCLAG00000011041
octodon_degus ENSODEG00000011092
cavia_aperea ENSCAPG00000014311
cavia_porcellus ENSCPOG00000010324
heterocephalus_glaber_male ENSHGLG00100012833
heterocephalus_glaber_female ENSHGLG00000012682
fukomys_damarensis ENSFDAG00000002998
ictidomys_tridecemlineatus ENSSTOG00000003630
spermophilus_dauricus ENSSDAG00000013259
urocitellus_parryii ENSUPAG00010004098
marmota_marmota_marmota ENSMMMG00000007432
castor_canadensis ENSCCNG00000022784
dipodomys_ordii ENSDORG00000005347
cricetulus_griseus_crigri-picr ENSCGRG00015003364
cricetulus_griseus_crigri ENSCGRG00000002848
cricetulus_griseus_chok1gshd ENSCGRG00001020002
mesocricetus_auratus ENSMAUG00000015936
microtus_ochrogaster ENSMOCG00000019185
peromyscus_maniculatus_bairdii ENSPEMG00000014032
mus_musculus ENSMUSG00000033857
mus_spicilegus ENSMSIG00000017580
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018330
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017486
mus_pahari MGP_PahariEiJ_G0018613
rattus_norvegicus ENSRNOG00000027498
meriones_unguiculatus ENSMUGG00000010301
nannospalax_galili ENSNGAG00000010858
jaculus_jaculus ENSJJAG00000017419
ochotona_princeps ENSOPRG00000016260
oryctolagus_cuniculus ENSOCUG00000023753
procavia_capensis ENSPCAG00000001309
loxodonta_africana ENSLAFG00000001052
echinops_telfairi ENSETEG00000012989
dasypus_novemcinctus ENSDNOG00000042144
phascolarctos_cinereus ENSPCIG00000005754
notamacropus_eugenii ENSMEUG00000004201
sarcophilus_harrisii ENSSHAG00000016228
monodelphis_domestica ENSMODG00000002037
xenopus_tropicalis ENSXETG00000020214
ornithorhynchus_anatinus ENSOANG00000005313
eptatretus_burgeri ENSEBUG00000004910
ornithorhynchus_anatinus ENSOANG00000028522
ciona_savignyi ENSCSAVG00000003472
caenorhabditis_elegans_strain_n2 WBGene00017164
drosophila_melanogaster FBgn0030839
