sphenodon_punctatus ENSSPUG00000008552
ursus_americanus ENSUAMG00000006680
mustela_putorius_furo ENSMPUG00000009677
neovison_vison ENSNVIG00000020159
canis_lupus_familiaris ENSCAFG00000020014
canis_lupus_dingo ENSCAFG00020002440
panthera_pardus ENSPPRG00000001521
felis_catus ENSFCAG00000013038
macaca_fascicularis ENSMFAG00000030429
cercocebus_atys ENSCATG00000029678
rhinopithecus_roxellana ENSRROG00000034467
homo_sapiens ENSG00000284512
homo_sapiens ENSG00000260643
aotus_nancymaae ENSANAG00000022292
carlito_syrichta ENSTSYG00000028169
bos_taurus ENSBTAG00000006795
bison_bison_bison ENSBBBG00000002449
bos_taurus ENSBTAG00000023860
bison_bison_bison ENSBBBG00000015098
bos_taurus ENSBTAG00000030841
bos_mutus ENSBMUG00000024674
capra_hircus ENSCHIG00000026231
capra_hircus ENSCHIG00000009829
capra_hircus ENSCHIG00000016762
capra_hircus ENSCHIG00000002871
bos_mutus ENSBMUG00000006574
bos_mutus ENSBMUG00000020603
bison_bison_bison ENSBBBG00000015439
capra_hircus ENSCHIG00000010635
ovis_aries ENSOARG00000001394
bos_taurus ENSBTAG00000046345
bos_taurus ENSBTAG00000046978
bison_bison_bison ENSBBBG00000019376
bos_taurus ENSBTAG00000031076
bos_mutus ENSBMUG00000019959
bison_bison_bison ENSBBBG00000012717
capra_hircus ENSCHIG00000007981
bos_mutus ENSBMUG00000007316
capra_hircus ENSCHIG00000011847
microcebus_murinus ENSMICG00000030956
choloepus_hoffmanni ENSCHOG00000002434
erinaceus_europaeus ENSEEUG00000009653
sus_scrofa ENSSSCG00000024832
equus_caballus ENSECAG00000026862
equus_asinus_asinus ENSEASG00005013603
pteropus_vampyrus ENSPVAG00000009956
microcebus_murinus ENSMICG00000045290
microcebus_murinus ENSMICG00000004258
propithecus_coquereli ENSPCOG00000017780
prolemur_simus ENSPSMG00000005725
prolemur_simus ENSPSMG00000018880
propithecus_coquereli ENSPCOG00000016082
otolemur_garnettii ENSOGAG00000007967
prolemur_simus ENSPSMG00000002947
carlito_syrichta ENSTSYG00000000248
rattus_norvegicus ENSRNOG00000011535
rattus_norvegicus ENSRNOG00000051496
rattus_norvegicus ENSRNOG00000055383
mus_spicilegus ENSMSIG00000024201
mus_spicilegus ENSMSIG00000025180
mus_spicilegus ENSMSIG00000020877
mus_spicilegus ENSMSIG00000017134
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032723
mus_musculus ENSMUSG00000034424
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031605
mus_pahari MGP_PahariEiJ_G0023203
meriones_unguiculatus ENSMUGG00000009602
cricetulus_griseus_chok1gshd ENSCGRG00001023751
cricetulus_griseus_crigri-picr ENSCGRG00015023948
cricetulus_griseus_crigri ENSCGRG00000011211
cricetulus_griseus_crigri ENSCGRG00000000125
cricetulus_griseus_chok1gshd ENSCGRG00001024450
mesocricetus_auratus ENSMAUG00000018099
mesocricetus_auratus ENSMAUG00000000250
microtus_ochrogaster ENSMOCG00000000583
peromyscus_maniculatus_bairdii ENSPEMG00000019328
nannospalax_galili ENSNGAG00000000077
marmota_marmota_marmota ENSMMMG00000003124
urocitellus_parryii ENSUPAG00010008012
ictidomys_tridecemlineatus ENSSTOG00000016433
urocitellus_parryii ENSUPAG00010008909
marmota_marmota_marmota ENSMMMG00000008980
marmota_marmota_marmota ENSMMMG00000012364
marmota_marmota_marmota ENSMMMG00000005364
spermophilus_dauricus ENSSDAG00000021730
spermophilus_dauricus ENSSDAG00000003933
heterocephalus_glaber_male ENSHGLG00100010500
heterocephalus_glaber_female ENSHGLG00000019326
heterocephalus_glaber_female ENSHGLG00000019398
fukomys_damarensis ENSFDAG00000017551
heterocephalus_glaber_male ENSHGLG00100020352
heterocephalus_glaber_female ENSHGLG00000020835
heterocephalus_glaber_male ENSHGLG00100020428
fukomys_damarensis ENSFDAG00000016829
cavia_porcellus ENSCPOG00000009983
octodon_degus ENSODEG00000013012
jaculus_jaculus ENSJJAG00000016643
jaculus_jaculus ENSJJAG00000014919
jaculus_jaculus ENSJJAG00000021169
jaculus_jaculus ENSJJAG00000022322
chinchilla_lanigera ENSCLAG00000000355
dipodomys_ordii ENSDORG00000007831
dipodomys_ordii ENSDORG00000028062
castor_canadensis ENSCCNG00000028048
oryctolagus_cuniculus ENSOCUG00000022588
oryctolagus_cuniculus ENSOCUG00000023714
oryctolagus_cuniculus ENSOCUG00000027176
tupaia_belangeri ENSTBEG00000000056
loxodonta_africana ENSLAFG00000015586
echinops_telfairi ENSETEG00000000702
procavia_capensis ENSPCAG00000005820
ursus_americanus ENSUAMG00000022761
ursus_maritimus ENSUMAG00000004330
ailuropoda_melanoleuca ENSAMEG00000020111
sus_scrofa ENSSSCG00000039126
ochotona_princeps ENSOPRG00000003281
cavia_aperea ENSCAPG00000011376
macaca_mulatta ENSMMUG00000013088
mandrillus_leucophaeus ENSMLEG00000008989
saimiri_boliviensis_boliviensis ENSSBOG00000028280
ursus_maritimus ENSUMAG00000015107
vulpes_vulpes ENSVVUG00000027128
myotis_lucifugus ENSMLUG00000005783
xenopus_tropicalis ENSXETG00000000187
ciona_intestinalis ENSCING00000022712
ciona_savignyi ENSCSAVG00000004661
hippocampus_comes ENSHCOG00000009969
seriola_lalandi_dorsalis ENSSLDG00000007210
drosophila_melanogaster FBgn0027945
saccharomyces_cerevisiae YAL044C
